Weapon1,Weapon2,Material1,Material2,Hypothesis,Total Cells,Matching Cells,Type1,Type2
63e2a29286,afed40ee94,Nickel,Nickel,0,25,2,85b3,2031
afed40ee94,4604a209c8,Nickel,Nickel,0,30,1,2031,85b3
4604a209c8,afed40ee94,Nickel,Nickel,0,26,1,85b3,2031
092733cb5a,1a032b03d2,Nickel,Nickel,0,30,1,2031,2031
1a032b03d2,092733cb5a,Nickel,Nickel,0,25,1,2031,2031
092733cb5a,80bcb3c703,Nickel,Nickel,0,30,1,2031,2031
80bcb3c703,092733cb5a,Nickel,Nickel,0,30,1,2031,2031
092733cb5a,20687884b3,Nickel,Nickel,0,30,2,2031,2031
20687884b3,092733cb5a,Nickel,Nickel,0,30,1,2031,2031
092733cb5a,934c7e7ee4,Nickel,Nickel,0,30,2,2031,2031
934c7e7ee4,092733cb5a,Nickel,Nickel,0,27,0,2031,2031
092733cb5a,0dd2c0579c,Nickel,Nickel,0,30,1,2031,2031
0dd2c0579c,092733cb5a,Nickel,Nickel,0,24,1,2031,2031
092733cb5a,dc7048e78d,Nickel,Brass,0,30,1,2031,2031
dc7048e78d,092733cb5a,Brass,Nickel,0,29,1,2031,2031
092733cb5a,85f0782ccf,Nickel,Nickel,0,30,1,2031,2031
85f0782ccf,092733cb5a,Nickel,Nickel,0,31,2,2031,2031
092733cb5a,cf64a06a77,Nickel,Nickel,0,30,1,2031,2031
cf64a06a77,092733cb5a,Nickel,Nickel,0,31,2,2031,2031
092733cb5a,55fd02a3a3,Nickel,Nickel,0,30,1,2031,2031
55fd02a3a3,092733cb5a,Nickel,Nickel,0,30,1,2031,2031
092733cb5a,013b07f331,Nickel,Nickel,0,30,2,2031,2031
013b07f331,092733cb5a,Nickel,Nickel,0,30,1,2031,2031
092733cb5a,a987dc8828,Nickel,Nickel,0,30,1,2031,2031
a987dc8828,092733cb5a,Nickel,Nickel,0,22,1,2031,2031
092733cb5a,39199f2515,Nickel,Nickel,0,30,2,2031,85b3
39199f2515,092733cb5a,Nickel,Nickel,0,24,1,85b3,2031
092733cb5a,ea52448b24,Nickel,Brass,0,30,2,2031,85b3
ea52448b24,092733cb5a,Brass,Nickel,0,20,0,85b3,2031
092733cb5a,e276fdcf6d,Nickel,Brass,0,30,1,2031,85b3
e276fdcf6d,092733cb5a,Brass,Nickel,0,16,1,85b3,2031
092733cb5a,674b436f3a,Nickel,Nickel,0,30,1,2031,85b3
674b436f3a,092733cb5a,Nickel,Nickel,0,21,0,85b3,2031
092733cb5a,1a77ba21c8,Nickel,Brass,0,30,1,2031,85b3
1a77ba21c8,092733cb5a,Brass,Nickel,0,19,0,85b3,2031
092733cb5a,f32a57a32f,Nickel,Nickel,0,30,1,2031,85b3
f32a57a32f,092733cb5a,Nickel,Nickel,0,15,0,85b3,2031
092733cb5a,1dcecfe7ef,Nickel,Nickel,0,30,2,2031,85b3
1dcecfe7ef,092733cb5a,Nickel,Nickel,0,18,0,85b3,2031
092733cb5a,e1d10c4c9a,Nickel,Brass,0,30,2,2031,85b3
e1d10c4c9a,092733cb5a,Brass,Nickel,0,21,1,85b3,2031
092733cb5a,5d578deaca,Nickel,Nickel,0,30,1,2031,85b3
5d578deaca,092733cb5a,Nickel,Nickel,0,23,0,85b3,2031
092733cb5a,bd9ba9bfd9,Nickel,Nickel,0,30,1,2031,85b3
bd9ba9bfd9,092733cb5a,Nickel,Nickel,0,30,1,85b3,2031
092733cb5a,969de41074,Nickel,Nickel,0,30,1,2031,85b3
969de41074,092733cb5a,Nickel,Nickel,0,18,0,85b3,2031
092733cb5a,f8a165aa6d,Nickel,Nickel,0,30,0,2031,85b3
f8a165aa6d,092733cb5a,Nickel,Nickel,0,25,1,85b3,2031
092733cb5a,58690e69c3,Nickel,Brass,0,30,2,2031,85b3
58690e69c3,092733cb5a,Brass,Nickel,0,22,2,85b3,2031
092733cb5a,419d3b7b8b,Nickel,Brass,0,30,1,2031,85b3
419d3b7b8b,092733cb5a,Brass,Nickel,0,18,2,85b3,2031
092733cb5a,24f6dbda7e,Nickel,Nickel,0,30,1,2031,85b3
24f6dbda7e,092733cb5a,Nickel,Nickel,0,26,1,85b3,2031
092733cb5a,e67eb5a673,Nickel,Nickel,0,30,0,2031,85b3
e67eb5a673,092733cb5a,Nickel,Nickel,0,25,1,85b3,2031
092733cb5a,61668d1fb7,Nickel,Brass,0,30,1,2031,85b3
61668d1fb7,092733cb5a,Brass,Nickel,0,20,1,85b3,2031
092733cb5a,5f8cdc8a2c,Nickel,Brass,0,30,1,2031,85b3
5f8cdc8a2c,092733cb5a,Brass,Nickel,0,22,1,85b3,2031
092733cb5a,328b732c85,Nickel,Brass,0,30,1,2031,85b3
328b732c85,092733cb5a,Brass,Nickel,0,18,0,85b3,2031
092733cb5a,a98af1afc1,Nickel,Nickel,0,30,1,2031,85b3
a98af1afc1,092733cb5a,Nickel,Nickel,0,30,1,85b3,2031
092733cb5a,bbc3c2b96b,Nickel,Nickel,0,30,2,2031,85b3
bbc3c2b96b,092733cb5a,Nickel,Nickel,0,26,1,85b3,2031
092733cb5a,d6a27920cc,Nickel,Nickel,0,30,1,2031,85b3
d6a27920cc,092733cb5a,Nickel,Nickel,0,28,1,85b3,2031
092733cb5a,8c30b73ef2,Nickel,Brass,0,30,1,2031,85b3
8c30b73ef2,092733cb5a,Brass,Nickel,0,16,0,85b3,2031
092733cb5a,c28d051c91,Nickel,Nickel,0,30,1,2031,85b3
c28d051c91,092733cb5a,Nickel,Nickel,0,19,0,85b3,2031
092733cb5a,1a06517ab5,Nickel,Brass,0,30,2,2031,85b3
1a06517ab5,092733cb5a,Brass,Nickel,0,22,1,85b3,2031
092733cb5a,d632324bc2,Nickel,Brass,0,30,1,2031,85b3
d632324bc2,092733cb5a,Brass,Nickel,0,19,1,85b3,2031
092733cb5a,0ae9089aac,Nickel,Nickel,0,30,1,2031,85b3
0ae9089aac,092733cb5a,Nickel,Nickel,0,37,1,85b3,2031
092733cb5a,c8cf7b0a72,Nickel,Nickel,0,30,2,2031,85b3
c8cf7b0a72,092733cb5a,Nickel,Nickel,0,23,1,85b3,2031
092733cb5a,3cb96b1795,Nickel,Brass,0,30,0,2031,85b3
3cb96b1795,092733cb5a,Brass,Nickel,0,22,0,85b3,2031
092733cb5a,5124e63bf7,Nickel,Nickel,0,30,1,2031,85b3
5124e63bf7,092733cb5a,Nickel,Nickel,0,29,1,85b3,2031
092733cb5a,738f1f49ca,Nickel,Nickel,0,30,1,2031,85b3
738f1f49ca,092733cb5a,Nickel,Nickel,0,20,1,85b3,2031
092733cb5a,f7d102c093,Nickel,Nickel,0,30,1,2031,85b3
f7d102c093,092733cb5a,Nickel,Nickel,0,26,1,85b3,2031
092733cb5a,b183ad90fd,Nickel,Brass,0,30,1,2031,85b3
b183ad90fd,092733cb5a,Brass,Nickel,0,18,1,85b3,2031
092733cb5a,7b5563a5da,Nickel,Brass,0,30,1,2031,85b3
7b5563a5da,092733cb5a,Brass,Nickel,0,21,1,85b3,2031
092733cb5a,bf39a74355,Nickel,Nickel,0,30,0,2031,85b3
bf39a74355,092733cb5a,Nickel,Nickel,0,32,1,85b3,2031
092733cb5a,96682fe629,Nickel,Nickel,0,30,1,2031,85b3
96682fe629,092733cb5a,Nickel,Nickel,0,30,1,85b3,2031
092733cb5a,63e2a29286,Nickel,Nickel,0,30,1,2031,85b3
63e2a29286,092733cb5a,Nickel,Nickel,0,25,2,85b3,2031
092733cb5a,4604a209c8,Nickel,Nickel,0,30,1,2031,85b3
4604a209c8,092733cb5a,Nickel,Nickel,0,26,1,85b3,2031
1a032b03d2,80bcb3c703,Nickel,Nickel,0,25,1,2031,2031
80bcb3c703,1a032b03d2,Nickel,Nickel,0,30,0,2031,2031
1a032b03d2,20687884b3,Nickel,Nickel,0,25,1,2031,2031
20687884b3,1a032b03d2,Nickel,Nickel,0,30,1,2031,2031
1a032b03d2,934c7e7ee4,Nickel,Nickel,0,25,0,2031,2031
934c7e7ee4,1a032b03d2,Nickel,Nickel,0,27,0,2031,2031
1a032b03d2,0dd2c0579c,Nickel,Nickel,0,25,2,2031,2031
0dd2c0579c,1a032b03d2,Nickel,Nickel,0,24,1,2031,2031
1a032b03d2,dc7048e78d,Nickel,Brass,0,25,1,2031,2031
dc7048e78d,1a032b03d2,Brass,Nickel,0,29,1,2031,2031
1a032b03d2,85f0782ccf,Nickel,Nickel,0,25,0,2031,2031
85f0782ccf,1a032b03d2,Nickel,Nickel,0,31,1,2031,2031
1a032b03d2,cf64a06a77,Nickel,Nickel,0,25,1,2031,2031
cf64a06a77,1a032b03d2,Nickel,Nickel,0,31,1,2031,2031
1a032b03d2,55fd02a3a3,Nickel,Nickel,0,25,1,2031,2031
55fd02a3a3,1a032b03d2,Nickel,Nickel,0,30,1,2031,2031
1a032b03d2,013b07f331,Nickel,Nickel,0,25,1,2031,2031
013b07f331,1a032b03d2,Nickel,Nickel,0,30,1,2031,2031
1a032b03d2,a987dc8828,Nickel,Nickel,0,25,1,2031,2031
a987dc8828,1a032b03d2,Nickel,Nickel,0,22,0,2031,2031
1a032b03d2,39199f2515,Nickel,Nickel,0,25,1,2031,85b3
39199f2515,1a032b03d2,Nickel,Nickel,0,24,1,85b3,2031
1a032b03d2,ea52448b24,Nickel,Brass,0,25,2,2031,85b3
ea52448b24,1a032b03d2,Brass,Nickel,0,20,1,85b3,2031
1a032b03d2,e276fdcf6d,Nickel,Brass,0,25,1,2031,85b3
e276fdcf6d,1a032b03d2,Brass,Nickel,0,16,1,85b3,2031
1a032b03d2,674b436f3a,Nickel,Nickel,0,25,1,2031,85b3
674b436f3a,1a032b03d2,Nickel,Nickel,0,21,1,85b3,2031
1a032b03d2,1a77ba21c8,Nickel,Brass,0,25,2,2031,85b3
1a77ba21c8,1a032b03d2,Brass,Nickel,0,19,1,85b3,2031
1a032b03d2,f32a57a32f,Nickel,Nickel,0,25,2,2031,85b3
f32a57a32f,1a032b03d2,Nickel,Nickel,0,15,1,85b3,2031
1a032b03d2,1dcecfe7ef,Nickel,Nickel,0,25,1,2031,85b3
1dcecfe7ef,1a032b03d2,Nickel,Nickel,0,18,1,85b3,2031
1a032b03d2,e1d10c4c9a,Nickel,Brass,0,25,1,2031,85b3
e1d10c4c9a,1a032b03d2,Brass,Nickel,0,21,1,85b3,2031
1a032b03d2,5d578deaca,Nickel,Nickel,0,25,1,2031,85b3
5d578deaca,1a032b03d2,Nickel,Nickel,0,23,1,85b3,2031
1a032b03d2,bd9ba9bfd9,Nickel,Nickel,0,25,0,2031,85b3
bd9ba9bfd9,1a032b03d2,Nickel,Nickel,0,30,1,85b3,2031
1a032b03d2,969de41074,Nickel,Nickel,0,25,1,2031,85b3
969de41074,1a032b03d2,Nickel,Nickel,0,18,0,85b3,2031
1a032b03d2,f8a165aa6d,Nickel,Nickel,0,25,1,2031,85b3
f8a165aa6d,1a032b03d2,Nickel,Nickel,0,25,0,85b3,2031
1a032b03d2,58690e69c3,Nickel,Brass,0,25,1,2031,85b3
58690e69c3,1a032b03d2,Brass,Nickel,0,22,0,85b3,2031
1a032b03d2,419d3b7b8b,Nickel,Brass,0,25,1,2031,85b3
419d3b7b8b,1a032b03d2,Brass,Nickel,0,18,1,85b3,2031
1a032b03d2,24f6dbda7e,Nickel,Nickel,0,25,1,2031,85b3
24f6dbda7e,1a032b03d2,Nickel,Nickel,0,26,1,85b3,2031
1a032b03d2,e67eb5a673,Nickel,Nickel,0,25,1,2031,85b3
e67eb5a673,1a032b03d2,Nickel,Nickel,0,25,1,85b3,2031
1a032b03d2,61668d1fb7,Nickel,Brass,0,25,1,2031,85b3
61668d1fb7,1a032b03d2,Brass,Nickel,0,20,0,85b3,2031
1a032b03d2,5f8cdc8a2c,Nickel,Brass,0,25,1,2031,85b3
5f8cdc8a2c,1a032b03d2,Brass,Nickel,0,22,1,85b3,2031
1a032b03d2,328b732c85,Nickel,Brass,0,25,1,2031,85b3
328b732c85,1a032b03d2,Brass,Nickel,0,18,1,85b3,2031
1a032b03d2,a98af1afc1,Nickel,Nickel,0,25,1,2031,85b3
a98af1afc1,1a032b03d2,Nickel,Nickel,0,30,1,85b3,2031
1a032b03d2,bbc3c2b96b,Nickel,Nickel,0,25,1,2031,85b3
bbc3c2b96b,1a032b03d2,Nickel,Nickel,0,26,1,85b3,2031
1a032b03d2,d6a27920cc,Nickel,Nickel,0,25,1,2031,85b3
d6a27920cc,1a032b03d2,Nickel,Nickel,0,28,2,85b3,2031
1a032b03d2,8c30b73ef2,Nickel,Brass,0,25,1,2031,85b3
8c30b73ef2,1a032b03d2,Brass,Nickel,0,16,0,85b3,2031
1a032b03d2,c28d051c91,Nickel,Nickel,0,25,1,2031,85b3
c28d051c91,1a032b03d2,Nickel,Nickel,0,19,1,85b3,2031
1a032b03d2,1a06517ab5,Nickel,Brass,0,25,0,2031,85b3
1a06517ab5,1a032b03d2,Brass,Nickel,0,22,0,85b3,2031
1a032b03d2,d632324bc2,Nickel,Brass,0,25,2,2031,85b3
d632324bc2,1a032b03d2,Brass,Nickel,0,19,1,85b3,2031
1a032b03d2,0ae9089aac,Nickel,Nickel,0,25,0,2031,85b3
0ae9089aac,1a032b03d2,Nickel,Nickel,0,37,1,85b3,2031
1a032b03d2,c8cf7b0a72,Nickel,Nickel,0,25,1,2031,85b3
c8cf7b0a72,1a032b03d2,Nickel,Nickel,0,23,0,85b3,2031
1a032b03d2,3cb96b1795,Nickel,Brass,0,25,1,2031,85b3
3cb96b1795,1a032b03d2,Brass,Nickel,0,22,1,85b3,2031
1a032b03d2,5124e63bf7,Nickel,Nickel,0,25,1,2031,85b3
5124e63bf7,1a032b03d2,Nickel,Nickel,0,29,1,85b3,2031
1a032b03d2,738f1f49ca,Nickel,Nickel,0,25,0,2031,85b3
738f1f49ca,1a032b03d2,Nickel,Nickel,0,20,1,85b3,2031
1a032b03d2,f7d102c093,Nickel,Nickel,0,25,1,2031,85b3
f7d102c093,1a032b03d2,Nickel,Nickel,0,26,1,85b3,2031
1a032b03d2,b183ad90fd,Nickel,Brass,0,25,1,2031,85b3
b183ad90fd,1a032b03d2,Brass,Nickel,0,18,0,85b3,2031
1a032b03d2,7b5563a5da,Nickel,Brass,0,25,1,2031,85b3
7b5563a5da,1a032b03d2,Brass,Nickel,0,21,0,85b3,2031
1a032b03d2,bf39a74355,Nickel,Nickel,0,25,1,2031,85b3
bf39a74355,1a032b03d2,Nickel,Nickel,0,32,1,85b3,2031
1a032b03d2,96682fe629,Nickel,Nickel,0,25,1,2031,85b3
96682fe629,1a032b03d2,Nickel,Nickel,0,30,1,85b3,2031
1a032b03d2,63e2a29286,Nickel,Nickel,0,25,1,2031,85b3
63e2a29286,1a032b03d2,Nickel,Nickel,0,25,0,85b3,2031
1a032b03d2,4604a209c8,Nickel,Nickel,0,25,1,2031,85b3
4604a209c8,1a032b03d2,Nickel,Nickel,0,26,2,85b3,2031
80bcb3c703,20687884b3,Nickel,Nickel,0,30,1,2031,2031
20687884b3,80bcb3c703,Nickel,Nickel,0,30,1,2031,2031
80bcb3c703,934c7e7ee4,Nickel,Nickel,0,30,1,2031,2031
934c7e7ee4,80bcb3c703,Nickel,Nickel,0,27,1,2031,2031
80bcb3c703,0dd2c0579c,Nickel,Nickel,0,30,1,2031,2031
0dd2c0579c,80bcb3c703,Nickel,Nickel,0,24,1,2031,2031
80bcb3c703,dc7048e78d,Nickel,Brass,0,30,1,2031,2031
dc7048e78d,80bcb3c703,Brass,Nickel,0,29,1,2031,2031
80bcb3c703,85f0782ccf,Nickel,Nickel,0,30,1,2031,2031
85f0782ccf,80bcb3c703,Nickel,Nickel,0,31,1,2031,2031
80bcb3c703,cf64a06a77,Nickel,Nickel,0,30,2,2031,2031
cf64a06a77,80bcb3c703,Nickel,Nickel,0,31,2,2031,2031
80bcb3c703,55fd02a3a3,Nickel,Nickel,0,30,2,2031,2031
55fd02a3a3,80bcb3c703,Nickel,Nickel,0,30,2,2031,2031
80bcb3c703,013b07f331,Nickel,Nickel,0,30,2,2031,2031
013b07f331,80bcb3c703,Nickel,Nickel,0,30,1,2031,2031
80bcb3c703,a987dc8828,Nickel,Nickel,0,30,1,2031,2031
a987dc8828,80bcb3c703,Nickel,Nickel,0,22,1,2031,2031
80bcb3c703,39199f2515,Nickel,Nickel,0,30,1,2031,85b3
39199f2515,80bcb3c703,Nickel,Nickel,0,24,1,85b3,2031
80bcb3c703,ea52448b24,Nickel,Brass,0,30,1,2031,85b3
ea52448b24,80bcb3c703,Brass,Nickel,0,20,1,85b3,2031
80bcb3c703,e276fdcf6d,Nickel,Brass,0,30,1,2031,85b3
e276fdcf6d,80bcb3c703,Brass,Nickel,0,16,1,85b3,2031
80bcb3c703,674b436f3a,Nickel,Nickel,0,30,1,2031,85b3
674b436f3a,80bcb3c703,Nickel,Nickel,0,21,0,85b3,2031
80bcb3c703,1a77ba21c8,Nickel,Brass,0,30,0,2031,85b3
1a77ba21c8,80bcb3c703,Brass,Nickel,0,19,0,85b3,2031
80bcb3c703,f32a57a32f,Nickel,Nickel,0,30,0,2031,85b3
f32a57a32f,80bcb3c703,Nickel,Nickel,0,15,1,85b3,2031
80bcb3c703,1dcecfe7ef,Nickel,Nickel,0,30,1,2031,85b3
1dcecfe7ef,80bcb3c703,Nickel,Nickel,0,18,2,85b3,2031
80bcb3c703,e1d10c4c9a,Nickel,Brass,0,30,1,2031,85b3
e1d10c4c9a,80bcb3c703,Brass,Nickel,0,21,1,85b3,2031
80bcb3c703,5d578deaca,Nickel,Nickel,0,30,1,2031,85b3
5d578deaca,80bcb3c703,Nickel,Nickel,0,23,1,85b3,2031
80bcb3c703,bd9ba9bfd9,Nickel,Nickel,0,30,1,2031,85b3
bd9ba9bfd9,80bcb3c703,Nickel,Nickel,0,30,1,85b3,2031
80bcb3c703,969de41074,Nickel,Nickel,0,30,1,2031,85b3
969de41074,80bcb3c703,Nickel,Nickel,0,18,1,85b3,2031
80bcb3c703,f8a165aa6d,Nickel,Nickel,0,30,1,2031,85b3
f8a165aa6d,80bcb3c703,Nickel,Nickel,0,25,1,85b3,2031
80bcb3c703,58690e69c3,Nickel,Brass,0,30,2,2031,85b3
58690e69c3,80bcb3c703,Brass,Nickel,0,22,1,85b3,2031
80bcb3c703,419d3b7b8b,Nickel,Brass,0,30,0,2031,85b3
419d3b7b8b,80bcb3c703,Brass,Nickel,0,18,1,85b3,2031
80bcb3c703,24f6dbda7e,Nickel,Nickel,0,30,1,2031,85b3
24f6dbda7e,80bcb3c703,Nickel,Nickel,0,26,1,85b3,2031
80bcb3c703,e67eb5a673,Nickel,Nickel,0,30,1,2031,85b3
e67eb5a673,80bcb3c703,Nickel,Nickel,0,25,1,85b3,2031
80bcb3c703,61668d1fb7,Nickel,Brass,0,30,1,2031,85b3
61668d1fb7,80bcb3c703,Brass,Nickel,0,20,2,85b3,2031
80bcb3c703,5f8cdc8a2c,Nickel,Brass,0,30,0,2031,85b3
5f8cdc8a2c,80bcb3c703,Brass,Nickel,0,22,1,85b3,2031
80bcb3c703,328b732c85,Nickel,Brass,0,30,1,2031,85b3
328b732c85,80bcb3c703,Brass,Nickel,0,18,1,85b3,2031
80bcb3c703,a98af1afc1,Nickel,Nickel,0,30,1,2031,85b3
a98af1afc1,80bcb3c703,Nickel,Nickel,0,30,1,85b3,2031
80bcb3c703,bbc3c2b96b,Nickel,Nickel,0,30,2,2031,85b3
bbc3c2b96b,80bcb3c703,Nickel,Nickel,0,26,1,85b3,2031
80bcb3c703,d6a27920cc,Nickel,Nickel,0,30,1,2031,85b3
d6a27920cc,80bcb3c703,Nickel,Nickel,0,28,1,85b3,2031
80bcb3c703,8c30b73ef2,Nickel,Brass,0,30,1,2031,85b3
8c30b73ef2,80bcb3c703,Brass,Nickel,0,16,1,85b3,2031
80bcb3c703,c28d051c91,Nickel,Nickel,0,30,1,2031,85b3
c28d051c91,80bcb3c703,Nickel,Nickel,0,19,1,85b3,2031
80bcb3c703,1a06517ab5,Nickel,Brass,0,30,1,2031,85b3
1a06517ab5,80bcb3c703,Brass,Nickel,0,22,1,85b3,2031
80bcb3c703,d632324bc2,Nickel,Brass,0,30,1,2031,85b3
d632324bc2,80bcb3c703,Brass,Nickel,0,19,1,85b3,2031
80bcb3c703,0ae9089aac,Nickel,Nickel,0,30,1,2031,85b3
0ae9089aac,80bcb3c703,Nickel,Nickel,0,37,1,85b3,2031
80bcb3c703,c8cf7b0a72,Nickel,Nickel,0,30,1,2031,85b3
c8cf7b0a72,80bcb3c703,Nickel,Nickel,0,23,1,85b3,2031
80bcb3c703,3cb96b1795,Nickel,Brass,0,30,1,2031,85b3
3cb96b1795,80bcb3c703,Brass,Nickel,0,22,1,85b3,2031
80bcb3c703,5124e63bf7,Nickel,Nickel,0,30,1,2031,85b3
5124e63bf7,80bcb3c703,Nickel,Nickel,0,29,0,85b3,2031
80bcb3c703,738f1f49ca,Nickel,Nickel,0,30,1,2031,85b3
738f1f49ca,80bcb3c703,Nickel,Nickel,0,20,0,85b3,2031
80bcb3c703,f7d102c093,Nickel,Nickel,0,30,1,2031,85b3
f7d102c093,80bcb3c703,Nickel,Nickel,0,26,1,85b3,2031
80bcb3c703,b183ad90fd,Nickel,Brass,0,30,1,2031,85b3
b183ad90fd,80bcb3c703,Brass,Nickel,0,18,0,85b3,2031
80bcb3c703,7b5563a5da,Nickel,Brass,0,30,1,2031,85b3
7b5563a5da,80bcb3c703,Brass,Nickel,0,21,1,85b3,2031
80bcb3c703,bf39a74355,Nickel,Nickel,0,30,0,2031,85b3
bf39a74355,80bcb3c703,Nickel,Nickel,0,32,2,85b3,2031
80bcb3c703,96682fe629,Nickel,Nickel,0,30,1,2031,85b3
96682fe629,80bcb3c703,Nickel,Nickel,0,30,1,85b3,2031
80bcb3c703,63e2a29286,Nickel,Nickel,0,30,1,2031,85b3
63e2a29286,80bcb3c703,Nickel,Nickel,0,25,2,85b3,2031
80bcb3c703,4604a209c8,Nickel,Nickel,0,30,2,2031,85b3
4604a209c8,80bcb3c703,Nickel,Nickel,0,26,1,85b3,2031
20687884b3,934c7e7ee4,Nickel,Nickel,0,30,0,2031,2031
934c7e7ee4,20687884b3,Nickel,Nickel,0,27,1,2031,2031
20687884b3,0dd2c0579c,Nickel,Nickel,0,30,1,2031,2031
0dd2c0579c,20687884b3,Nickel,Nickel,0,24,1,2031,2031
20687884b3,dc7048e78d,Nickel,Brass,0,30,1,2031,2031
dc7048e78d,20687884b3,Brass,Nickel,0,29,1,2031,2031
20687884b3,85f0782ccf,Nickel,Nickel,0,30,1,2031,2031
85f0782ccf,20687884b3,Nickel,Nickel,0,31,2,2031,2031
20687884b3,cf64a06a77,Nickel,Nickel,0,30,1,2031,2031
cf64a06a77,20687884b3,Nickel,Nickel,0,31,2,2031,2031
20687884b3,55fd02a3a3,Nickel,Nickel,0,30,2,2031,2031
55fd02a3a3,20687884b3,Nickel,Nickel,0,30,1,2031,2031
20687884b3,013b07f331,Nickel,Nickel,0,30,1,2031,2031
013b07f331,20687884b3,Nickel,Nickel,0,30,1,2031,2031
20687884b3,a987dc8828,Nickel,Nickel,0,30,1,2031,2031
a987dc8828,20687884b3,Nickel,Nickel,0,22,1,2031,2031
20687884b3,39199f2515,Nickel,Nickel,0,30,2,2031,85b3
39199f2515,20687884b3,Nickel,Nickel,0,24,0,85b3,2031
20687884b3,ea52448b24,Nickel,Brass,0,30,1,2031,85b3
ea52448b24,20687884b3,Brass,Nickel,0,20,0,85b3,2031
20687884b3,e276fdcf6d,Nickel,Brass,0,30,1,2031,85b3
e276fdcf6d,20687884b3,Brass,Nickel,0,16,0,85b3,2031
20687884b3,674b436f3a,Nickel,Nickel,0,30,1,2031,85b3
674b436f3a,20687884b3,Nickel,Nickel,0,21,1,85b3,2031
20687884b3,1a77ba21c8,Nickel,Brass,0,30,1,2031,85b3
1a77ba21c8,20687884b3,Brass,Nickel,0,19,1,85b3,2031
20687884b3,f32a57a32f,Nickel,Nickel,0,30,1,2031,85b3
f32a57a32f,20687884b3,Nickel,Nickel,0,15,1,85b3,2031
20687884b3,1dcecfe7ef,Nickel,Nickel,0,30,1,2031,85b3
1dcecfe7ef,20687884b3,Nickel,Nickel,0,18,1,85b3,2031
20687884b3,e1d10c4c9a,Nickel,Brass,0,30,1,2031,85b3
e1d10c4c9a,20687884b3,Brass,Nickel,0,21,1,85b3,2031
20687884b3,5d578deaca,Nickel,Nickel,0,30,0,2031,85b3
5d578deaca,20687884b3,Nickel,Nickel,0,23,1,85b3,2031
20687884b3,bd9ba9bfd9,Nickel,Nickel,0,30,1,2031,85b3
bd9ba9bfd9,20687884b3,Nickel,Nickel,0,30,1,85b3,2031
20687884b3,969de41074,Nickel,Nickel,0,30,1,2031,85b3
969de41074,20687884b3,Nickel,Nickel,0,18,0,85b3,2031
20687884b3,f8a165aa6d,Nickel,Nickel,0,30,1,2031,85b3
f8a165aa6d,20687884b3,Nickel,Nickel,0,25,1,85b3,2031
20687884b3,58690e69c3,Nickel,Brass,0,30,1,2031,85b3
58690e69c3,20687884b3,Brass,Nickel,0,22,1,85b3,2031
20687884b3,419d3b7b8b,Nickel,Brass,0,30,1,2031,85b3
419d3b7b8b,20687884b3,Brass,Nickel,0,18,1,85b3,2031
20687884b3,24f6dbda7e,Nickel,Nickel,0,30,1,2031,85b3
24f6dbda7e,20687884b3,Nickel,Nickel,0,26,1,85b3,2031
20687884b3,e67eb5a673,Nickel,Nickel,0,30,1,2031,85b3
e67eb5a673,20687884b3,Nickel,Nickel,0,25,1,85b3,2031
20687884b3,61668d1fb7,Nickel,Brass,0,30,3,2031,85b3
61668d1fb7,20687884b3,Brass,Nickel,0,20,0,85b3,2031
20687884b3,5f8cdc8a2c,Nickel,Brass,0,30,1,2031,85b3
5f8cdc8a2c,20687884b3,Brass,Nickel,0,22,1,85b3,2031
20687884b3,328b732c85,Nickel,Brass,0,30,2,2031,85b3
328b732c85,20687884b3,Brass,Nickel,0,18,1,85b3,2031
20687884b3,a98af1afc1,Nickel,Nickel,0,30,1,2031,85b3
a98af1afc1,20687884b3,Nickel,Nickel,0,30,1,85b3,2031
20687884b3,bbc3c2b96b,Nickel,Nickel,0,30,1,2031,85b3
bbc3c2b96b,20687884b3,Nickel,Nickel,0,26,2,85b3,2031
20687884b3,d6a27920cc,Nickel,Nickel,0,30,1,2031,85b3
d6a27920cc,20687884b3,Nickel,Nickel,0,28,0,85b3,2031
20687884b3,8c30b73ef2,Nickel,Brass,0,30,1,2031,85b3
8c30b73ef2,20687884b3,Brass,Nickel,0,16,0,85b3,2031
20687884b3,c28d051c91,Nickel,Nickel,0,30,1,2031,85b3
c28d051c91,20687884b3,Nickel,Nickel,0,19,1,85b3,2031
20687884b3,1a06517ab5,Nickel,Brass,0,30,2,2031,85b3
1a06517ab5,20687884b3,Brass,Nickel,0,22,1,85b3,2031
20687884b3,d632324bc2,Nickel,Brass,0,30,1,2031,85b3
d632324bc2,20687884b3,Brass,Nickel,0,19,0,85b3,2031
20687884b3,0ae9089aac,Nickel,Nickel,0,30,1,2031,85b3
0ae9089aac,20687884b3,Nickel,Nickel,0,37,2,85b3,2031
20687884b3,c8cf7b0a72,Nickel,Nickel,0,30,1,2031,85b3
c8cf7b0a72,20687884b3,Nickel,Nickel,0,23,1,85b3,2031
20687884b3,3cb96b1795,Nickel,Brass,0,30,1,2031,85b3
3cb96b1795,20687884b3,Brass,Nickel,0,22,1,85b3,2031
20687884b3,5124e63bf7,Nickel,Nickel,0,30,1,2031,85b3
5124e63bf7,20687884b3,Nickel,Nickel,0,29,1,85b3,2031
20687884b3,738f1f49ca,Nickel,Nickel,0,30,1,2031,85b3
738f1f49ca,20687884b3,Nickel,Nickel,0,20,1,85b3,2031
