Weapon1,Weapon2,Material1,Material2,Hypothesis,Total Cells,Matching Cells,Type1,Type2
a672c8a1fa,f1e98e4af6,Brass,Brass,0,34,1,fcc2,fc09
f1e98e4af6,247918f662,Brass,Nickel,0,83,2,fc09,fcc2
247918f662,f1e98e4af6,Nickel,Brass,0,44,1,fcc2,fc09
f1e98e4af6,55353f0163,Brass,Nickel,0,83,1,fc09,fcc2
55353f0163,f1e98e4af6,Nickel,Brass,0,56,2,fcc2,fc09
f1e98e4af6,02947d29e4,Brass,Nickel,0,83,1,fc09,2031
02947d29e4,f1e98e4af6,Nickel,Brass,0,31,1,2031,fc09
f1e98e4af6,e86c75e79f,Brass,Nickel,0,83,1,fc09,2031
e86c75e79f,f1e98e4af6,Nickel,Brass,0,30,1,2031,fc09
f1e98e4af6,b3ac369bf4,Brass,Nickel,0,83,1,fc09,2031
b3ac369bf4,f1e98e4af6,Nickel,Brass,0,31,1,2031,fc09
f1e98e4af6,486a559005,Brass,Brass,0,83,2,fc09,2031
486a559005,f1e98e4af6,Brass,Brass,0,27,1,2031,fc09
f1e98e4af6,c720426380,Brass,Nickel,0,83,1,fc09,2031
c720426380,f1e98e4af6,Nickel,Brass,0,33,1,2031,fc09
f1e98e4af6,e94f036fc5,Brass,Nickel,0,83,1,fc09,2031
e94f036fc5,f1e98e4af6,Nickel,Brass,0,30,1,2031,fc09
f1e98e4af6,76bc55555d,Brass,Nickel,0,83,1,fc09,2031
76bc55555d,f1e98e4af6,Nickel,Brass,0,37,1,2031,fc09
f1e98e4af6,fc45467ffe,Brass,Nickel,0,83,1,fc09,2031
fc45467ffe,f1e98e4af6,Nickel,Brass,0,30,1,2031,fc09
f1e98e4af6,75bfb64db5,Brass,Nickel,0,83,1,fc09,2031
75bfb64db5,f1e98e4af6,Nickel,Brass,0,37,1,2031,fc09
f1e98e4af6,376243150e,Brass,Nickel,0,83,2,fc09,2031
376243150e,f1e98e4af6,Nickel,Brass,0,32,1,2031,fc09
f1e98e4af6,38ef822a2c,Brass,Nickel,0,83,2,fc09,2031
38ef822a2c,f1e98e4af6,Nickel,Brass,0,20,0,2031,fc09
f1e98e4af6,c19c27cb07,Brass,Nickel,0,83,1,fc09,2031
c19c27cb07,f1e98e4af6,Nickel,Brass,0,23,1,2031,fc09
f1e98e4af6,ebeb95ffcb,Brass,Nickel,0,83,1,fc09,2031
ebeb95ffcb,f1e98e4af6,Nickel,Brass,0,26,1,2031,fc09
f1e98e4af6,054ff5af96,Brass,Nickel,0,83,1,fc09,2031
054ff5af96,f1e98e4af6,Nickel,Brass,0,30,1,2031,fc09
f1e98e4af6,47e4c51fd8,Brass,Nickel,0,83,1,fc09,2031
47e4c51fd8,f1e98e4af6,Nickel,Brass,0,31,1,2031,fc09
f1e98e4af6,f15352c9a3,Brass,Nickel,0,83,1,fc09,2031
f15352c9a3,f1e98e4af6,Nickel,Brass,0,24,1,2031,fc09
f1e98e4af6,9086d2ca3d,Brass,Nickel,0,83,2,fc09,2031
9086d2ca3d,f1e98e4af6,Nickel,Brass,0,28,1,2031,fc09
f1e98e4af6,d0c419dc2a,Brass,Nickel,0,83,1,fc09,2031
d0c419dc2a,f1e98e4af6,Nickel,Brass,0,28,2,2031,fc09
f1e98e4af6,5bd399d4e4,Brass,Nickel,0,83,1,fc09,2031
5bd399d4e4,f1e98e4af6,Nickel,Brass,0,30,1,2031,fc09
f1e98e4af6,e71cf87e3f,Brass,Nickel,0,83,1,fc09,2031
e71cf87e3f,f1e98e4af6,Nickel,Brass,0,27,1,2031,fc09
f1e98e4af6,405e6fb3cc,Brass,Nickel,0,83,1,fc09,2031
405e6fb3cc,f1e98e4af6,Nickel,Brass,0,24,1,2031,fc09
f1e98e4af6,9832ccda19,Brass,Nickel,0,83,1,fc09,2031
9832ccda19,f1e98e4af6,Nickel,Brass,0,32,1,2031,fc09
f1e98e4af6,fd7f2ac2e6,Brass,Nickel,0,83,1,fc09,2031
fd7f2ac2e6,f1e98e4af6,Nickel,Brass,0,28,1,2031,fc09
f1e98e4af6,7eb73b69a2,Brass,Nickel,0,83,2,fc09,2031
7eb73b69a2,f1e98e4af6,Nickel,Brass,0,16,1,2031,fc09
f1e98e4af6,452fe434c6,Brass,Brass,0,83,1,fc09,2031
452fe434c6,f1e98e4af6,Brass,Brass,0,30,0,2031,fc09
f1e98e4af6,afed40ee94,Brass,Nickel,0,83,2,fc09,2031
afed40ee94,f1e98e4af6,Nickel,Brass,0,30,1,2031,fc09
f1e98e4af6,092733cb5a,Brass,Nickel,0,83,1,fc09,2031
092733cb5a,f1e98e4af6,Nickel,Brass,0,30,2,2031,fc09
f1e98e4af6,1a032b03d2,Brass,Nickel,0,83,1,fc09,2031
1a032b03d2,f1e98e4af6,Nickel,Brass,0,25,0,2031,fc09
f1e98e4af6,80bcb3c703,Brass,Nickel,0,83,2,fc09,2031
80bcb3c703,f1e98e4af6,Nickel,Brass,0,30,1,2031,fc09
f1e98e4af6,20687884b3,Brass,Nickel,0,83,2,fc09,2031
20687884b3,f1e98e4af6,Nickel,Brass,0,30,0,2031,fc09
f1e98e4af6,934c7e7ee4,Brass,Nickel,0,83,1,fc09,2031
934c7e7ee4,f1e98e4af6,Nickel,Brass,0,27,0,2031,fc09
f1e98e4af6,0dd2c0579c,Brass,Nickel,0,83,2,fc09,2031
0dd2c0579c,f1e98e4af6,Nickel,Brass,0,24,2,2031,fc09
f1e98e4af6,dc7048e78d,Brass,Brass,0,83,2,fc09,2031
dc7048e78d,f1e98e4af6,Brass,Brass,0,29,1,2031,fc09
f1e98e4af6,85f0782ccf,Brass,Nickel,0,83,2,fc09,2031
85f0782ccf,f1e98e4af6,Nickel,Brass,0,31,1,2031,fc09
f1e98e4af6,cf64a06a77,Brass,Nickel,0,83,2,fc09,2031
cf64a06a77,f1e98e4af6,Nickel,Brass,0,31,1,2031,fc09
f1e98e4af6,55fd02a3a3,Brass,Nickel,0,83,1,fc09,2031
55fd02a3a3,f1e98e4af6,Nickel,Brass,0,30,2,2031,fc09
f1e98e4af6,013b07f331,Brass,Nickel,0,83,1,fc09,2031
013b07f331,f1e98e4af6,Nickel,Brass,0,30,1,2031,fc09
f1e98e4af6,a987dc8828,Brass,Nickel,0,83,1,fc09,2031
a987dc8828,f1e98e4af6,Nickel,Brass,0,22,0,2031,fc09
f1e98e4af6,39199f2515,Brass,Nickel,0,83,1,fc09,85b3
39199f2515,f1e98e4af6,Nickel,Brass,0,24,0,85b3,fc09
f1e98e4af6,ea52448b24,Brass,Brass,0,83,1,fc09,85b3
ea52448b24,f1e98e4af6,Brass,Brass,0,20,1,85b3,fc09
f1e98e4af6,e276fdcf6d,Brass,Brass,0,83,2,fc09,85b3
e276fdcf6d,f1e98e4af6,Brass,Brass,0,16,0,85b3,fc09
f1e98e4af6,674b436f3a,Brass,Nickel,0,83,2,fc09,85b3
674b436f3a,f1e98e4af6,Nickel,Brass,0,21,0,85b3,fc09
f1e98e4af6,1a77ba21c8,Brass,Brass,0,83,1,fc09,85b3
1a77ba21c8,f1e98e4af6,Brass,Brass,0,19,0,85b3,fc09
f1e98e4af6,f32a57a32f,Brass,Nickel,0,83,2,fc09,85b3
f32a57a32f,f1e98e4af6,Nickel,Brass,0,15,0,85b3,fc09
f1e98e4af6,1dcecfe7ef,Brass,Nickel,0,83,2,fc09,85b3
1dcecfe7ef,f1e98e4af6,Nickel,Brass,0,18,1,85b3,fc09
f1e98e4af6,e1d10c4c9a,Brass,Brass,0,83,1,fc09,85b3
e1d10c4c9a,f1e98e4af6,Brass,Brass,0,21,1,85b3,fc09
f1e98e4af6,5d578deaca,Brass,Nickel,0,83,1,fc09,85b3
5d578deaca,f1e98e4af6,Nickel,Brass,0,23,1,85b3,fc09
f1e98e4af6,bd9ba9bfd9,Brass,Nickel,0,83,2,fc09,85b3
bd9ba9bfd9,f1e98e4af6,Nickel,Brass,0,30,1,85b3,fc09
f1e98e4af6,969de41074,Brass,Nickel,0,83,1,fc09,85b3
969de41074,f1e98e4af6,Nickel,Brass,0,18,0,85b3,fc09
f1e98e4af6,f8a165aa6d,Brass,Nickel,0,83,2,fc09,85b3
f8a165aa6d,f1e98e4af6,Nickel,Brass,0,25,1,85b3,fc09
f1e98e4af6,58690e69c3,Brass,Brass,0,83,2,fc09,85b3
58690e69c3,f1e98e4af6,Brass,Brass,0,22,2,85b3,fc09
f1e98e4af6,419d3b7b8b,Brass,Brass,0,83,1,fc09,85b3
419d3b7b8b,f1e98e4af6,Brass,Brass,0,18,0,85b3,fc09
f1e98e4af6,24f6dbda7e,Brass,Nickel,0,83,1,fc09,85b3
24f6dbda7e,f1e98e4af6,Nickel,Brass,0,26,0,85b3,fc09
f1e98e4af6,e67eb5a673,Brass,Nickel,0,83,2,fc09,85b3
e67eb5a673,f1e98e4af6,Nickel,Brass,0,25,1,85b3,fc09
f1e98e4af6,61668d1fb7,Brass,Brass,0,83,1,fc09,85b3
61668d1fb7,f1e98e4af6,Brass,Brass,0,20,1,85b3,fc09
f1e98e4af6,5f8cdc8a2c,Brass,Brass,0,83,1,fc09,85b3
5f8cdc8a2c,f1e98e4af6,Brass,Brass,0,22,0,85b3,fc09
f1e98e4af6,328b732c85,Brass,Brass,0,83,1,fc09,85b3
328b732c85,f1e98e4af6,Brass,Brass,0,18,0,85b3,fc09
f1e98e4af6,a98af1afc1,Brass,Nickel,0,83,2,fc09,85b3
a98af1afc1,f1e98e4af6,Nickel,Brass,0,30,1,85b3,fc09
f1e98e4af6,bbc3c2b96b,Brass,Nickel,0,83,1,fc09,85b3
bbc3c2b96b,f1e98e4af6,Nickel,Brass,0,26,0,85b3,fc09
f1e98e4af6,d6a27920cc,Brass,Nickel,0,83,1,fc09,85b3
d6a27920cc,f1e98e4af6,Nickel,Brass,0,28,1,85b3,fc09
f1e98e4af6,8c30b73ef2,Brass,Brass,0,83,1,fc09,85b3
8c30b73ef2,f1e98e4af6,Brass,Brass,0,16,0,85b3,fc09
f1e98e4af6,c28d051c91,Brass,Nickel,0,83,2,fc09,85b3
c28d051c91,f1e98e4af6,Nickel,Brass,0,19,1,85b3,fc09
f1e98e4af6,1a06517ab5,Brass,Brass,0,83,1,fc09,85b3
1a06517ab5,f1e98e4af6,Brass,Brass,0,22,1,85b3,fc09
f1e98e4af6,d632324bc2,Brass,Brass,0,83,1,fc09,85b3
d632324bc2,f1e98e4af6,Brass,Brass,0,19,0,85b3,fc09
f1e98e4af6,0ae9089aac,Brass,Nickel,0,83,1,fc09,85b3
0ae9089aac,f1e98e4af6,Nickel,Brass,0,37,1,85b3,fc09
f1e98e4af6,c8cf7b0a72,Brass,Nickel,0,83,2,fc09,85b3
c8cf7b0a72,f1e98e4af6,Nickel,Brass,0,23,1,85b3,fc09
f1e98e4af6,3cb96b1795,Brass,Brass,0,83,1,fc09,85b3
3cb96b1795,f1e98e4af6,Brass,Brass,0,22,1,85b3,fc09
f1e98e4af6,5124e63bf7,Brass,Nickel,0,83,1,fc09,85b3
5124e63bf7,f1e98e4af6,Nickel,Brass,0,29,1,85b3,fc09
f1e98e4af6,738f1f49ca,Brass,Nickel,0,83,1,fc09,85b3
738f1f49ca,f1e98e4af6,Nickel,Brass,0,20,0,85b3,fc09
f1e98e4af6,f7d102c093,Brass,Nickel,0,83,1,fc09,85b3
f7d102c093,f1e98e4af6,Nickel,Brass,0,26,1,85b3,fc09
f1e98e4af6,b183ad90fd,Brass,Brass,0,83,2,fc09,85b3
b183ad90fd,f1e98e4af6,Brass,Brass,0,18,1,85b3,fc09
f1e98e4af6,7b5563a5da,Brass,Brass,0,83,1,fc09,85b3
7b5563a5da,f1e98e4af6,Brass,Brass,0,21,0,85b3,fc09
f1e98e4af6,bf39a74355,Brass,Nickel,0,83,1,fc09,85b3
bf39a74355,f1e98e4af6,Nickel,Brass,0,32,1,85b3,fc09
f1e98e4af6,96682fe629,Brass,Nickel,0,83,1,fc09,85b3
96682fe629,f1e98e4af6,Nickel,Brass,0,30,1,85b3,fc09
f1e98e4af6,63e2a29286,Brass,Nickel,0,83,1,fc09,85b3
63e2a29286,f1e98e4af6,Nickel,Brass,0,25,1,85b3,fc09
f1e98e4af6,4604a209c8,Brass,Nickel,0,83,2,fc09,85b3
4604a209c8,f1e98e4af6,Nickel,Brass,0,26,1,85b3,fc09
2802b7bac9,3760242a91,Brass,Brass,0,54,1,fc09,fc09
3760242a91,2802b7bac9,Brass,Brass,0,84,1,fc09,fc09
2802b7bac9,2dbcc740d7,Brass,Brass,0,54,1,fc09,fc09
2dbcc740d7,2802b7bac9,Brass,Brass,0,39,1,fc09,fc09
2802b7bac9,0de7ee9123,Brass,Brass,0,54,2,fc09,fc09
0de7ee9123,2802b7bac9,Brass,Brass,0,72,1,fc09,fc09
2802b7bac9,10aa414952,Brass,Brass,0,54,2,fc09,fc09
10aa414952,2802b7bac9,Brass,Brass,0,81,1,fc09,fc09
2802b7bac9,ae9b0acf0b,Brass,Nickel,0,54,2,fc09,125b
ae9b0acf0b,2802b7bac9,Nickel,Brass,0,16,1,125b,fc09
2802b7bac9,e947234b60,Brass,Nickel,0,54,2,fc09,125b
e947234b60,2802b7bac9,Nickel,Brass,0,26,0,125b,fc09
2802b7bac9,cc6c455419,Brass,Brass,0,54,1,fc09,125b
cc6c455419,2802b7bac9,Brass,Brass,0,14,1,125b,fc09
2802b7bac9,7204a1feeb,Brass,Brass,0,54,1,fc09,125b
7204a1feeb,2802b7bac9,Brass,Brass,0,20,1,125b,fc09
2802b7bac9,867e742682,Brass,Nickel,0,54,1,fc09,125b
867e742682,2802b7bac9,Nickel,Brass,0,26,1,125b,fc09
2802b7bac9,ff11e3e39e,Brass,Nickel,0,54,2,fc09,125b
ff11e3e39e,2802b7bac9,Nickel,Brass,0,26,2,125b,fc09
2802b7bac9,1be78463d7,Brass,Brass,0,54,1,fc09,125b
1be78463d7,2802b7bac9,Brass,Brass,0,20,1,125b,fc09
2802b7bac9,744a7e7690,Brass,Nickel,0,54,1,fc09,125b
744a7e7690,2802b7bac9,Nickel,Brass,0,21,0,125b,fc09
2802b7bac9,1ed3442cfa,Brass,Nickel,0,54,2,fc09,125b
1ed3442cfa,2802b7bac9,Nickel,Brass,0,18,1,125b,fc09
2802b7bac9,93f6afc25d,Brass,Nickel,0,54,1,fc09,125b
93f6afc25d,2802b7bac9,Nickel,Brass,0,28,1,125b,fc09
2802b7bac9,275310424a,Brass,Brass,0,54,1,fc09,125b
275310424a,2802b7bac9,Brass,Brass,0,21,1,125b,fc09
2802b7bac9,27c44d34a4,Brass,Brass,0,54,1,fc09,125b
27c44d34a4,2802b7bac9,Brass,Brass,0,20,0,125b,fc09
2802b7bac9,41f1030655,Brass,Nickel,0,54,1,fc09,125b
41f1030655,2802b7bac9,Nickel,Brass,0,24,1,125b,fc09
2802b7bac9,d00bf582d1,Brass,Brass,0,54,1,fc09,125b
d00bf582d1,2802b7bac9,Brass,Brass,0,16,1,125b,fc09
2802b7bac9,9f5cee2a11,Brass,Nickel,0,54,1,fc09,125b
9f5cee2a11,2802b7bac9,Nickel,Brass,0,25,1,125b,fc09
2802b7bac9,b4f6763191,Brass,Nickel,0,54,1,fc09,125b
b4f6763191,2802b7bac9,Nickel,Brass,0,21,0,125b,fc09
2802b7bac9,eb19c4c309,Brass,Nickel,0,54,1,fc09,125b
eb19c4c309,2802b7bac9,Nickel,Brass,0,23,1,125b,fc09
2802b7bac9,3c6819beb9,Brass,Brass,0,54,1,fc09,125b
3c6819beb9,2802b7bac9,Brass,Brass,0,16,1,125b,fc09
2802b7bac9,88c293654f,Brass,Nickel,0,54,1,fc09,125b
88c293654f,2802b7bac9,Nickel,Brass,0,28,1,125b,fc09
2802b7bac9,d5070cee0f,Brass,Nickel,0,54,2,fc09,125b
d5070cee0f,2802b7bac9,Nickel,Brass,0,26,1,125b,fc09
2802b7bac9,27c03bf211,Brass,Nickel,0,54,1,fc09,125b
27c03bf211,2802b7bac9,Nickel,Brass,0,26,1,125b,fc09
2802b7bac9,a80b46b6d1,Brass,Brass,0,54,1,fc09,125b
a80b46b6d1,2802b7bac9,Brass,Brass,0,23,0,125b,fc09
2802b7bac9,8197f401c9,Brass,Nickel,0,54,1,fc09,125b
8197f401c9,2802b7bac9,Nickel,Brass,0,23,0,125b,fc09
2802b7bac9,bf77a5ca9b,Brass,Brass,0,54,1,fc09,125b
bf77a5ca9b,2802b7bac9,Brass,Brass,0,23,1,125b,fc09
2802b7bac9,a3b1085bea,Brass,Brass,0,54,1,fc09,125b
a3b1085bea,2802b7bac9,Brass,Brass,0,18,0,125b,fc09
2802b7bac9,803e2e304c,Brass,Nickel,0,54,1,fc09,125b
803e2e304c,2802b7bac9,Nickel,Brass,0,26,1,125b,fc09
2802b7bac9,5187134316,Brass,Brass,0,54,1,fc09,125b
5187134316,2802b7bac9,Brass,Brass,0,26,1,125b,fc09
2802b7bac9,81a541161d,Brass,Brass,0,54,1,fc09,125b
81a541161d,2802b7bac9,Brass,Brass,0,23,1,125b,fc09
2802b7bac9,6e46d2b898,Brass,Brass,0,54,2,fc09,125b
6e46d2b898,2802b7bac9,Brass,Brass,0,11,0,125b,fc09
2802b7bac9,db4804f266,Brass,Nickel,0,54,2,fc09,125b
db4804f266,2802b7bac9,Nickel,Brass,0,23,1,125b,fc09
2802b7bac9,a54ce43a84,Brass,Nickel,0,54,1,fc09,125b
a54ce43a84,2802b7bac9,Nickel,Brass,0,23,1,125b,fc09
2802b7bac9,0db08b7f9e,Brass,Nickel,0,54,1,fc09,125b
0db08b7f9e,2802b7bac9,Nickel,Brass,0,20,1,125b,fc09
2802b7bac9,9c6504e345,Brass,Brass,0,54,1,fc09,125b
9c6504e345,2802b7bac9,Brass,Brass,0,24,1,125b,fc09
2802b7bac9,3443ea5ba5,Brass,Brass,0,54,1,fc09,125b
3443ea5ba5,2802b7bac9,Brass,Brass,0,30,1,125b,fc09
2802b7bac9,1f2544214d,Brass,Nickel,0,54,1,fc09,125b
1f2544214d,2802b7bac9,Nickel,Brass,0,26,1,125b,fc09
2802b7bac9,0e45ff7118,Brass,Brass,0,54,1,fc09,125b
0e45ff7118,2802b7bac9,Brass,Brass,0,16,1,125b,fc09
2802b7bac9,c2081b71be,Brass,Nickel,0,54,1,fc09,125b
c2081b71be,2802b7bac9,Nickel,Brass,0,21,1,125b,fc09
2802b7bac9,4e0193ff9e,Brass,Nickel,0,54,1,fc09,125b
4e0193ff9e,2802b7bac9,Nickel,Brass,0,27,1,125b,fc09
2802b7bac9,2d95605114,Brass,Brass,0,54,1,fc09,fcc2
2d95605114,2802b7bac9,Brass,Brass,0,43,1,fcc2,fc09
2802b7bac9,84106ae247,Brass,Nickel,0,54,1,fc09,fcc2
84106ae247,2802b7bac9,Nickel,Brass,0,48,2,fcc2,fc09
2802b7bac9,eb358a4d60,Brass,Brass,0,54,1,fc09,fcc2
eb358a4d60,2802b7bac9,Brass,Brass,0,28,0,fcc2,fc09
2802b7bac9,dc441ada9f,Brass,Nickel,0,54,2,fc09,fcc2
dc441ada9f,2802b7bac9,Nickel,Brass,0,50,2,fcc2,fc09
2802b7bac9,5d25cd3446,Brass,Nickel,0,54,1,fc09,fcc2
5d25cd3446,2802b7bac9,Nickel,Brass,0,34,1,fcc2,fc09
2802b7bac9,5b23b59131,Brass,Brass,0,54,2,fc09,fcc2
5b23b59131,2802b7bac9,Brass,Brass,0,44,1,fcc2,fc09
2802b7bac9,a672c8a1fa,Brass,Brass,0,54,2,fc09,fcc2
a672c8a1fa,2802b7bac9,Brass,Brass,0,34,1,fcc2,fc09
2802b7bac9,247918f662,Brass,Nickel,0,54,2,fc09,fcc2
247918f662,2802b7bac9,Nickel,Brass,0,44,1,fcc2,fc09
2802b7bac9,55353f0163,Brass,Nickel,0,54,1,fc09,fcc2
55353f0163,2802b7bac9,Nickel,Brass,0,56,1,fcc2,fc09
2802b7bac9,02947d29e4,Brass,Nickel,0,54,1,fc09,2031
02947d29e4,2802b7bac9,Nickel,Brass,0,31,1,2031,fc09
2802b7bac9,e86c75e79f,Brass,Nickel,0,54,1,fc09,2031
e86c75e79f,2802b7bac9,Nickel,Brass,0,30,1,2031,fc09
2802b7bac9,b3ac369bf4,Brass,Nickel,0,54,1,fc09,2031
b3ac369bf4,2802b7bac9,Nickel,Brass,0,31,1,2031,fc09
2802b7bac9,486a559005,Brass,Brass,0,54,2,fc09,2031
486a559005,2802b7bac9,Brass,Brass,0,27,0,2031,fc09
2802b7bac9,c720426380,Brass,Nickel,0,54,1,fc09,2031
c720426380,2802b7bac9,Nickel,Brass,0,33,2,2031,fc09
2802b7bac9,e94f036fc5,Brass,Nickel,0,54,1,fc09,2031
e94f036fc5,2802b7bac9,Nickel,Brass,0,30,1,2031,fc09
2802b7bac9,76bc55555d,Brass,Nickel,0,54,1,fc09,2031
76bc55555d,2802b7bac9,Nickel,Brass,0,37,1,2031,fc09
2802b7bac9,fc45467ffe,Brass,Nickel,0,54,1,fc09,2031
fc45467ffe,2802b7bac9,Nickel,Brass,0,30,0,2031,fc09
2802b7bac9,75bfb64db5,Brass,Nickel,0,54,1,fc09,2031
75bfb64db5,2802b7bac9,Nickel,Brass,0,37,2,2031,fc09
2802b7bac9,376243150e,Brass,Nickel,0,54,1,fc09,2031
376243150e,2802b7bac9,Nickel,Brass,0,32,1,2031,fc09
2802b7bac9,38ef822a2c,Brass,Nickel,0,54,1,fc09,2031
38ef822a2c,2802b7bac9,Nickel,Brass,0,20,2,2031,fc09
2802b7bac9,c19c27cb07,Brass,Nickel,0,54,1,fc09,2031
c19c27cb07,2802b7bac9,Nickel,Brass,0,23,0,2031,fc09
2802b7bac9,ebeb95ffcb,Brass,Nickel,0,54,1,fc09,2031
ebeb95ffcb,2802b7bac9,Nickel,Brass,0,26,0,2031,fc09
2802b7bac9,054ff5af96,Brass,Nickel,0,54,1,fc09,2031
054ff5af96,2802b7bac9,Nickel,Brass,0,30,2,2031,fc09
2802b7bac9,47e4c51fd8,Brass,Nickel,0,54,1,fc09,2031
47e4c51fd8,2802b7bac9,Nickel,Brass,0,31,2,2031,fc09
2802b7bac9,f15352c9a3,Brass,Nickel,0,54,1,fc09,2031
f15352c9a3,2802b7bac9,Nickel,Brass,0,24,1,2031,fc09
2802b7bac9,9086d2ca3d,Brass,Nickel,0,54,1,fc09,2031
9086d2ca3d,2802b7bac9,Nickel,Brass,0,28,0,2031,fc09
2802b7bac9,d0c419dc2a,Brass,Nickel,0,54,2,fc09,2031
d0c419dc2a,2802b7bac9,Nickel,Brass,0,28,2,2031,fc09
2802b7bac9,5bd399d4e4,Brass,Nickel,0,54,1,fc09,2031
5bd399d4e4,2802b7bac9,Nickel,Brass,0,30,1,2031,fc09
2802b7bac9,e71cf87e3f,Brass,Nickel,0,54,1,fc09,2031
e71cf87e3f,2802b7bac9,Nickel,Brass,0,27,1,2031,fc09
2802b7bac9,405e6fb3cc,Brass,Nickel,0,54,1,fc09,2031
405e6fb3cc,2802b7bac9,Nickel,Brass,0,24,0,2031,fc09
2802b7bac9,9832ccda19,Brass,Nickel,0,54,1,fc09,2031
9832ccda19,2802b7bac9,Nickel,Brass,0,32,1,2031,fc09
2802b7bac9,fd7f2ac2e6,Brass,Nickel,0,54,1,fc09,2031
fd7f2ac2e6,2802b7bac9,Nickel,Brass,0,28,0,2031,fc09
2802b7bac9,7eb73b69a2,Brass,Nickel,0,54,1,fc09,2031
7eb73b69a2,2802b7bac9,Nickel,Brass,0,16,1,2031,fc09
2802b7bac9,452fe434c6,Brass,Brass,0,54,1,fc09,2031
452fe434c6,2802b7bac9,Brass,Brass,0,30,1,2031,fc09
2802b7bac9,afed40ee94,Brass,Nickel,0,54,1,fc09,2031
afed40ee94,2802b7bac9,Nickel,Brass,0,30,0,2031,fc09
2802b7bac9,092733cb5a,Brass,Nickel,0,54,1,fc09,2031
092733cb5a,2802b7bac9,Nickel,Brass,0,30,1,2031,fc09
2802b7bac9,1a032b03d2,Brass,Nickel,0,54,1,fc09,2031
1a032b03d2,2802b7bac9,Nickel,Brass,0,25,1,2031,fc09
2802b7bac9,80bcb3c703,Brass,Nickel,0,54,1,fc09,2031
80bcb3c703,2802b7bac9,Nickel,Brass,0,30,1,2031,fc09
2802b7bac9,20687884b3,Brass,Nickel,0,54,2,fc09,2031
20687884b3,2802b7bac9,Nickel,Brass,0,30,1,2031,fc09
2802b7bac9,934c7e7ee4,Brass,Nickel,0,54,1,fc09,2031
934c7e7ee4,2802b7bac9,Nickel,Brass,0,27,1,2031,fc09
2802b7bac9,0dd2c0579c,Brass,Nickel,0,54,2,fc09,2031
0dd2c0579c,2802b7bac9,Nickel,Brass,0,24,1,2031,fc09
2802b7bac9,dc7048e78d,Brass,Brass,0,54,1,fc09,2031
dc7048e78d,2802b7bac9,Brass,Brass,0,29,1,2031,fc09
2802b7bac9,85f0782ccf,Brass,Nickel,0,54,1,fc09,2031
85f0782ccf,2802b7bac9,Nickel,Brass,0,31,1,2031,fc09
2802b7bac9,cf64a06a77,Brass,Nickel,0,54,1,fc09,2031
cf64a06a77,2802b7bac9,Nickel,Brass,0,31,1,2031,fc09
2802b7bac9,55fd02a3a3,Brass,Nickel,0,54,2,fc09,2031
55fd02a3a3,2802b7bac9,Nickel,Brass,0,30,1,2031,fc09
2802b7bac9,013b07f331,Brass,Nickel,0,54,1,fc09,2031
013b07f331,2802b7bac9,Nickel,Brass,0,30,1,2031,fc09
2802b7bac9,a987dc8828,Brass,Nickel,0,54,1,fc09,2031
a987dc8828,2802b7bac9,Nickel,Brass,0,22,1,2031,fc09
2802b7bac9,39199f2515,Brass,Nickel,0,54,1,fc09,85b3
39199f2515,2802b7bac9,Nickel,Brass,0,24,1,85b3,fc09
2802b7bac9,ea52448b24,Brass,Brass,0,54,1,fc09,85b3
ea52448b24,2802b7bac9,Brass,Brass,0,20,0,85b3,fc09
2802b7bac9,e276fdcf6d,Brass,Brass,0,54,1,fc09,85b3
e276fdcf6d,2802b7bac9,Brass,Brass,0,16,0,85b3,fc09
2802b7bac9,674b436f3a,Brass,Nickel,0,54,1,fc09,85b3
674b436f3a,2802b7bac9,Nickel,Brass,0,21,1,85b3,fc09
2802b7bac9,1a77ba21c8,Brass,Brass,0,54,1,fc09,85b3
1a77ba21c8,2802b7bac9,Brass,Brass,0,19,1,85b3,fc09
2802b7bac9,f32a57a32f,Brass,Nickel,0,54,1,fc09,85b3
f32a57a32f,2802b7bac9,Nickel,Brass,0,15,0,85b3,fc09
2802b7bac9,1dcecfe7ef,Brass,Nickel,0,54,1,fc09,85b3
1dcecfe7ef,2802b7bac9,Nickel,Brass,0,18,0,85b3,fc09
2802b7bac9,e1d10c4c9a,Brass,Brass,0,54,1,fc09,85b3
e1d10c4c9a,2802b7bac9,Brass,Brass,0,21,1,85b3,fc09
2802b7bac9,5d578deaca,Brass,Nickel,0,54,1,fc09,85b3
5d578deaca,2802b7bac9,Nickel,Brass,0,23,1,85b3,fc09
2802b7bac9,bd9ba9bfd9,Brass,Nickel,0,54,2,fc09,85b3
bd9ba9bfd9,2802b7bac9,Nickel,Brass,0,30,1,85b3,fc09
2802b7bac9,969de41074,Brass,Nickel,0,54,1,fc09,85b3
969de41074,2802b7bac9,Nickel,Brass,0,18,0,85b3,fc09
2802b7bac9,f8a165aa6d,Brass,Nickel,0,54,1,fc09,85b3
f8a165aa6d,2802b7bac9,Nickel,Brass,0,25,1,85b3,fc09
2802b7bac9,58690e69c3,Brass,Brass,0,54,1,fc09,85b3
58690e69c3,2802b7bac9,Brass,Brass,0,22,1,85b3,fc09
2802b7bac9,419d3b7b8b,Brass,Brass,0,54,1,fc09,85b3
419d3b7b8b,2802b7bac9,Brass,Brass,0,18,1,85b3,fc09
