Weapon1,Weapon2,Material1,Material2,Hypothesis,Score,Type1,Type2
0e45ff7118,3c6819beb9,Brass,Brass,0,0.5408310184132183,125b,125b
3c6819beb9,c2081b71be,Brass,Nickel,0,0.4843384672301521,125b,125b
c2081b71be,3c6819beb9,Nickel,Brass,0,0.4840503074807045,125b,125b
3c6819beb9,4e0193ff9e,Brass,Nickel,0,0.5479851379939676,125b,125b
4e0193ff9e,3c6819beb9,Nickel,Brass,0,0.548152763114868,125b,125b
3c6819beb9,2d95605114,Brass,Brass,0,0.4286770193062408,125b,fcc2
2d95605114,3c6819beb9,Brass,Brass,0,0.49904817224887044,fcc2,125b
3c6819beb9,84106ae247,Brass,Nickel,0,0.4241366760799639,125b,fcc2
84106ae247,3c6819beb9,Nickel,Brass,0,0.4244619522983901,fcc2,125b
3c6819beb9,eb358a4d60,Brass,Brass,0,0.5383876539474185,125b,fcc2
eb358a4d60,3c6819beb9,Brass,Brass,0,0.5381554787551387,fcc2,125b
3c6819beb9,5d25cd3446,Brass,Nickel,0,0.5033357136288612,125b,fcc2
5d25cd3446,3c6819beb9,Nickel,Brass,0,0.5126951797202886,fcc2,125b
3c6819beb9,5b23b59131,Brass,Brass,0,0.5452502034538143,125b,fcc2
5b23b59131,3c6819beb9,Brass,Brass,0,0.5448273965167412,fcc2,125b
3c6819beb9,a672c8a1fa,Brass,Brass,0,0.48003105673705954,125b,fcc2
a672c8a1fa,3c6819beb9,Brass,Brass,0,0.48032253490498034,fcc2,125b
3c6819beb9,247918f662,Brass,Nickel,0,0.512592679084632,125b,fcc2
247918f662,3c6819beb9,Nickel,Brass,0,0.5116988575936461,fcc2,125b
88c293654f,d5070cee0f,Nickel,Nickel,0,0.7175790869207195,125b,125b
d5070cee0f,88c293654f,Nickel,Nickel,0,0.7643522044522294,125b,125b
88c293654f,27c03bf211,Nickel,Nickel,0,0.554234173309641,125b,125b
27c03bf211,88c293654f,Nickel,Nickel,0,0.5544029571614478,125b,125b
88c293654f,a80b46b6d1,Nickel,Brass,0,0.46023164787141263,125b,125b
a80b46b6d1,88c293654f,Brass,Nickel,0,0.4570200667531704,125b,125b
88c293654f,8197f401c9,Nickel,Nickel,0,0.4421883293601662,125b,125b
8197f401c9,88c293654f,Nickel,Nickel,0,0.4423328709997526,125b,125b
88c293654f,bf77a5ca9b,Nickel,Brass,0,0.7830501509149013,125b,125b
bf77a5ca9b,88c293654f,Brass,Nickel,0,0.7823541063366312,125b,125b
88c293654f,a3b1085bea,Nickel,Brass,0,0.7724727961968709,125b,125b
a3b1085bea,88c293654f,Brass,Nickel,0,0.6881604648111751,125b,125b
88c293654f,803e2e304c,Nickel,Nickel,0,0.777450454850142,125b,125b
803e2e304c,88c293654f,Nickel,Nickel,0,0.7775100715959714,125b,125b
88c293654f,5187134316,Nickel,Brass,0,0.7239306718904972,125b,125b
5187134316,88c293654f,Brass,Nickel,0,0.7243404825559646,125b,125b
88c293654f,6e46d2b898,Nickel,Brass,0,0.5575803103149288,125b,125b
6e46d2b898,88c293654f,Brass,Nickel,0,0.557351737300398,125b,125b
88c293654f,db4804f266,Nickel,Nickel,0,0.7215595246829689,125b,125b
db4804f266,88c293654f,Nickel,Nickel,0,0.7215187991978873,125b,125b
88c293654f,a54ce43a84,Nickel,Nickel,0,0.719604211069993,125b,125b
a54ce43a84,88c293654f,Nickel,Nickel,0,0.7196098603238646,125b,125b
88c293654f,0db08b7f9e,Nickel,Nickel,0,0.7473196913251967,125b,125b
0db08b7f9e,88c293654f,Nickel,Nickel,0,0.7478295847813623,125b,125b
88c293654f,9c6504e345,Nickel,Brass,0,0.5608359691779191,125b,125b
9c6504e345,88c293654f,Brass,Nickel,0,0.6189010691753403,125b,125b
88c293654f,3443ea5ba5,Nickel,Brass,0,0.6252398748485898,125b,125b
3443ea5ba5,88c293654f,Brass,Nickel,0,0.6244775874913612,125b,125b
88c293654f,1f2544214d,Nickel,Nickel,0,0.4409694424825342,125b,125b
1f2544214d,88c293654f,Nickel,Nickel,0,0.4406380310890789,125b,125b
88c293654f,0e45ff7118,Nickel,Brass,0,0.5212495181175429,125b,125b
0e45ff7118,88c293654f,Brass,Nickel,0,0.5205805479875181,125b,125b
88c293654f,c2081b71be,Nickel,Nickel,0,0.7606951540755867,125b,125b
c2081b71be,88c293654f,Nickel,Nickel,0,0.7613919809205663,125b,125b
88c293654f,4e0193ff9e,Nickel,Nickel,0,0.4471598245967645,125b,125b
4e0193ff9e,88c293654f,Nickel,Nickel,0,0.4475853928228025,125b,125b
88c293654f,2d95605114,Nickel,Brass,0,0.6798925375159645,125b,fcc2
2d95605114,88c293654f,Brass,Nickel,0,0.6800888389939174,fcc2,125b
88c293654f,84106ae247,Nickel,Nickel,0,0.5809730581217714,125b,fcc2
84106ae247,88c293654f,Nickel,Nickel,0,0.5813830925443584,fcc2,125b
88c293654f,eb358a4d60,Nickel,Brass,0,0.5235378163614895,125b,fcc2
eb358a4d60,88c293654f,Brass,Nickel,0,0.5231222130938291,fcc2,125b
88c293654f,5d25cd3446,Nickel,Nickel,0,0.6487351479270113,125b,fcc2
5d25cd3446,88c293654f,Nickel,Nickel,0,0.6486995410890718,fcc2,125b
88c293654f,5b23b59131,Nickel,Brass,0,0.7422331569983858,125b,fcc2
5b23b59131,88c293654f,Brass,Nickel,0,0.7425555236841491,fcc2,125b
88c293654f,a672c8a1fa,Nickel,Brass,0,0.7100170384507632,125b,fcc2
a672c8a1fa,88c293654f,Brass,Nickel,0,0.7098743666096361,fcc2,125b
88c293654f,247918f662,Nickel,Nickel,0,0.7690094613201163,125b,fcc2
247918f662,88c293654f,Nickel,Nickel,0,0.768902152563848,fcc2,125b
d5070cee0f,27c03bf211,Nickel,Nickel,0,0.4534684872302333,125b,125b
27c03bf211,d5070cee0f,Nickel,Nickel,0,0.45454808445927497,125b,125b
d5070cee0f,a80b46b6d1,Nickel,Brass,0,0.42840395834764256,125b,125b
a80b46b6d1,d5070cee0f,Brass,Nickel,0,0.4285275192579028,125b,125b
d5070cee0f,8197f401c9,Nickel,Nickel,0,0.5335057901857931,125b,125b
8197f401c9,d5070cee0f,Nickel,Nickel,0,0.532762839276926,125b,125b
d5070cee0f,bf77a5ca9b,Nickel,Brass,0,0.6321884452248236,125b,125b
bf77a5ca9b,d5070cee0f,Brass,Nickel,0,0.6319055199702684,125b,125b
d5070cee0f,a3b1085bea,Nickel,Brass,0,0.50569147273796,125b,125b
a3b1085bea,d5070cee0f,Brass,Nickel,0,0.5049234350829059,125b,125b
d5070cee0f,803e2e304c,Nickel,Nickel,0,0.6066126412178586,125b,125b
803e2e304c,d5070cee0f,Nickel,Nickel,0,0.6073480832497855,125b,125b
d5070cee0f,5187134316,Nickel,Brass,0,0.5902138626221468,125b,125b
5187134316,d5070cee0f,Brass,Nickel,0,0.5904374451969997,125b,125b
d5070cee0f,6e46d2b898,Nickel,Brass,0,0.4909311543507079,125b,125b
6e46d2b898,d5070cee0f,Brass,Nickel,0,0.4904659887549067,125b,125b
d5070cee0f,db4804f266,Nickel,Nickel,0,0.41341324288375264,125b,125b
db4804f266,d5070cee0f,Nickel,Nickel,0,0.4135283185457249,125b,125b
d5070cee0f,a54ce43a84,Nickel,Nickel,0,0.5710867135876619,125b,125b
a54ce43a84,d5070cee0f,Nickel,Nickel,0,0.5713150279505215,125b,125b
d5070cee0f,0db08b7f9e,Nickel,Nickel,0,0.5637512592738022,125b,125b
0db08b7f9e,d5070cee0f,Nickel,Nickel,0,0.5635635260742019,125b,125b
d5070cee0f,9c6504e345,Nickel,Brass,0,0.5940359012665906,125b,125b
9c6504e345,d5070cee0f,Brass,Nickel,0,0.545958358935558,125b,125b
d5070cee0f,3443ea5ba5,Nickel,Brass,0,0.4986904186547591,125b,125b
3443ea5ba5,d5070cee0f,Brass,Nickel,0,0.49881075945531994,125b,125b
d5070cee0f,1f2544214d,Nickel,Nickel,0,0.5335050001493801,125b,125b
1f2544214d,d5070cee0f,Nickel,Nickel,0,0.5334941004479431,125b,125b
d5070cee0f,0e45ff7118,Nickel,Brass,0,0.7647391177103722,125b,125b
0e45ff7118,d5070cee0f,Brass,Nickel,0,0.7732582139362765,125b,125b
d5070cee0f,c2081b71be,Nickel,Nickel,0,0.4929219232385674,125b,125b
c2081b71be,d5070cee0f,Nickel,Nickel,0,0.4927236891769124,125b,125b
d5070cee0f,4e0193ff9e,Nickel,Nickel,0,0.47365431917196765,125b,125b
4e0193ff9e,d5070cee0f,Nickel,Nickel,0,0.473536117705943,125b,125b
d5070cee0f,2d95605114,Nickel,Brass,0,0.5414749698743225,125b,fcc2
2d95605114,d5070cee0f,Brass,Nickel,0,0.5409443963906427,fcc2,125b
d5070cee0f,84106ae247,Nickel,Nickel,0,0.4389795676600194,125b,fcc2
84106ae247,d5070cee0f,Nickel,Nickel,0,0.439277199481486,fcc2,125b
d5070cee0f,eb358a4d60,Nickel,Brass,0,0.5266679665757105,125b,fcc2
eb358a4d60,d5070cee0f,Brass,Nickel,0,0.526614164439959,fcc2,125b
d5070cee0f,5d25cd3446,Nickel,Nickel,0,0.5305047792503838,125b,fcc2
5d25cd3446,d5070cee0f,Nickel,Nickel,0,0.5308723198646189,fcc2,125b
d5070cee0f,5b23b59131,Nickel,Brass,0,0.4357474470327804,125b,fcc2
5b23b59131,d5070cee0f,Brass,Nickel,0,0.43589070209862546,fcc2,125b
d5070cee0f,a672c8a1fa,Nickel,Brass,0,0.5879543369073609,125b,fcc2
a672c8a1fa,d5070cee0f,Brass,Nickel,0,0.5884401866610282,fcc2,125b
d5070cee0f,247918f662,Nickel,Nickel,0,0.47654224984836313,125b,fcc2
247918f662,d5070cee0f,Nickel,Nickel,0,0.47699679499696107,fcc2,125b
27c03bf211,a80b46b6d1,Nickel,Brass,0,0.512920905704849,125b,125b
a80b46b6d1,27c03bf211,Brass,Nickel,0,0.5135214122357001,125b,125b
27c03bf211,8197f401c9,Nickel,Nickel,0,0.3877459373727492,125b,125b
8197f401c9,27c03bf211,Nickel,Nickel,0,0.38663918550003423,125b,125b
27c03bf211,bf77a5ca9b,Nickel,Brass,0,0.3955074027325425,125b,125b
bf77a5ca9b,27c03bf211,Brass,Nickel,0,0.3954266045483745,125b,125b
27c03bf211,a3b1085bea,Nickel,Brass,0,0.5843898684689373,125b,125b
a3b1085bea,27c03bf211,Brass,Nickel,0,0.5843898684689374,125b,125b
27c03bf211,803e2e304c,Nickel,Nickel,0,0.4653203217099071,125b,125b
803e2e304c,27c03bf211,Nickel,Nickel,0,0.46488385267461635,125b,125b
27c03bf211,5187134316,Nickel,Brass,0,0.7217320427436086,125b,125b
5187134316,27c03bf211,Brass,Nickel,0,0.6747925529614522,125b,125b
27c03bf211,6e46d2b898,Nickel,Brass,0,0.5243539229633323,125b,125b
6e46d2b898,27c03bf211,Brass,Nickel,0,0.5242235140639172,125b,125b
27c03bf211,db4804f266,Nickel,Nickel,0,0.6346999104131776,125b,125b
db4804f266,27c03bf211,Nickel,Nickel,0,0.6342497155376107,125b,125b
27c03bf211,a54ce43a84,Nickel,Nickel,0,0.5779741064268189,125b,125b
a54ce43a84,27c03bf211,Nickel,Nickel,0,0.5772551536028683,125b,125b
27c03bf211,0db08b7f9e,Nickel,Nickel,0,0.6361437481093487,125b,125b
0db08b7f9e,27c03bf211,Nickel,Nickel,0,0.6342723539554326,125b,125b
27c03bf211,9c6504e345,Nickel,Brass,0,0.6204898965271082,125b,125b
9c6504e345,27c03bf211,Brass,Nickel,0,0.6213387103262344,125b,125b
27c03bf211,3443ea5ba5,Nickel,Brass,0,0.5638640841150799,125b,125b
3443ea5ba5,27c03bf211,Brass,Nickel,0,0.5598098599307603,125b,125b
27c03bf211,1f2544214d,Nickel,Nickel,0,0.6615761047383149,125b,125b
1f2544214d,27c03bf211,Nickel,Nickel,0,0.6614353567927441,125b,125b
27c03bf211,0e45ff7118,Nickel,Brass,0,0.5896602535838426,125b,125b
0e45ff7118,27c03bf211,Brass,Nickel,0,0.5892424740922773,125b,125b
27c03bf211,c2081b71be,Nickel,Nickel,0,0.6411649642576559,125b,125b
c2081b71be,27c03bf211,Nickel,Nickel,0,0.6410746358560662,125b,125b
27c03bf211,4e0193ff9e,Nickel,Nickel,0,0.4854794699609375,125b,125b
4e0193ff9e,27c03bf211,Nickel,Nickel,0,0.48532651656412684,125b,125b
27c03bf211,2d95605114,Nickel,Brass,0,0.5963189630715965,125b,fcc2
2d95605114,27c03bf211,Brass,Nickel,0,0.5961162232501656,fcc2,125b
27c03bf211,84106ae247,Nickel,Nickel,0,0.6247590787039186,125b,fcc2
84106ae247,27c03bf211,Nickel,Nickel,0,0.6248169334392542,fcc2,125b
27c03bf211,eb358a4d60,Nickel,Brass,0,0.5064280979688053,125b,fcc2
eb358a4d60,27c03bf211,Brass,Nickel,0,0.5052388635171915,fcc2,125b
27c03bf211,5d25cd3446,Nickel,Nickel,0,0.6847963738482847,125b,fcc2
5d25cd3446,27c03bf211,Nickel,Nickel,0,0.6847963738482847,fcc2,125b
27c03bf211,5b23b59131,Nickel,Brass,0,0.6414976058555797,125b,fcc2
5b23b59131,27c03bf211,Brass,Nickel,0,0.6413127139447162,fcc2,125b
27c03bf211,a672c8a1fa,Nickel,Brass,0,0.41268485286714485,125b,fcc2
a672c8a1fa,27c03bf211,Brass,Nickel,0,0.4126158757614356,fcc2,125b
27c03bf211,247918f662,Nickel,Nickel,0,0.39727786126323766,125b,fcc2
247918f662,27c03bf211,Nickel,Nickel,0,0.39716089671068716,fcc2,125b
a80b46b6d1,8197f401c9,Brass,Nickel,0,0.4847081242190731,125b,125b
8197f401c9,a80b46b6d1,Nickel,Brass,0,0.48454313146999917,125b,125b
a80b46b6d1,bf77a5ca9b,Brass,Brass,0,0.525616563990852,125b,125b
bf77a5ca9b,a80b46b6d1,Brass,Brass,0,0.5273105904764539,125b,125b
a80b46b6d1,a3b1085bea,Brass,Brass,0,0.5626230159058669,125b,125b
a3b1085bea,a80b46b6d1,Brass,Brass,0,0.5622528589029995,125b,125b
a80b46b6d1,803e2e304c,Brass,Nickel,0,0.5423381977469524,125b,125b
803e2e304c,a80b46b6d1,Nickel,Brass,0,0.5416642230995569,125b,125b
a80b46b6d1,5187134316,Brass,Brass,0,0.5994804424532831,125b,125b
5187134316,a80b46b6d1,Brass,Brass,0,0.5996236680630324,125b,125b
a80b46b6d1,6e46d2b898,Brass,Brass,0,0.5405607475087301,125b,125b
6e46d2b898,a80b46b6d1,Brass,Brass,0,0.5401545483146771,125b,125b
a80b46b6d1,db4804f266,Brass,Nickel,0,0.7175273476699988,125b,125b
db4804f266,a80b46b6d1,Nickel,Brass,0,0.7173733386006237,125b,125b
a80b46b6d1,a54ce43a84,Brass,Nickel,0,0.6229323956516182,125b,125b
a54ce43a84,a80b46b6d1,Nickel,Brass,0,0.6221377220424452,125b,125b
a80b46b6d1,0db08b7f9e,Brass,Nickel,0,0.5897610686075794,125b,125b
0db08b7f9e,a80b46b6d1,Nickel,Brass,0,0.5894238717490261,125b,125b
a80b46b6d1,9c6504e345,Brass,Brass,0,0.6963465445196098,125b,125b
9c6504e345,a80b46b6d1,Brass,Brass,0,0.6964602862400279,125b,125b
a80b46b6d1,3443ea5ba5,Brass,Brass,0,0.5284776323834954,125b,125b
3443ea5ba5,a80b46b6d1,Brass,Brass,0,0.5268537615416692,125b,125b
a80b46b6d1,1f2544214d,Brass,Nickel,0,0.5591413809801206,125b,125b
1f2544214d,a80b46b6d1,Nickel,Brass,0,0.5588701433659757,125b,125b
a80b46b6d1,0e45ff7118,Brass,Brass,0,0.4893407549502678,125b,125b
0e45ff7118,a80b46b6d1,Brass,Brass,0,0.4893437282874725,125b,125b
a80b46b6d1,c2081b71be,Brass,Nickel,0,0.5086581571161725,125b,125b
c2081b71be,a80b46b6d1,Nickel,Brass,0,0.5083970597584923,125b,125b
a80b46b6d1,4e0193ff9e,Brass,Nickel,0,0.502824046422866,125b,125b
4e0193ff9e,a80b46b6d1,Nickel,Brass,0,0.5028240464228659,125b,125b
a80b46b6d1,2d95605114,Brass,Brass,0,0.608793280318494,125b,fcc2
2d95605114,a80b46b6d1,Brass,Brass,0,0.6090193490967438,fcc2,125b
a80b46b6d1,84106ae247,Brass,Nickel,0,0.6044753160768631,125b,fcc2
84106ae247,a80b46b6d1,Nickel,Brass,0,0.6043262084951135,fcc2,125b
a80b46b6d1,eb358a4d60,Brass,Brass,0,0.5118582950582414,125b,fcc2
eb358a4d60,a80b46b6d1,Brass,Brass,0,0.511778341010055,fcc2,125b
a80b46b6d1,5d25cd3446,Brass,Nickel,0,0.5689495815329726,125b,fcc2
5d25cd3446,a80b46b6d1,Nickel,Brass,0,0.5683872656615244,fcc2,125b
a80b46b6d1,5b23b59131,Brass,Brass,0,0.6080369974047367,125b,fcc2
5b23b59131,a80b46b6d1,Brass,Brass,0,0.6078229476612363,fcc2,125b
a80b46b6d1,a672c8a1fa,Brass,Brass,0,0.4713880922955065,125b,fcc2
a672c8a1fa,a80b46b6d1,Brass,Brass,0,0.4707004207001541,fcc2,125b
a80b46b6d1,247918f662,Brass,Nickel,0,0.6447930266762831,125b,fcc2
247918f662,a80b46b6d1,Nickel,Brass,0,0.6443943940335041,fcc2,125b
8197f401c9,bf77a5ca9b,Nickel,Brass,0,0.31741128533712804,125b,125b
bf77a5ca9b,8197f401c9,Brass,Nickel,0,0.3173062409232106,125b,125b
8197f401c9,a3b1085bea,Nickel,Brass,0,0.3742915091044,125b,125b
a3b1085bea,8197f401c9,Brass,Nickel,0,0.37426974917420097,125b,125b
8197f401c9,803e2e304c,Nickel,Nickel,0,0.40429843735802007,125b,125b
803e2e304c,8197f401c9,Nickel,Nickel,0,0.4044928580440503,125b,125b
8197f401c9,5187134316,Nickel,Brass,0,0.36231108085756997,125b,125b
5187134316,8197f401c9,Brass,Nickel,0,0.36225579219755455,125b,125b
8197f401c9,6e46d2b898,Nickel,Brass,0,0.4266361785552845,125b,125b
6e46d2b898,8197f401c9,Brass,Nickel,0,0.42671879405454727,125b,125b
8197f401c9,db4804f266,Nickel,Nickel,0,0.471740432798366,125b,125b
db4804f266,8197f401c9,Nickel,Nickel,0,0.4714417098614917,125b,125b
8197f401c9,a54ce43a84,Nickel,Nickel,0,0.5617418588766708,125b,125b
a54ce43a84,8197f401c9,Nickel,Nickel,0,0.5616640893324402,125b,125b
8197f401c9,0db08b7f9e,Nickel,Nickel,0,0.4876239649838524,125b,125b
0db08b7f9e,8197f401c9,Nickel,Nickel,0,0.4869836185144587,125b,125b
8197f401c9,9c6504e345,Nickel,Brass,0,0.4711126143962317,125b,125b
9c6504e345,8197f401c9,Brass,Nickel,0,0.4708378667730259,125b,125b
8197f401c9,3443ea5ba5,Nickel,Brass,0,0.44975428376544063,125b,125b
3443ea5ba5,8197f401c9,Brass,Nickel,0,0.44974848776526155,125b,125b
8197f401c9,1f2544214d,Nickel,Nickel,0,0.4718732075927951,125b,125b
1f2544214d,8197f401c9,Nickel,Nickel,0,0.4725386687578351,125b,125b
8197f401c9,0e45ff7118,Nickel,Brass,0,0.5659686220930692,125b,125b
0e45ff7118,8197f401c9,Brass,Nickel,0,0.566025252203237,125b,125b
8197f401c9,c2081b71be,Nickel,Nickel,0,0.417349310532897,125b,125b
c2081b71be,8197f401c9,Nickel,Nickel,0,0.4149880895782325,125b,125b
8197f401c9,4e0193ff9e,Nickel,Nickel,0,0.48214768537311964,125b,125b
4e0193ff9e,8197f401c9,Nickel,Nickel,0,0.4842189565802827,125b,125b
8197f401c9,2d95605114,Nickel,Brass,0,0.4073384769889837,125b,fcc2
2d95605114,8197f401c9,Brass,Nickel,0,0.40746040604581196,fcc2,125b
8197f401c9,84106ae247,Nickel,Nickel,0,0.5666856121985394,125b,fcc2
84106ae247,8197f401c9,Nickel,Nickel,0,0.5616247669198878,fcc2,125b
8197f401c9,eb358a4d60,Nickel,Brass,0,0.5291696911791565,125b,fcc2
eb358a4d60,8197f401c9,Brass,Nickel,0,0.5289916452821546,fcc2,125b
8197f401c9,5d25cd3446,Nickel,Nickel,0,0.6190564711522963,125b,fcc2
5d25cd3446,8197f401c9,Nickel,Nickel,0,0.6190564711522969,fcc2,125b
8197f401c9,5b23b59131,Nickel,Brass,0,0.40678287490830467,125b,fcc2
5b23b59131,8197f401c9,Brass,Nickel,0,0.40662146476574906,fcc2,125b
8197f401c9,a672c8a1fa,Nickel,Brass,0,0.40227502241837554,125b,fcc2
a672c8a1fa,8197f401c9,Brass,Nickel,0,0.4022750224183756,fcc2,125b
8197f401c9,247918f662,Nickel,Nickel,0,0.48854108058355067,125b,fcc2
247918f662,8197f401c9,Nickel,Nickel,0,0.48777897772600887,fcc2,125b
bf77a5ca9b,a3b1085bea,Brass,Brass,0,0.49232344822427526,125b,125b
a3b1085bea,bf77a5ca9b,Brass,Brass,0,0.49232344822427554,125b,125b
bf77a5ca9b,803e2e304c,Brass,Nickel,0,0.5438989744635704,125b,125b
803e2e304c,bf77a5ca9b,Nickel,Brass,0,0.5442636390739916,125b,125b
bf77a5ca9b,5187134316,Brass,Brass,0,0.5181016230699834,125b,125b
5187134316,bf77a5ca9b,Brass,Brass,0,0.5174151021105337,125b,125b
bf77a5ca9b,6e46d2b898,Brass,Brass,0,0.5904682825619307,125b,125b
6e46d2b898,bf77a5ca9b,Brass,Brass,0,0.5907784100903692,125b,125b
bf77a5ca9b,db4804f266,Brass,Nickel,0,0.6449207401601361,125b,125b
db4804f266,bf77a5ca9b,Nickel,Brass,0,0.6449401232610352,125b,125b
bf77a5ca9b,a54ce43a84,Brass,Nickel,0,0.7553515782269549,125b,125b
a54ce43a84,bf77a5ca9b,Nickel,Brass,0,0.7552487712849493,125b,125b
bf77a5ca9b,0db08b7f9e,Brass,Nickel,0,0.6070029427243312,125b,125b
0db08b7f9e,bf77a5ca9b,Nickel,Brass,0,0.6070327720176331,125b,125b
bf77a5ca9b,9c6504e345,Brass,Brass,0,0.4977435385147426,125b,125b
9c6504e345,bf77a5ca9b,Brass,Brass,0,0.49842437543543666,125b,125b
bf77a5ca9b,3443ea5ba5,Brass,Brass,0,0.40069825603719217,125b,125b
3443ea5ba5,bf77a5ca9b,Brass,Brass,0,0.4005649747449006,125b,125b
bf77a5ca9b,1f2544214d,Brass,Nickel,0,0.4729326010313168,125b,125b
1f2544214d,bf77a5ca9b,Nickel,Brass,0,0.4726385984182912,125b,125b
bf77a5ca9b,0e45ff7118,Brass,Brass,0,0.6716972156695082,125b,125b
0e45ff7118,bf77a5ca9b,Brass,Brass,0,0.6673235723066727,125b,125b
bf77a5ca9b,c2081b71be,Brass,Nickel,0,0.5976135849298372,125b,125b
c2081b71be,bf77a5ca9b,Nickel,Brass,0,0.5976135849298371,125b,125b
bf77a5ca9b,4e0193ff9e,Brass,Nickel,0,0.5896566017951826,125b,125b
4e0193ff9e,bf77a5ca9b,Nickel,Brass,0,0.6133571873675179,125b,125b
bf77a5ca9b,2d95605114,Brass,Brass,0,0.6106028531693305,125b,fcc2
2d95605114,bf77a5ca9b,Brass,Brass,0,0.6105859378914108,fcc2,125b
bf77a5ca9b,84106ae247,Brass,Nickel,0,0.4788973887396043,125b,fcc2
84106ae247,bf77a5ca9b,Nickel,Brass,0,0.47890141210533704,fcc2,125b
bf77a5ca9b,eb358a4d60,Brass,Brass,0,0.6528303725629759,125b,fcc2
eb358a4d60,bf77a5ca9b,Brass,Brass,0,0.6526990430861974,fcc2,125b
bf77a5ca9b,5d25cd3446,Brass,Nickel,0,0.5280819524865652,125b,fcc2
5d25cd3446,bf77a5ca9b,Nickel,Brass,0,0.5280278822220111,fcc2,125b
bf77a5ca9b,5b23b59131,Brass,Brass,0,0.6263669920343465,125b,fcc2
5b23b59131,bf77a5ca9b,Brass,Brass,0,0.6262131106341172,fcc2,125b
bf77a5ca9b,a672c8a1fa,Brass,Brass,0,0.7153865488955964,125b,fcc2
a672c8a1fa,bf77a5ca9b,Brass,Brass,0,0.7152201193601273,fcc2,125b
bf77a5ca9b,247918f662,Brass,Nickel,0,0.48804815001465757,125b,fcc2
247918f662,bf77a5ca9b,Nickel,Brass,0,0.48783001055227293,fcc2,125b
a3b1085bea,803e2e304c,Brass,Nickel,0,0.6440991653361396,125b,125b
803e2e304c,a3b1085bea,Nickel,Brass,0,0.6446356569129956,125b,125b
a3b1085bea,5187134316,Brass,Brass,0,0.7283551101759487,125b,125b
5187134316,a3b1085bea,Brass,Brass,0,0.728119653278681,125b,125b
a3b1085bea,6e46d2b898,Brass,Brass,0,0.4398179247696942,125b,125b
6e46d2b898,a3b1085bea,Brass,Brass,0,0.44007958315920237,125b,125b
a3b1085bea,db4804f266,Brass,Nickel,0,0.5955219755894741,125b,125b
db4804f266,a3b1085bea,Nickel,Brass,0,0.5950407380597649,125b,125b
a3b1085bea,a54ce43a84,Brass,Nickel,0,0.6190025420397792,125b,125b
a54ce43a84,a3b1085bea,Nickel,Brass,0,0.6204864845531795,125b,125b
a3b1085bea,0db08b7f9e,Brass,Nickel,0,0.6380938096580286,125b,125b
0db08b7f9e,a3b1085bea,Nickel,Brass,0,0.6380554279805998,125b,125b
a3b1085bea,9c6504e345,Brass,Brass,0,0.5956991250339349,125b,125b
9c6504e345,a3b1085bea,Brass,Brass,0,0.5959629970026852,125b,125b
a3b1085bea,3443ea5ba5,Brass,Brass,0,0.473649415406495,125b,125b
3443ea5ba5,a3b1085bea,Brass,Brass,0,0.4734200509806025,125b,125b
a3b1085bea,1f2544214d,Brass,Nickel,0,0.48577028707380643,125b,125b
1f2544214d,a3b1085bea,Nickel,Brass,0,0.4857119253642161,125b,125b
a3b1085bea,0e45ff7118,Brass,Brass,0,0.6633480797284207,125b,125b
0e45ff7118,a3b1085bea,Brass,Brass,0,0.6634211321274198,125b,125b
a3b1085bea,c2081b71be,Brass,Nickel,0,0.683497448506325,125b,125b
c2081b71be,a3b1085bea,Nickel,Brass,0,0.683191843479651,125b,125b
a3b1085bea,4e0193ff9e,Brass,Nickel,0,0.6455400542989713,125b,125b
4e0193ff9e,a3b1085bea,Nickel,Brass,0,0.6466996966236432,125b,125b
a3b1085bea,2d95605114,Brass,Brass,0,0.574068768661181,125b,fcc2
2d95605114,a3b1085bea,Brass,Brass,0,0.5741083120330249,fcc2,125b
a3b1085bea,84106ae247,Brass,Nickel,0,0.8045054256167251,125b,fcc2
84106ae247,a3b1085bea,Nickel,Brass,0,0.8045686300886847,fcc2,125b
a3b1085bea,eb358a4d60,Brass,Brass,0,0.5388280400136876,125b,fcc2
eb358a4d60,a3b1085bea,Brass,Brass,0,0.5387845993470374,fcc2,125b
a3b1085bea,5d25cd3446,Brass,Nickel,0,0.7227470987269111,125b,fcc2
5d25cd3446,a3b1085bea,Nickel,Brass,0,0.7571347073696655,fcc2,125b
a3b1085bea,5b23b59131,Brass,Brass,0,0.6091887527581403,125b,fcc2
5b23b59131,a3b1085bea,Brass,Brass,0,0.6086940450076712,fcc2,125b
a3b1085bea,a672c8a1fa,Brass,Brass,0,0.653470996639094,125b,fcc2
a672c8a1fa,a3b1085bea,Brass,Brass,0,0.6535423596048331,fcc2,125b
a3b1085bea,247918f662,Brass,Nickel,0,0.4944310006048443,125b,fcc2
247918f662,a3b1085bea,Nickel,Brass,0,0.49422136773066366,fcc2,125b
803e2e304c,5187134316,Nickel,Brass,0,0.5902732304585451,125b,125b
5187134316,803e2e304c,Brass,Nickel,0,0.5898387307931908,125b,125b
803e2e304c,6e46d2b898,Nickel,Brass,0,0.6294203272710865,125b,125b
6e46d2b898,803e2e304c,Brass,Nickel,0,0.629869093114379,125b,125b
803e2e304c,db4804f266,Nickel,Nickel,0,0.6165107244286173,125b,125b
db4804f266,803e2e304c,Nickel,Nickel,0,0.6165509050661552,125b,125b
