Type1,Type2,Weapon1,Weapon2,Material1,Material2,Hypothesis,Score
41f1,0db0,41f1030655,0db08b7f9e,Nickel,Nickel,0,0.5952425469797109
0db0,41f1,0db08b7f9e,41f1030655,Nickel,Nickel,0,0.5951086908215053
41f1,9c65,41f1030655,9c6504e345,Nickel,Brass,0,0.6875283041854127
9c65,41f1,9c6504e345,41f1030655,Brass,Nickel,0,0.6890128239669275
41f1,3443,41f1030655,3443ea5ba5,Nickel,Brass,0,0.7003259905317568
3443,41f1,3443ea5ba5,41f1030655,Brass,Nickel,0,0.7002880173311373
41f1,1f25,41f1030655,1f2544214d,Nickel,Nickel,0,0.5808504541289745
1f25,41f1,1f2544214d,41f1030655,Nickel,Nickel,0,0.5824680554874546
41f1,0e45,41f1030655,0e45ff7118,Nickel,Brass,0,0.38685708002821034
0e45,41f1,0e45ff7118,41f1030655,Brass,Nickel,0,0.38678918579005206
41f1,c208,41f1030655,c2081b71be,Nickel,Nickel,0,0.5436054584469467
c208,41f1,c2081b71be,41f1030655,Nickel,Nickel,0,0.5442766776812935
41f1,4e01,41f1030655,4e0193ff9e,Nickel,Nickel,0,0.4619507488961903
4e01,41f1,4e0193ff9e,41f1030655,Nickel,Nickel,0,0.462372537313659
41f1,2d95,41f1030655,2d95605114,Nickel,Brass,0,0.4910216227911667
2d95,41f1,2d95605114,41f1030655,Brass,Nickel,0,0.4913271344471419
41f1,8410,41f1030655,84106ae247,Nickel,Nickel,0,0.6120777440055744
8410,41f1,84106ae247,41f1030655,Nickel,Nickel,0,0.6120922753371827
41f1,eb35,41f1030655,eb358a4d60,Nickel,Brass,0,0.5151114503118057
eb35,41f1,eb358a4d60,41f1030655,Brass,Nickel,0,0.5153289102730348
41f1,5d25,41f1030655,5d25cd3446,Nickel,Nickel,0,0.5951540343688644
5d25,41f1,5d25cd3446,41f1030655,Nickel,Nickel,0,0.5956703629324062
41f1,5b23,41f1030655,5b23b59131,Nickel,Brass,0,0.6720470261740839
5b23,41f1,5b23b59131,41f1030655,Brass,Nickel,0,0.6724943745823184
41f1,a672,41f1030655,a672c8a1fa,Nickel,Brass,0,0.5393196647929906
a672,41f1,a672c8a1fa,41f1030655,Brass,Nickel,0,0.5395992974142835
41f1,2479,41f1030655,247918f662,Nickel,Nickel,0,0.5133824256781383
2479,41f1,247918f662,41f1030655,Nickel,Nickel,0,0.5133496288119087
d00b,9f5c,d00bf582d1,9f5cee2a11,Brass,Nickel,0,0.6149144499312676
9f5c,d00b,9f5cee2a11,d00bf582d1,Nickel,Brass,0,0.6149144499312671
d00b,b4f6,d00bf582d1,b4f6763191,Brass,Nickel,0,0.4642461663514264
b4f6,d00b,b4f6763191,d00bf582d1,Nickel,Brass,0,0.4643588696038996
d00b,3c68,d00bf582d1,3c6819beb9,Brass,Brass,0,0.5434033307797818
3c68,d00b,3c6819beb9,d00bf582d1,Brass,Brass,0,0.543958685481971
d00b,88c2,d00bf582d1,88c293654f,Brass,Nickel,0,0.6454208483708
88c2,d00b,88c293654f,d00bf582d1,Nickel,Brass,0,0.644971532972041
d00b,d507,d00bf582d1,d5070cee0f,Brass,Nickel,0,0.5024912047168217
d507,d00b,d5070cee0f,d00bf582d1,Nickel,Brass,0,0.502257338811343
d00b,27c0,d00bf582d1,27c03bf211,Brass,Nickel,0,0.4998763111576275
27c0,d00b,27c03bf211,d00bf582d1,Nickel,Brass,0,0.49986839030069885
d00b,a80b,d00bf582d1,a80b46b6d1,Brass,Brass,0,0.650049679395055
a80b,d00b,a80b46b6d1,d00bf582d1,Brass,Brass,0,0.6500853978087702
d00b,8197,d00bf582d1,8197f401c9,Brass,Nickel,0,0.5448836243632418
8197,d00b,8197f401c9,d00bf582d1,Nickel,Brass,0,0.5448836243632418
d00b,bf77,d00bf582d1,bf77a5ca9b,Brass,Brass,0,0.4663828146007806
bf77,d00b,bf77a5ca9b,d00bf582d1,Brass,Brass,0,0.4664622006612883
d00b,a3b1,d00bf582d1,a3b1085bea,Brass,Brass,0,0.42162155137396873
a3b1,d00b,a3b1085bea,d00bf582d1,Brass,Brass,0,0.42270036213025924
d00b,803e,d00bf582d1,803e2e304c,Brass,Nickel,0,0.58062540508208
803e,d00b,803e2e304c,d00bf582d1,Nickel,Brass,0,0.5817233928417144
d00b,5187,d00bf582d1,5187134316,Brass,Brass,0,0.5311740996898868
5187,d00b,5187134316,d00bf582d1,Brass,Brass,0,0.5311226770741383
d00b,6e46,d00bf582d1,6e46d2b898,Brass,Brass,0,0.4806156151132635
6e46,d00b,6e46d2b898,d00bf582d1,Brass,Brass,0,0.48126859613232553
d00b,db48,d00bf582d1,db4804f266,Brass,Nickel,0,0.45732919299947455
db48,d00b,db4804f266,d00bf582d1,Nickel,Brass,0,0.457291018376884
d00b,a54c,d00bf582d1,a54ce43a84,Brass,Nickel,0,0.5044773646804542
a54c,d00b,a54ce43a84,d00bf582d1,Nickel,Brass,0,0.5040788119061693
d00b,0db0,d00bf582d1,0db08b7f9e,Brass,Nickel,0,0.46711961465811347
0db0,d00b,0db08b7f9e,d00bf582d1,Nickel,Brass,0,0.46711961465811347
d00b,9c65,d00bf582d1,9c6504e345,Brass,Brass,0,0.38307505208656806
9c65,d00b,9c6504e345,d00bf582d1,Brass,Brass,0,0.4601630456334138
d00b,3443,d00bf582d1,3443ea5ba5,Brass,Brass,0,0.4053708011764786
3443,d00b,3443ea5ba5,d00bf582d1,Brass,Brass,0,0.4066834204745107
d00b,1f25,d00bf582d1,1f2544214d,Brass,Nickel,0,0.4692738125066697
1f25,d00b,1f2544214d,d00bf582d1,Nickel,Brass,0,0.46927381250667
d00b,0e45,d00bf582d1,0e45ff7118,Brass,Brass,0,0.5557359346186159
0e45,d00b,0e45ff7118,d00bf582d1,Brass,Brass,0,0.5553521194825757
d00b,c208,d00bf582d1,c2081b71be,Brass,Nickel,0,0.5787113765432681
c208,d00b,c2081b71be,d00bf582d1,Nickel,Brass,0,0.5786137802377757
d00b,4e01,d00bf582d1,4e0193ff9e,Brass,Nickel,0,0.49940595122687576
4e01,d00b,4e0193ff9e,d00bf582d1,Nickel,Brass,0,0.5003101171463905
d00b,2d95,d00bf582d1,2d95605114,Brass,Brass,0,0.45648956651183337
2d95,d00b,2d95605114,d00bf582d1,Brass,Brass,0,0.4562390992964431
d00b,8410,d00bf582d1,84106ae247,Brass,Nickel,0,0.4628646480061352
8410,d00b,84106ae247,d00bf582d1,Nickel,Brass,0,0.46261895056758884
d00b,eb35,d00bf582d1,eb358a4d60,Brass,Brass,0,0.3802573310052546
eb35,d00b,eb358a4d60,d00bf582d1,Brass,Brass,0,0.3806881368852748
d00b,5d25,d00bf582d1,5d25cd3446,Brass,Nickel,0,0.5795949201951047
5d25,d00b,5d25cd3446,d00bf582d1,Nickel,Brass,0,0.5795121544061341
d00b,5b23,d00bf582d1,5b23b59131,Brass,Brass,0,0.5987847818579055
5b23,d00b,5b23b59131,d00bf582d1,Brass,Brass,0,0.5996710160915659
d00b,a672,d00bf582d1,a672c8a1fa,Brass,Brass,0,0.4243259140338232
a672,d00b,a672c8a1fa,d00bf582d1,Brass,Brass,0,0.42404083982376983
d00b,2479,d00bf582d1,247918f662,Brass,Nickel,0,0.47274270028237336
2479,d00b,247918f662,d00bf582d1,Nickel,Brass,0,0.47258880589980223
9f5c,b4f6,9f5cee2a11,b4f6763191,Nickel,Nickel,0,0.6424364794782257
b4f6,9f5c,b4f6763191,9f5cee2a11,Nickel,Nickel,0,0.641727095742124
9f5c,3c68,9f5cee2a11,3c6819beb9,Nickel,Brass,0,0.46976464386618466
3c68,9f5c,3c6819beb9,9f5cee2a11,Brass,Nickel,0,0.4705858418540574
9f5c,88c2,9f5cee2a11,88c293654f,Nickel,Nickel,0,0.6855220256521325
88c2,9f5c,88c293654f,9f5cee2a11,Nickel,Nickel,0,0.7183708578411592
9f5c,d507,9f5cee2a11,d5070cee0f,Nickel,Nickel,0,0.5232222206461961
d507,9f5c,d5070cee0f,9f5cee2a11,Nickel,Nickel,0,0.5231581664181569
9f5c,27c0,9f5cee2a11,27c03bf211,Nickel,Nickel,0,0.8579960586222211
27c0,9f5c,27c03bf211,9f5cee2a11,Nickel,Nickel,0,0.857356037956403
9f5c,a80b,9f5cee2a11,a80b46b6d1,Nickel,Brass,0,0.6426118903911922
a80b,9f5c,a80b46b6d1,9f5cee2a11,Brass,Nickel,0,0.6608938122507673
9f5c,8197,9f5cee2a11,8197f401c9,Nickel,Nickel,0,0.4419404547798201
8197,9f5c,8197f401c9,9f5cee2a11,Nickel,Nickel,0,0.44288110822283877
9f5c,bf77,9f5cee2a11,bf77a5ca9b,Nickel,Brass,0,0.47187707648089305
bf77,9f5c,bf77a5ca9b,9f5cee2a11,Brass,Nickel,0,0.471833107357679
9f5c,a3b1,9f5cee2a11,a3b1085bea,Nickel,Brass,0,0.6403564706227256
a3b1,9f5c,a3b1085bea,9f5cee2a11,Brass,Nickel,0,0.6420360952280267
9f5c,803e,9f5cee2a11,803e2e304c,Nickel,Nickel,0,0.676649028962591
803e,9f5c,803e2e304c,9f5cee2a11,Nickel,Nickel,0,0.6769105428243869
9f5c,5187,9f5cee2a11,5187134316,Nickel,Brass,0,0.6058079876365682
5187,9f5c,5187134316,9f5cee2a11,Brass,Nickel,0,0.6058438118570466
9f5c,6e46,9f5cee2a11,6e46d2b898,Nickel,Brass,0,0.5576409940608191
6e46,9f5c,6e46d2b898,9f5cee2a11,Brass,Nickel,0,0.5580819180811322
9f5c,db48,9f5cee2a11,db4804f266,Nickel,Nickel,0,0.6484563681591896
db48,9f5c,db4804f266,9f5cee2a11,Nickel,Nickel,0,0.6481636307527533
9f5c,a54c,9f5cee2a11,a54ce43a84,Nickel,Nickel,0,0.5911355904855323
a54c,9f5c,a54ce43a84,9f5cee2a11,Nickel,Nickel,0,0.5910504106824953
9f5c,0db0,9f5cee2a11,0db08b7f9e,Nickel,Nickel,0,0.5693037767382471
0db0,9f5c,0db08b7f9e,9f5cee2a11,Nickel,Nickel,0,0.4987067938535255
9f5c,9c65,9f5cee2a11,9c6504e345,Nickel,Brass,0,0.7567275231859769
9c65,9f5c,9c6504e345,9f5cee2a11,Brass,Nickel,0,0.7563676628889741
9f5c,3443,9f5cee2a11,3443ea5ba5,Nickel,Brass,0,0.635508389718028
3443,9f5c,3443ea5ba5,9f5cee2a11,Brass,Nickel,0,0.6357888915304244
9f5c,1f25,9f5cee2a11,1f2544214d,Nickel,Nickel,0,0.682778699985122
1f25,9f5c,1f2544214d,9f5cee2a11,Nickel,Nickel,0,0.6831095685560938
9f5c,0e45,9f5cee2a11,0e45ff7118,Nickel,Brass,0,0.6365290773096881
0e45,9f5c,0e45ff7118,9f5cee2a11,Brass,Nickel,0,0.637127750876208
9f5c,c208,9f5cee2a11,c2081b71be,Nickel,Nickel,0,0.5146459743549731
c208,9f5c,c2081b71be,9f5cee2a11,Nickel,Nickel,0,0.5140021226044061
9f5c,4e01,9f5cee2a11,4e0193ff9e,Nickel,Nickel,0,0.5034569374997406
4e01,9f5c,4e0193ff9e,9f5cee2a11,Nickel,Nickel,0,0.5035417118849197
9f5c,2d95,9f5cee2a11,2d95605114,Nickel,Brass,0,0.6373408083992727
2d95,9f5c,2d95605114,9f5cee2a11,Brass,Nickel,0,0.6372674484144192
9f5c,8410,9f5cee2a11,84106ae247,Nickel,Nickel,0,0.7234719639319251
8410,9f5c,84106ae247,9f5cee2a11,Nickel,Nickel,0,0.7253093615785264
9f5c,eb35,9f5cee2a11,eb358a4d60,Nickel,Brass,0,0.4334932377870608
eb35,9f5c,eb358a4d60,9f5cee2a11,Brass,Nickel,0,0.4333000856837845
9f5c,5d25,9f5cee2a11,5d25cd3446,Nickel,Nickel,0,0.4090284467049901
5d25,9f5c,5d25cd3446,9f5cee2a11,Nickel,Nickel,0,0.40902844670499
9f5c,5b23,9f5cee2a11,5b23b59131,Nickel,Brass,0,0.45242983983325125
5b23,9f5c,5b23b59131,9f5cee2a11,Brass,Nickel,0,0.4493128358859991
9f5c,a672,9f5cee2a11,a672c8a1fa,Nickel,Brass,0,0.5701295708874159
a672,9f5c,a672c8a1fa,9f5cee2a11,Brass,Nickel,0,0.5700569352733031
9f5c,2479,9f5cee2a11,247918f662,Nickel,Nickel,0,0.4797482528926227
2479,9f5c,247918f662,9f5cee2a11,Nickel,Nickel,0,0.47912880863282115
b4f6,3c68,b4f6763191,3c6819beb9,Nickel,Brass,0,0.5225179085217969
3c68,b4f6,3c6819beb9,b4f6763191,Brass,Nickel,0,0.5222835128192698
b4f6,88c2,b4f6763191,88c293654f,Nickel,Nickel,0,0.6523578639413778
88c2,b4f6,88c293654f,b4f6763191,Nickel,Nickel,0,0.6521356762717374
b4f6,d507,b4f6763191,d5070cee0f,Nickel,Nickel,0,0.7623933011447607
d507,b4f6,d5070cee0f,b4f6763191,Nickel,Nickel,0,0.702320054798229
b4f6,27c0,b4f6763191,27c03bf211,Nickel,Nickel,0,0.5454961881104531
27c0,b4f6,27c03bf211,b4f6763191,Nickel,Nickel,0,0.5450118045777018
b4f6,a80b,b4f6763191,a80b46b6d1,Nickel,Brass,0,0.5258358482626111
a80b,b4f6,a80b46b6d1,b4f6763191,Brass,Nickel,0,0.5255230439827874
b4f6,8197,b4f6763191,8197f401c9,Nickel,Nickel,0,0.4578725782110232
8197,b4f6,8197f401c9,b4f6763191,Nickel,Nickel,0,0.45766041934648843
b4f6,bf77,b4f6763191,bf77a5ca9b,Nickel,Brass,0,0.6160338409292672
bf77,b4f6,bf77a5ca9b,b4f6763191,Brass,Nickel,0,0.6161501594554554
b4f6,a3b1,b4f6763191,a3b1085bea,Nickel,Brass,0,0.5829117964445045
a3b1,b4f6,a3b1085bea,b4f6763191,Brass,Nickel,0,0.5829343909320911
b4f6,803e,b4f6763191,803e2e304c,Nickel,Nickel,0,0.691941479568581
803e,b4f6,803e2e304c,b4f6763191,Nickel,Nickel,0,0.691796667656477
b4f6,5187,b4f6763191,5187134316,Nickel,Brass,0,0.5245572946389668
5187,b4f6,5187134316,b4f6763191,Brass,Nickel,0,0.5245572946389666
b4f6,6e46,b4f6763191,6e46d2b898,Nickel,Brass,0,0.7450984246785176
6e46,b4f6,6e46d2b898,b4f6763191,Brass,Nickel,0,0.7450664103773491
b4f6,db48,b4f6763191,db4804f266,Nickel,Nickel,0,0.6193091321910985
db48,b4f6,db4804f266,b4f6763191,Nickel,Nickel,0,0.6186897485828488
b4f6,a54c,b4f6763191,a54ce43a84,Nickel,Nickel,0,0.6373909435013437
a54c,b4f6,a54ce43a84,b4f6763191,Nickel,Nickel,0,0.5990814443864778
b4f6,0db0,b4f6763191,0db08b7f9e,Nickel,Nickel,0,0.6115381988034265
0db0,b4f6,0db08b7f9e,b4f6763191,Nickel,Nickel,0,0.6600837390202335
b4f6,9c65,b4f6763191,9c6504e345,Nickel,Brass,0,0.519775688730135
9c65,b4f6,9c6504e345,b4f6763191,Brass,Nickel,0,0.5204263836561667
b4f6,3443,b4f6763191,3443ea5ba5,Nickel,Brass,0,0.5769090376508886
3443,b4f6,3443ea5ba5,b4f6763191,Brass,Nickel,0,0.575446230437303
b4f6,1f25,b4f6763191,1f2544214d,Nickel,Nickel,0,0.486619315181231
1f25,b4f6,1f2544214d,b4f6763191,Nickel,Nickel,0,0.48717179927322607
b4f6,0e45,b4f6763191,0e45ff7118,Nickel,Brass,0,0.5327782308266521
0e45,b4f6,0e45ff7118,b4f6763191,Brass,Nickel,0,0.5347289946759336
b4f6,c208,b4f6763191,c2081b71be,Nickel,Nickel,0,0.7393228472193669
c208,b4f6,c2081b71be,b4f6763191,Nickel,Nickel,0,0.7393228472193666
b4f6,4e01,b4f6763191,4e0193ff9e,Nickel,Nickel,0,0.4633564901985118
4e01,b4f6,4e0193ff9e,b4f6763191,Nickel,Nickel,0,0.46283098679770734
b4f6,2d95,b4f6763191,2d95605114,Nickel,Brass,0,0.6237291630878976
2d95,b4f6,2d95605114,b4f6763191,Brass,Nickel,0,0.6236517764184261
b4f6,8410,b4f6763191,84106ae247,Nickel,Nickel,0,0.47367714438715364
8410,b4f6,84106ae247,b4f6763191,Nickel,Nickel,0,0.47354698590663147
b4f6,eb35,b4f6763191,eb358a4d60,Nickel,Brass,0,0.5724111031949666
eb35,b4f6,eb358a4d60,b4f6763191,Brass,Nickel,0,0.5721377552979066
b4f6,5d25,b4f6763191,5d25cd3446,Nickel,Nickel,0,0.5735089830372759
5d25,b4f6,5d25cd3446,b4f6763191,Nickel,Nickel,0,0.5728001352661525
b4f6,5b23,b4f6763191,5b23b59131,Nickel,Brass,0,0.8549308458791606
5b23,b4f6,5b23b59131,b4f6763191,Brass,Nickel,0,0.8560687895096879
b4f6,a672,b4f6763191,a672c8a1fa,Nickel,Brass,0,0.5796290203161704
a672,b4f6,a672c8a1fa,b4f6763191,Brass,Nickel,0,0.5795923870305146
b4f6,2479,b4f6763191,247918f662,Nickel,Nickel,0,0.517809040832999
2479,b4f6,247918f662,b4f6763191,Nickel,Nickel,0,0.5174280971533864
3c68,88c2,3c6819beb9,88c293654f,Brass,Nickel,0,0.5793178384183947
88c2,3c68,88c293654f,3c6819beb9,Nickel,Brass,0,0.5793393168585642
3c68,d507,3c6819beb9,d5070cee0f,Brass,Nickel,0,0.4315427058175232
d507,3c68,d5070cee0f,3c6819beb9,Nickel,Brass,0,0.43045110712697
3c68,27c0,3c6819beb9,27c03bf211,Brass,Nickel,0,0.5016569633202559
27c0,3c68,27c03bf211,3c6819beb9,Nickel,Brass,0,0.5022878673116546
3c68,a80b,3c6819beb9,a80b46b6d1,Brass,Brass,0,0.6850128780892898
a80b,3c68,a80b46b6d1,3c6819beb9,Brass,Brass,0,0.685040137786632
3c68,8197,3c6819beb9,8197f401c9,Brass,Nickel,0,0.5198217836885364
8197,3c68,8197f401c9,3c6819beb9,Nickel,Brass,0,0.5213040177689305
3c68,bf77,3c6819beb9,bf77a5ca9b,Brass,Brass,0,0.5770692543966404
bf77,3c68,bf77a5ca9b,3c6819beb9,Brass,Brass,0,0.5783760569032225
3c68,a3b1,3c6819beb9,a3b1085bea,Brass,Brass,0,0.5973555991008075
a3b1,3c68,a3b1085bea,3c6819beb9,Brass,Brass,0,0.5978118486325438
3c68,803e,3c6819beb9,803e2e304c,Brass,Nickel,0,0.5233293890097108
803e,3c68,803e2e304c,3c6819beb9,Nickel,Brass,0,0.5238623643354641
3c68,5187,3c6819beb9,5187134316,Brass,Brass,0,0.5084823847372627
5187,3c68,5187134316,3c6819beb9,Brass,Brass,0,0.5083897127049295
3c68,6e46,3c6819beb9,6e46d2b898,Brass,Brass,0,0.6994549558877636
6e46,3c68,6e46d2b898,3c6819beb9,Brass,Brass,0,0.6992520045315703
3c68,db48,3c6819beb9,db4804f266,Brass,Nickel,0,0.50215779166053
db48,3c68,db4804f266,3c6819beb9,Nickel,Brass,0,0.5027262130242653
3c68,a54c,3c6819beb9,a54ce43a84,Brass,Nickel,0,0.5389815182629409
a54c,3c68,a54ce43a84,3c6819beb9,Nickel,Brass,0,0.5395025160341376
3c68,0db0,3c6819beb9,0db08b7f9e,Brass,Nickel,0,0.4987341366338848
0db0,3c68,0db08b7f9e,3c6819beb9,Nickel,Brass,0,0.49995694370188243
3c68,9c65,3c6819beb9,9c6504e345,Brass,Brass,0,0.540954871249737
9c65,3c68,9c6504e345,3c6819beb9,Brass,Brass,0,0.540919857033558
3c68,3443,3c6819beb9,3443ea5ba5,Brass,Brass,0,0.436632150138751
3443,3c68,3443ea5ba5,3c6819beb9,Brass,Brass,0,0.4360010185134903
3c68,1f25,3c6819beb9,1f2544214d,Brass,Nickel,0,0.4225345316874899
1f25,3c68,1f2544214d,3c6819beb9,Nickel,Brass,0,0.4235214148957975
3c68,0e45,3c6819beb9,0e45ff7118,Brass,Brass,0,0.5406863047624446
0e45,3c68,0e45ff7118,3c6819beb9,Brass,Brass,0,0.5408310184132183
3c68,c208,3c6819beb9,c2081b71be,Brass,Nickel,0,0.4843384672301521
c208,3c68,c2081b71be,3c6819beb9,Nickel,Brass,0,0.4840503074807045
3c68,4e01,3c6819beb9,4e0193ff9e,Brass,Nickel,0,0.5479851379939676
4e01,3c68,4e0193ff9e,3c6819beb9,Nickel,Brass,0,0.548152763114868
3c68,2d95,3c6819beb9,2d95605114,Brass,Brass,0,0.4286770193062408
2d95,3c68,2d95605114,3c6819beb9,Brass,Brass,0,0.49904817224887044
3c68,8410,3c6819beb9,84106ae247,Brass,Nickel,0,0.4241366760799639
8410,3c68,84106ae247,3c6819beb9,Nickel,Brass,0,0.4244619522983901
3c68,eb35,3c6819beb9,eb358a4d60,Brass,Brass,0,0.5383876539474185
eb35,3c68,eb358a4d60,3c6819beb9,Brass,Brass,0,0.5381554787551387
3c68,5d25,3c6819beb9,5d25cd3446,Brass,Nickel,0,0.5033357136288612
5d25,3c68,5d25cd3446,3c6819beb9,Nickel,Brass,0,0.5126951797202886
3c68,5b23,3c6819beb9,5b23b59131,Brass,Brass,0,0.5452502034538143
5b23,3c68,5b23b59131,3c6819beb9,Brass,Brass,0,0.5448273965167412
3c68,a672,3c6819beb9,a672c8a1fa,Brass,Brass,0,0.48003105673705954
a672,3c68,a672c8a1fa,3c6819beb9,Brass,Brass,0,0.48032253490498034
3c68,2479,3c6819beb9,247918f662,Brass,Nickel,0,0.512592679084632
2479,3c68,247918f662,3c6819beb9,Nickel,Brass,0,0.5116988575936461
88c2,d507,88c293654f,d5070cee0f,Nickel,Nickel,0,0.7175790869207195
d507,88c2,d5070cee0f,88c293654f,Nickel,Nickel,0,0.7643522044522294
88c2,27c0,88c293654f,27c03bf211,Nickel,Nickel,0,0.554234173309641
27c0,88c2,27c03bf211,88c293654f,Nickel,Nickel,0,0.5544029571614478
88c2,a80b,88c293654f,a80b46b6d1,Nickel,Brass,0,0.46023164787141263
a80b,88c2,a80b46b6d1,88c293654f,Brass,Nickel,0,0.4570200667531704
88c2,8197,88c293654f,8197f401c9,Nickel,Nickel,0,0.4421883293601662
8197,88c2,8197f401c9,88c293654f,Nickel,Nickel,0,0.4423328709997526
88c2,bf77,88c293654f,bf77a5ca9b,Nickel,Brass,0,0.7830501509149013
bf77,88c2,bf77a5ca9b,88c293654f,Brass,Nickel,0,0.7823541063366312
88c2,a3b1,88c293654f,a3b1085bea,Nickel,Brass,0,0.7724727961968709
a3b1,88c2,a3b1085bea,88c293654f,Brass,Nickel,0,0.6881604648111751
88c2,803e,88c293654f,803e2e304c,Nickel,Nickel,0,0.777450454850142
803e,88c2,803e2e304c,88c293654f,Nickel,Nickel,0,0.7775100715959714
88c2,5187,88c293654f,5187134316,Nickel,Brass,0,0.7239306718904972
5187,88c2,5187134316,88c293654f,Brass,Nickel,0,0.7243404825559646
88c2,6e46,88c293654f,6e46d2b898,Nickel,Brass,0,0.5575803103149288
6e46,88c2,6e46d2b898,88c293654f,Brass,Nickel,0,0.557351737300398
88c2,db48,88c293654f,db4804f266,Nickel,Nickel,0,0.7215595246829689
db48,88c2,db4804f266,88c293654f,Nickel,Nickel,0,0.7215187991978873
88c2,a54c,88c293654f,a54ce43a84,Nickel,Nickel,0,0.719604211069993
a54c,88c2,a54ce43a84,88c293654f,Nickel,Nickel,0,0.7196098603238646
88c2,0db0,88c293654f,0db08b7f9e,Nickel,Nickel,0,0.7473196913251967
0db0,88c2,0db08b7f9e,88c293654f,Nickel,Nickel,0,0.7478295847813623
88c2,9c65,88c293654f,9c6504e345,Nickel,Brass,0,0.5608359691779191
9c65,88c2,9c6504e345,88c293654f,Brass,Nickel,0,0.6189010691753403
88c2,3443,88c293654f,3443ea5ba5,Nickel,Brass,0,0.6252398748485898
3443,88c2,3443ea5ba5,88c293654f,Brass,Nickel,0,0.6244775874913612
88c2,1f25,88c293654f,1f2544214d,Nickel,Nickel,0,0.4409694424825342
1f25,88c2,1f2544214d,88c293654f,Nickel,Nickel,0,0.4406380310890789
88c2,0e45,88c293654f,0e45ff7118,Nickel,Brass,0,0.5212495181175429
0e45,88c2,0e45ff7118,88c293654f,Brass,Nickel,0,0.5205805479875181
88c2,c208,88c293654f,c2081b71be,Nickel,Nickel,0,0.7606951540755867
c208,88c2,c2081b71be,88c293654f,Nickel,Nickel,0,0.7613919809205663
88c2,4e01,88c293654f,4e0193ff9e,Nickel,Nickel,0,0.4471598245967645
4e01,88c2,4e0193ff9e,88c293654f,Nickel,Nickel,0,0.4475853928228025
88c2,2d95,88c293654f,2d95605114,Nickel,Brass,0,0.6798925375159645
2d95,88c2,2d95605114,88c293654f,Brass,Nickel,0,0.6800888389939174
88c2,8410,88c293654f,84106ae247,Nickel,Nickel,0,0.5809730581217714
8410,88c2,84106ae247,88c293654f,Nickel,Nickel,0,0.5813830925443584
88c2,eb35,88c293654f,eb358a4d60,Nickel,Brass,0,0.5235378163614895
eb35,88c2,eb358a4d60,88c293654f,Brass,Nickel,0,0.5231222130938291
88c2,5d25,88c293654f,5d25cd3446,Nickel,Nickel,0,0.6487351479270113
5d25,88c2,5d25cd3446,88c293654f,Nickel,Nickel,0,0.6486995410890718
88c2,5b23,88c293654f,5b23b59131,Nickel,Brass,0,0.7422331569983858
5b23,88c2,5b23b59131,88c293654f,Brass,Nickel,0,0.7425555236841491
88c2,a672,88c293654f,a672c8a1fa,Nickel,Brass,0,0.7100170384507632
a672,88c2,a672c8a1fa,88c293654f,Brass,Nickel,0,0.7098743666096361
88c2,2479,88c293654f,247918f662,Nickel,Nickel,0,0.7690094613201163
2479,88c2,247918f662,88c293654f,Nickel,Nickel,0,0.768902152563848
d507,27c0,d5070cee0f,27c03bf211,Nickel,Nickel,0,0.4534684872302333
27c0,d507,27c03bf211,d5070cee0f,Nickel,Nickel,0,0.45454808445927497
d507,a80b,d5070cee0f,a80b46b6d1,Nickel,Brass,0,0.42840395834764256
a80b,d507,a80b46b6d1,d5070cee0f,Brass,Nickel,0,0.4285275192579028
d507,8197,d5070cee0f,8197f401c9,Nickel,Nickel,0,0.5335057901857931
8197,d507,8197f401c9,d5070cee0f,Nickel,Nickel,0,0.532762839276926
d507,bf77,d5070cee0f,bf77a5ca9b,Nickel,Brass,0,0.6321884452248236
bf77,d507,bf77a5ca9b,d5070cee0f,Brass,Nickel,0,0.6319055199702684
d507,a3b1,d5070cee0f,a3b1085bea,Nickel,Brass,0,0.50569147273796
a3b1,d507,a3b1085bea,d5070cee0f,Brass,Nickel,0,0.5049234350829059
d507,803e,d5070cee0f,803e2e304c,Nickel,Nickel,0,0.6066126412178586
803e,d507,803e2e304c,d5070cee0f,Nickel,Nickel,0,0.6073480832497855
d507,5187,d5070cee0f,5187134316,Nickel,Brass,0,0.5902138626221468
5187,d507,5187134316,d5070cee0f,Brass,Nickel,0,0.5904374451969997
d507,6e46,d5070cee0f,6e46d2b898,Nickel,Brass,0,0.4909311543507079
6e46,d507,6e46d2b898,d5070cee0f,Brass,Nickel,0,0.4904659887549067
d507,db48,d5070cee0f,db4804f266,Nickel,Nickel,0,0.41341324288375264
db48,d507,db4804f266,d5070cee0f,Nickel,Nickel,0,0.4135283185457249
d507,a54c,d5070cee0f,a54ce43a84,Nickel,Nickel,0,0.5710867135876619
a54c,d507,a54ce43a84,d5070cee0f,Nickel,Nickel,0,0.5713150279505215
d507,0db0,d5070cee0f,0db08b7f9e,Nickel,Nickel,0,0.5637512592738022
0db0,d507,0db08b7f9e,d5070cee0f,Nickel,Nickel,0,0.5635635260742019
d507,9c65,d5070cee0f,9c6504e345,Nickel,Brass,0,0.5940359012665906
9c65,d507,9c6504e345,d5070cee0f,Brass,Nickel,0,0.545958358935558
d507,3443,d5070cee0f,3443ea5ba5,Nickel,Brass,0,0.4986904186547591
3443,d507,3443ea5ba5,d5070cee0f,Brass,Nickel,0,0.49881075945531994
