Type1,Type2,Weapon1,Weapon2,Material1,Material2,Hypothesis,Matching Cells,Total Cells
54b3,a672,54b3b48d05,a672c8a1fa,Brass,Brass,0,1,83
a672,54b3,a672c8a1fa,54b3b48d05,Brass,Brass,0,1,34
54b3,2479,54b3b48d05,247918f662,Brass,Nickel,0,2,83
2479,54b3,247918f662,54b3b48d05,Nickel,Brass,0,2,44
54b3,5535,54b3b48d05,55353f0163,Brass,Nickel,0,1,83
5535,54b3,55353f0163,54b3b48d05,Nickel,Brass,0,1,56
54b3,0294,54b3b48d05,02947d29e4,Brass,Nickel,0,1,83
0294,54b3,02947d29e4,54b3b48d05,Nickel,Brass,0,1,31
54b3,e86c,54b3b48d05,e86c75e79f,Brass,Nickel,0,1,83
e86c,54b3,e86c75e79f,54b3b48d05,Nickel,Brass,0,1,30
54b3,b3ac,54b3b48d05,b3ac369bf4,Brass,Nickel,0,1,83
b3ac,54b3,b3ac369bf4,54b3b48d05,Nickel,Brass,0,0,31
54b3,486a,54b3b48d05,486a559005,Brass,Brass,0,2,83
486a,54b3,486a559005,54b3b48d05,Brass,Brass,0,1,27
54b3,c720,54b3b48d05,c720426380,Brass,Nickel,0,2,83
c720,54b3,c720426380,54b3b48d05,Nickel,Brass,0,1,33
54b3,e94f,54b3b48d05,e94f036fc5,Brass,Nickel,0,2,83
e94f,54b3,e94f036fc5,54b3b48d05,Nickel,Brass,0,1,30
54b3,76bc,54b3b48d05,76bc55555d,Brass,Nickel,0,2,83
76bc,54b3,76bc55555d,54b3b48d05,Nickel,Brass,0,1,37
54b3,fc45,54b3b48d05,fc45467ffe,Brass,Nickel,0,2,83
fc45,54b3,fc45467ffe,54b3b48d05,Nickel,Brass,0,0,30
54b3,75bf,54b3b48d05,75bfb64db5,Brass,Nickel,0,1,83
75bf,54b3,75bfb64db5,54b3b48d05,Nickel,Brass,0,1,37
54b3,3762,54b3b48d05,376243150e,Brass,Nickel,0,1,83
3762,54b3,376243150e,54b3b48d05,Nickel,Brass,0,1,32
54b3,38ef,54b3b48d05,38ef822a2c,Brass,Nickel,0,2,83
38ef,54b3,38ef822a2c,54b3b48d05,Nickel,Brass,0,1,20
54b3,c19c,54b3b48d05,c19c27cb07,Brass,Nickel,0,1,83
c19c,54b3,c19c27cb07,54b3b48d05,Nickel,Brass,0,1,23
54b3,ebeb,54b3b48d05,ebeb95ffcb,Brass,Nickel,0,1,83
ebeb,54b3,ebeb95ffcb,54b3b48d05,Nickel,Brass,0,1,26
54b3,054f,54b3b48d05,054ff5af96,Brass,Nickel,0,1,83
054f,54b3,054ff5af96,54b3b48d05,Nickel,Brass,0,0,30
54b3,47e4,54b3b48d05,47e4c51fd8,Brass,Nickel,0,1,83
47e4,54b3,47e4c51fd8,54b3b48d05,Nickel,Brass,0,1,31
54b3,f153,54b3b48d05,f15352c9a3,Brass,Nickel,0,1,83
f153,54b3,f15352c9a3,54b3b48d05,Nickel,Brass,0,1,24
54b3,9086,54b3b48d05,9086d2ca3d,Brass,Nickel,0,1,83
9086,54b3,9086d2ca3d,54b3b48d05,Nickel,Brass,0,0,28
54b3,d0c4,54b3b48d05,d0c419dc2a,Brass,Nickel,0,1,83
d0c4,54b3,d0c419dc2a,54b3b48d05,Nickel,Brass,0,1,28
54b3,5bd3,54b3b48d05,5bd399d4e4,Brass,Nickel,0,1,83
5bd3,54b3,5bd399d4e4,54b3b48d05,Nickel,Brass,0,1,30
54b3,e71c,54b3b48d05,e71cf87e3f,Brass,Nickel,0,1,83
e71c,54b3,e71cf87e3f,54b3b48d05,Nickel,Brass,0,1,27
54b3,405e,54b3b48d05,405e6fb3cc,Brass,Nickel,0,2,83
405e,54b3,405e6fb3cc,54b3b48d05,Nickel,Brass,0,1,24
54b3,9832,54b3b48d05,9832ccda19,Brass,Nickel,0,1,83
9832,54b3,9832ccda19,54b3b48d05,Nickel,Brass,0,1,32
54b3,fd7f,54b3b48d05,fd7f2ac2e6,Brass,Nickel,0,1,83
fd7f,54b3,fd7f2ac2e6,54b3b48d05,Nickel,Brass,0,1,28
54b3,7eb7,54b3b48d05,7eb73b69a2,Brass,Nickel,0,2,83
7eb7,54b3,7eb73b69a2,54b3b48d05,Nickel,Brass,0,1,16
54b3,452f,54b3b48d05,452fe434c6,Brass,Brass,0,1,83
452f,54b3,452fe434c6,54b3b48d05,Brass,Brass,0,1,30
54b3,afed,54b3b48d05,afed40ee94,Brass,Nickel,0,1,83
afed,54b3,afed40ee94,54b3b48d05,Nickel,Brass,0,1,30
54b3,0927,54b3b48d05,092733cb5a,Brass,Nickel,0,2,83
0927,54b3,092733cb5a,54b3b48d05,Nickel,Brass,0,1,30
54b3,1a03,54b3b48d05,1a032b03d2,Brass,Nickel,0,1,83
1a03,54b3,1a032b03d2,54b3b48d05,Nickel,Brass,0,1,25
54b3,80bc,54b3b48d05,80bcb3c703,Brass,Nickel,0,1,83
80bc,54b3,80bcb3c703,54b3b48d05,Nickel,Brass,0,1,30
54b3,2068,54b3b48d05,20687884b3,Brass,Nickel,0,2,83
2068,54b3,20687884b3,54b3b48d05,Nickel,Brass,0,0,30
54b3,934c,54b3b48d05,934c7e7ee4,Brass,Nickel,0,1,83
934c,54b3,934c7e7ee4,54b3b48d05,Nickel,Brass,0,1,27
54b3,0dd2,54b3b48d05,0dd2c0579c,Brass,Nickel,0,1,83
0dd2,54b3,0dd2c0579c,54b3b48d05,Nickel,Brass,0,0,24
54b3,dc70,54b3b48d05,dc7048e78d,Brass,Brass,0,1,83
dc70,54b3,dc7048e78d,54b3b48d05,Brass,Brass,0,0,29
54b3,85f0,54b3b48d05,85f0782ccf,Brass,Nickel,0,1,83
85f0,54b3,85f0782ccf,54b3b48d05,Nickel,Brass,0,1,31
54b3,cf64,54b3b48d05,cf64a06a77,Brass,Nickel,0,1,83
cf64,54b3,cf64a06a77,54b3b48d05,Nickel,Brass,0,1,31
54b3,55fd,54b3b48d05,55fd02a3a3,Brass,Nickel,0,1,83
55fd,54b3,55fd02a3a3,54b3b48d05,Nickel,Brass,0,1,30
54b3,013b,54b3b48d05,013b07f331,Brass,Nickel,0,1,83
013b,54b3,013b07f331,54b3b48d05,Nickel,Brass,0,0,30
54b3,a987,54b3b48d05,a987dc8828,Brass,Nickel,0,1,83
a987,54b3,a987dc8828,54b3b48d05,Nickel,Brass,0,1,22
54b3,3919,54b3b48d05,39199f2515,Brass,Nickel,0,1,83
3919,54b3,39199f2515,54b3b48d05,Nickel,Brass,0,1,24
54b3,ea52,54b3b48d05,ea52448b24,Brass,Brass,0,1,83
ea52,54b3,ea52448b24,54b3b48d05,Brass,Brass,0,1,20
54b3,e276,54b3b48d05,e276fdcf6d,Brass,Brass,0,1,83
e276,54b3,e276fdcf6d,54b3b48d05,Brass,Brass,0,0,16
54b3,674b,54b3b48d05,674b436f3a,Brass,Nickel,0,1,83
674b,54b3,674b436f3a,54b3b48d05,Nickel,Brass,0,1,21
54b3,1a77,54b3b48d05,1a77ba21c8,Brass,Brass,0,2,83
1a77,54b3,1a77ba21c8,54b3b48d05,Brass,Brass,0,0,19
54b3,f32a,54b3b48d05,f32a57a32f,Brass,Nickel,0,2,83
f32a,54b3,f32a57a32f,54b3b48d05,Nickel,Brass,0,0,15
54b3,1dce,54b3b48d05,1dcecfe7ef,Brass,Nickel,0,2,83
1dce,54b3,1dcecfe7ef,54b3b48d05,Nickel,Brass,0,1,18
54b3,e1d1,54b3b48d05,e1d10c4c9a,Brass,Brass,0,1,83
e1d1,54b3,e1d10c4c9a,54b3b48d05,Brass,Brass,0,2,21
54b3,5d57,54b3b48d05,5d578deaca,Brass,Nickel,0,2,83
5d57,54b3,5d578deaca,54b3b48d05,Nickel,Brass,0,0,23
54b3,bd9b,54b3b48d05,bd9ba9bfd9,Brass,Nickel,0,1,83
bd9b,54b3,bd9ba9bfd9,54b3b48d05,Nickel,Brass,0,1,30
54b3,969d,54b3b48d05,969de41074,Brass,Nickel,0,1,83
969d,54b3,969de41074,54b3b48d05,Nickel,Brass,0,1,18
54b3,f8a1,54b3b48d05,f8a165aa6d,Brass,Nickel,0,1,83
f8a1,54b3,f8a165aa6d,54b3b48d05,Nickel,Brass,0,0,25
54b3,5869,54b3b48d05,58690e69c3,Brass,Brass,0,1,83
5869,54b3,58690e69c3,54b3b48d05,Brass,Brass,0,1,22
54b3,419d,54b3b48d05,419d3b7b8b,Brass,Brass,0,1,83
419d,54b3,419d3b7b8b,54b3b48d05,Brass,Brass,0,1,18
54b3,24f6,54b3b48d05,24f6dbda7e,Brass,Nickel,0,1,83
24f6,54b3,24f6dbda7e,54b3b48d05,Nickel,Brass,0,0,26
54b3,e67e,54b3b48d05,e67eb5a673,Brass,Nickel,0,1,83
e67e,54b3,e67eb5a673,54b3b48d05,Nickel,Brass,0,0,25
54b3,6166,54b3b48d05,61668d1fb7,Brass,Brass,0,1,83
6166,54b3,61668d1fb7,54b3b48d05,Brass,Brass,0,0,20
54b3,5f8c,54b3b48d05,5f8cdc8a2c,Brass,Brass,0,1,83
5f8c,54b3,5f8cdc8a2c,54b3b48d05,Brass,Brass,0,0,22
54b3,328b,54b3b48d05,328b732c85,Brass,Brass,0,1,83
328b,54b3,328b732c85,54b3b48d05,Brass,Brass,0,1,18
54b3,a98a,54b3b48d05,a98af1afc1,Brass,Nickel,0,2,83
a98a,54b3,a98af1afc1,54b3b48d05,Nickel,Brass,0,1,30
54b3,bbc3,54b3b48d05,bbc3c2b96b,Brass,Nickel,0,1,83
bbc3,54b3,bbc3c2b96b,54b3b48d05,Nickel,Brass,0,1,26
54b3,d6a2,54b3b48d05,d6a27920cc,Brass,Nickel,0,1,83
d6a2,54b3,d6a27920cc,54b3b48d05,Nickel,Brass,0,1,28
54b3,8c30,54b3b48d05,8c30b73ef2,Brass,Brass,0,2,83
8c30,54b3,8c30b73ef2,54b3b48d05,Brass,Brass,0,0,16
54b3,c28d,54b3b48d05,c28d051c91,Brass,Nickel,0,1,83
c28d,54b3,c28d051c91,54b3b48d05,Nickel,Brass,0,1,19
54b3,1a06,54b3b48d05,1a06517ab5,Brass,Brass,0,1,83
1a06,54b3,1a06517ab5,54b3b48d05,Brass,Brass,0,1,22
54b3,d632,54b3b48d05,d632324bc2,Brass,Brass,0,1,83
d632,54b3,d632324bc2,54b3b48d05,Brass,Brass,0,1,19
54b3,0ae9,54b3b48d05,0ae9089aac,Brass,Nickel,0,1,83
0ae9,54b3,0ae9089aac,54b3b48d05,Nickel,Brass,0,0,37
54b3,c8cf,54b3b48d05,c8cf7b0a72,Brass,Nickel,0,1,83
c8cf,54b3,c8cf7b0a72,54b3b48d05,Nickel,Brass,0,1,23
54b3,3cb9,54b3b48d05,3cb96b1795,Brass,Brass,0,1,83
3cb9,54b3,3cb96b1795,54b3b48d05,Brass,Brass,0,0,22
54b3,5124,54b3b48d05,5124e63bf7,Brass,Nickel,0,1,83
5124,54b3,5124e63bf7,54b3b48d05,Nickel,Brass,0,1,29
54b3,738f,54b3b48d05,738f1f49ca,Brass,Nickel,0,1,83
738f,54b3,738f1f49ca,54b3b48d05,Nickel,Brass,0,1,20
54b3,f7d1,54b3b48d05,f7d102c093,Brass,Nickel,0,2,83
f7d1,54b3,f7d102c093,54b3b48d05,Nickel,Brass,0,1,26
54b3,b183,54b3b48d05,b183ad90fd,Brass,Brass,0,2,83
b183,54b3,b183ad90fd,54b3b48d05,Brass,Brass,0,1,18
54b3,7b55,54b3b48d05,7b5563a5da,Brass,Brass,0,1,83
7b55,54b3,7b5563a5da,54b3b48d05,Brass,Brass,0,1,21
54b3,bf39,54b3b48d05,bf39a74355,Brass,Nickel,0,1,83
bf39,54b3,bf39a74355,54b3b48d05,Nickel,Brass,0,1,32
54b3,9668,54b3b48d05,96682fe629,Brass,Nickel,0,1,83
9668,54b3,96682fe629,54b3b48d05,Nickel,Brass,0,1,30
54b3,63e2,54b3b48d05,63e2a29286,Brass,Nickel,0,1,83
63e2,54b3,63e2a29286,54b3b48d05,Nickel,Brass,0,1,25
54b3,4604,54b3b48d05,4604a209c8,Brass,Nickel,0,2,83
4604,54b3,4604a209c8,54b3b48d05,Nickel,Brass,0,1,26
e2e1,5b9f,e2e185abaa,5b9fc8e48f,Brass,Brass,0,4,79
5b9f,e2e1,5b9fc8e48f,e2e185abaa,Brass,Brass,0,4,81
e2e1,3d1f,e2e185abaa,3d1fd39982,Brass,Steel,0,2,79
3d1f,e2e1,3d1fd39982,e2e185abaa,Steel,Brass,0,2,66
e2e1,92c7,e2e185abaa,92c70fe3b7,Brass,Brass,0,2,79
92c7,e2e1,92c70fe3b7,e2e185abaa,Brass,Brass,0,2,83
e2e1,4a46,e2e185abaa,4a46232b29,Brass,Brass,0,2,79
4a46,e2e1,4a46232b29,e2e185abaa,Brass,Brass,0,3,58
e2e1,5eb2,e2e185abaa,5eb26faa84,Brass,Brass,0,2,79
5eb2,e2e1,5eb26faa84,e2e185abaa,Brass,Brass,0,3,75
e2e1,d3ad,e2e185abaa,d3adfff3b8,Brass,Brass,0,1,79
d3ad,e2e1,d3adfff3b8,e2e185abaa,Brass,Brass,0,2,86
e2e1,fad5,e2e185abaa,fad5b75288,Brass,Brass,0,1,79
fad5,e2e1,fad5b75288,e2e185abaa,Brass,Brass,0,1,55
e2e1,e2a9,e2e185abaa,e2a95bf1f1,Brass,Brass,0,2,79
e2a9,e2e1,e2a95bf1f1,e2e185abaa,Brass,Brass,0,1,82
e2e1,42e1,e2e185abaa,42e1f45c91,Brass,Brass,0,4,79
42e1,e2e1,42e1f45c91,e2e185abaa,Brass,Brass,0,2,78
e2e1,903c,e2e185abaa,903c05e18c,Brass,Nickel,0,4,79
903c,e2e1,903c05e18c,e2e185abaa,Nickel,Brass,0,4,83
e2e1,fd58,e2e185abaa,fd58445c04,Brass,Brass,0,2,79
fd58,e2e1,fd58445c04,e2e185abaa,Brass,Brass,0,2,74
e2e1,22d9,e2e185abaa,22d9b6e193,Brass,Brass,0,1,79
22d9,e2e1,22d9b6e193,e2e185abaa,Brass,Brass,0,1,58
e2e1,7398,e2e185abaa,73987ddd85,Brass,Nickel,0,4,79
7398,e2e1,73987ddd85,e2e185abaa,Nickel,Brass,0,3,83
e2e1,7545,e2e185abaa,7545c4866d,Brass,Brass,0,1,79
7545,e2e1,7545c4866d,e2e185abaa,Brass,Brass,0,1,47
e2e1,e625,e2e185abaa,e625ebb890,Brass,Brass,0,1,79
e625,e2e1,e625ebb890,e2e185abaa,Brass,Brass,0,2,64
e2e1,a3d4,e2e185abaa,a3d496b0a6,Brass,Brass,0,3,79
a3d4,e2e1,a3d496b0a6,e2e185abaa,Brass,Brass,0,3,81
e2e1,7387,e2e185abaa,73874b420d,Brass,Brass,0,3,79
7387,e2e1,73874b420d,e2e185abaa,Brass,Brass,0,2,84
e2e1,4da0,e2e185abaa,4da0c94dea,Brass,Brass,0,4,79
4da0,e2e1,4da0c94dea,e2e185abaa,Brass,Brass,0,3,80
e2e1,7c68,e2e185abaa,7c688a3b8a,Brass,Brass,0,2,79
7c68,e2e1,7c688a3b8a,e2e185abaa,Brass,Brass,0,2,72
e2e1,a0ee,e2e185abaa,a0eeaed1b6,Brass,Brass,0,2,79
a0ee,e2e1,a0eeaed1b6,e2e185abaa,Brass,Brass,0,1,58
e2e1,c68e,e2e185abaa,c68e6ca665,Brass,Brass,0,2,79
c68e,e2e1,c68e6ca665,e2e185abaa,Brass,Brass,0,2,75
e2e1,77fb,e2e185abaa,77fb3cb91a,Brass,Brass,0,1,79
77fb,e2e1,77fb3cb91a,e2e185abaa,Brass,Brass,0,2,73
e2e1,416e,e2e185abaa,416eee8042,Brass,Brass,0,2,79
416e,e2e1,416eee8042,e2e185abaa,Brass,Brass,0,2,88
e2e1,e5bf,e2e185abaa,e5bf6d1345,Brass,Steel,0,2,79
e5bf,e2e1,e5bf6d1345,e2e185abaa,Steel,Brass,0,2,72
e2e1,7dcd,e2e185abaa,7dcda8c797,Brass,Steel,0,2,79
7dcd,e2e1,7dcda8c797,e2e185abaa,Steel,Brass,0,2,72
e2e1,41e9,e2e185abaa,41e9b00cd6,Brass,Brass,0,2,79
41e9,e2e1,41e9b00cd6,e2e185abaa,Brass,Brass,0,2,68
e2e1,f1e9,e2e185abaa,f1e98e4af6,Brass,Brass,0,2,79
f1e9,e2e1,f1e98e4af6,e2e185abaa,Brass,Brass,0,2,83
e2e1,2802,e2e185abaa,2802b7bac9,Brass,Brass,0,2,79
2802,e2e1,2802b7bac9,e2e185abaa,Brass,Brass,0,1,54
e2e1,3760,e2e185abaa,3760242a91,Brass,Brass,0,2,79
3760,e2e1,3760242a91,e2e185abaa,Brass,Brass,0,1,84
e2e1,2dbc,e2e185abaa,2dbcc740d7,Brass,Brass,0,1,79
2dbc,e2e1,2dbcc740d7,e2e185abaa,Brass,Brass,0,1,39
e2e1,0de7,e2e185abaa,0de7ee9123,Brass,Brass,0,3,79
0de7,e2e1,0de7ee9123,e2e185abaa,Brass,Brass,0,2,72
e2e1,10aa,e2e185abaa,10aa414952,Brass,Brass,0,3,79
10aa,e2e1,10aa414952,e2e185abaa,Brass,Brass,0,3,81
e2e1,ae9b,e2e185abaa,ae9b0acf0b,Brass,Nickel,0,1,79
ae9b,e2e1,ae9b0acf0b,e2e185abaa,Nickel,Brass,0,0,16
e2e1,e947,e2e185abaa,e947234b60,Brass,Nickel,0,1,79
e947,e2e1,e947234b60,e2e185abaa,Nickel,Brass,0,1,26
e2e1,cc6c,e2e185abaa,cc6c455419,Brass,Brass,0,1,79
cc6c,e2e1,cc6c455419,e2e185abaa,Brass,Brass,0,0,14
e2e1,7204,e2e185abaa,7204a1feeb,Brass,Brass,0,2,79
7204,e2e1,7204a1feeb,e2e185abaa,Brass,Brass,0,1,20
e2e1,867e,e2e185abaa,867e742682,Brass,Nickel,0,1,79
867e,e2e1,867e742682,e2e185abaa,Nickel,Brass,0,1,26
e2e1,ff11,e2e185abaa,ff11e3e39e,Brass,Nickel,0,1,79
ff11,e2e1,ff11e3e39e,e2e185abaa,Nickel,Brass,0,1,26
e2e1,1be7,e2e185abaa,1be78463d7,Brass,Brass,0,1,79
1be7,e2e1,1be78463d7,e2e185abaa,Brass,Brass,0,0,20
e2e1,744a,e2e185abaa,744a7e7690,Brass,Nickel,0,1,79
744a,e2e1,744a7e7690,e2e185abaa,Nickel,Brass,0,0,21
e2e1,1ed3,e2e185abaa,1ed3442cfa,Brass,Nickel,0,1,79
1ed3,e2e1,1ed3442cfa,e2e185abaa,Nickel,Brass,0,1,18
e2e1,93f6,e2e185abaa,93f6afc25d,Brass,Nickel,0,1,79
93f6,e2e1,93f6afc25d,e2e185abaa,Nickel,Brass,0,1,28
e2e1,2753,e2e185abaa,275310424a,Brass,Brass,0,1,79
2753,e2e1,275310424a,e2e185abaa,Brass,Brass,0,1,21
e2e1,27c4,e2e185abaa,27c44d34a4,Brass,Brass,0,1,79
27c4,e2e1,27c44d34a4,e2e185abaa,Brass,Brass,0,1,20
e2e1,41f1,e2e185abaa,41f1030655,Brass,Nickel,0,1,79
41f1,e2e1,41f1030655,e2e185abaa,Nickel,Brass,0,1,24
e2e1,d00b,e2e185abaa,d00bf582d1,Brass,Brass,0,2,79
d00b,e2e1,d00bf582d1,e2e185abaa,Brass,Brass,0,0,16
e2e1,9f5c,e2e185abaa,9f5cee2a11,Brass,Nickel,0,2,79
9f5c,e2e1,9f5cee2a11,e2e185abaa,Nickel,Brass,0,1,25
e2e1,b4f6,e2e185abaa,b4f6763191,Brass,Nickel,0,1,79
b4f6,e2e1,b4f6763191,e2e185abaa,Nickel,Brass,0,0,21
e2e1,eb19,e2e185abaa,eb19c4c309,Brass,Nickel,0,1,79
eb19,e2e1,eb19c4c309,e2e185abaa,Nickel,Brass,0,1,23
e2e1,3c68,e2e185abaa,3c6819beb9,Brass,Brass,0,2,79
3c68,e2e1,3c6819beb9,e2e185abaa,Brass,Brass,0,0,16
e2e1,88c2,e2e185abaa,88c293654f,Brass,Nickel,0,1,79
88c2,e2e1,88c293654f,e2e185abaa,Nickel,Brass,0,1,28
e2e1,d507,e2e185abaa,d5070cee0f,Brass,Nickel,0,2,79
d507,e2e1,d5070cee0f,e2e185abaa,Nickel,Brass,0,1,26
e2e1,27c0,e2e185abaa,27c03bf211,Brass,Nickel,0,2,79
27c0,e2e1,27c03bf211,e2e185abaa,Nickel,Brass,0,1,26
e2e1,a80b,e2e185abaa,a80b46b6d1,Brass,Brass,0,1,79
a80b,e2e1,a80b46b6d1,e2e185abaa,Brass,Brass,0,1,23
e2e1,8197,e2e185abaa,8197f401c9,Brass,Nickel,0,1,79
8197,e2e1,8197f401c9,e2e185abaa,Nickel,Brass,0,1,23
e2e1,bf77,e2e185abaa,bf77a5ca9b,Brass,Brass,0,2,79
bf77,e2e1,bf77a5ca9b,e2e185abaa,Brass,Brass,0,0,23
e2e1,a3b1,e2e185abaa,a3b1085bea,Brass,Brass,0,1,79
a3b1,e2e1,a3b1085bea,e2e185abaa,Brass,Brass,0,1,18
e2e1,803e,e2e185abaa,803e2e304c,Brass,Nickel,0,1,79
803e,e2e1,803e2e304c,e2e185abaa,Nickel,Brass,0,1,26
e2e1,5187,e2e185abaa,5187134316,Brass,Brass,0,1,79
5187,e2e1,5187134316,e2e185abaa,Brass,Brass,0,0,26
e2e1,81a5,e2e185abaa,81a541161d,Brass,Brass,0,1,79
81a5,e2e1,81a541161d,e2e185abaa,Brass,Brass,0,0,23
e2e1,6e46,e2e185abaa,6e46d2b898,Brass,Brass,0,1,79
6e46,e2e1,6e46d2b898,e2e185abaa,Brass,Brass,0,1,11
e2e1,db48,e2e185abaa,db4804f266,Brass,Nickel,0,1,79
db48,e2e1,db4804f266,e2e185abaa,Nickel,Brass,0,1,23
e2e1,a54c,e2e185abaa,a54ce43a84,Brass,Nickel,0,1,79
a54c,e2e1,a54ce43a84,e2e185abaa,Nickel,Brass,0,1,23
e2e1,0db0,e2e185abaa,0db08b7f9e,Brass,Nickel,0,1,79
0db0,e2e1,0db08b7f9e,e2e185abaa,Nickel,Brass,0,1,20
e2e1,9c65,e2e185abaa,9c6504e345,Brass,Brass,0,1,79
9c65,e2e1,9c6504e345,e2e185abaa,Brass,Brass,0,1,24
e2e1,3443,e2e185abaa,3443ea5ba5,Brass,Brass,0,1,79
3443,e2e1,3443ea5ba5,e2e185abaa,Brass,Brass,0,1,30
e2e1,1f25,e2e185abaa,1f2544214d,Brass,Nickel,0,1,79
1f25,e2e1,1f2544214d,e2e185abaa,Nickel,Brass,0,0,26
e2e1,0e45,e2e185abaa,0e45ff7118,Brass,Brass,0,1,79
0e45,e2e1,0e45ff7118,e2e185abaa,Brass,Brass,0,1,16
e2e1,c208,e2e185abaa,c2081b71be,Brass,Nickel,0,1,79
c208,e2e1,c2081b71be,e2e185abaa,Nickel,Brass,0,1,21
e2e1,4e01,e2e185abaa,4e0193ff9e,Brass,Nickel,0,1,79
4e01,e2e1,4e0193ff9e,e2e185abaa,Nickel,Brass,0,1,27
e2e1,2d95,e2e185abaa,2d95605114,Brass,Brass,0,1,79
2d95,e2e1,2d95605114,e2e185abaa,Brass,Brass,0,1,43
e2e1,8410,e2e185abaa,84106ae247,Brass,Nickel,0,1,79
8410,e2e1,84106ae247,e2e185abaa,Nickel,Brass,0,2,48
e2e1,eb35,e2e185abaa,eb358a4d60,Brass,Brass,0,1,79
eb35,e2e1,eb358a4d60,e2e185abaa,Brass,Brass,0,1,28
e2e1,dc44,e2e185abaa,dc441ada9f,Brass,Nickel,0,1,79
dc44,e2e1,dc441ada9f,e2e185abaa,Nickel,Brass,0,1,50
e2e1,5d25,e2e185abaa,5d25cd3446,Brass,Nickel,0,1,79
5d25,e2e1,5d25cd3446,e2e185abaa,Nickel,Brass,0,2,34
e2e1,5b23,e2e185abaa,5b23b59131,Brass,Brass,0,1,79
5b23,e2e1,5b23b59131,e2e185abaa,Brass,Brass,0,2,44
e2e1,a672,e2e185abaa,a672c8a1fa,Brass,Brass,0,2,79
a672,e2e1,a672c8a1fa,e2e185abaa,Brass,Brass,0,1,34
e2e1,2479,e2e185abaa,247918f662,Brass,Nickel,0,2,79
2479,e2e1,247918f662,e2e185abaa,Nickel,Brass,0,1,44
e2e1,5535,e2e185abaa,55353f0163,Brass,Nickel,0,1,79
5535,e2e1,55353f0163,e2e185abaa,Nickel,Brass,0,2,56
e2e1,0294,e2e185abaa,02947d29e4,Brass,Nickel,0,1,79
0294,e2e1,02947d29e4,e2e185abaa,Nickel,Brass,0,1,31
e2e1,e86c,e2e185abaa,e86c75e79f,Brass,Nickel,0,1,79
e86c,e2e1,e86c75e79f,e2e185abaa,Nickel,Brass,0,1,30
e2e1,b3ac,e2e185abaa,b3ac369bf4,Brass,Nickel,0,1,79
b3ac,e2e1,b3ac369bf4,e2e185abaa,Nickel,Brass,0,2,31
e2e1,486a,e2e185abaa,486a559005,Brass,Brass,0,1,79
486a,e2e1,486a559005,e2e185abaa,Brass,Brass,0,1,27
e2e1,c720,e2e185abaa,c720426380,Brass,Nickel,0,1,79
c720,e2e1,c720426380,e2e185abaa,Nickel,Brass,0,1,33
e2e1,e94f,e2e185abaa,e94f036fc5,Brass,Nickel,0,1,79
e94f,e2e1,e94f036fc5,e2e185abaa,Nickel,Brass,0,2,30
e2e1,76bc,e2e185abaa,76bc55555d,Brass,Nickel,0,1,79
76bc,e2e1,76bc55555d,e2e185abaa,Nickel,Brass,0,1,37
e2e1,fc45,e2e185abaa,fc45467ffe,Brass,Nickel,0,1,79
fc45,e2e1,fc45467ffe,e2e185abaa,Nickel,Brass,0,1,30
e2e1,75bf,e2e185abaa,75bfb64db5,Brass,Nickel,0,1,79
75bf,e2e1,75bfb64db5,e2e185abaa,Nickel,Brass,0,1,37
e2e1,3762,e2e185abaa,376243150e,Brass,Nickel,0,1,79
3762,e2e1,376243150e,e2e185abaa,Nickel,Brass,0,1,32
e2e1,38ef,e2e185abaa,38ef822a2c,Brass,Nickel,0,1,79
38ef,e2e1,38ef822a2c,e2e185abaa,Nickel,Brass,0,1,20
e2e1,c19c,e2e185abaa,c19c27cb07,Brass,Nickel,0,1,79
c19c,e2e1,c19c27cb07,e2e185abaa,Nickel,Brass,0,1,23
e2e1,ebeb,e2e185abaa,ebeb95ffcb,Brass,Nickel,0,2,79
ebeb,e2e1,ebeb95ffcb,e2e185abaa,Nickel,Brass,0,1,26
e2e1,054f,e2e185abaa,054ff5af96,Brass,Nickel,0,1,79
054f,e2e1,054ff5af96,e2e185abaa,Nickel,Brass,0,1,30
e2e1,47e4,e2e185abaa,47e4c51fd8,Brass,Nickel,0,1,79
47e4,e2e1,47e4c51fd8,e2e185abaa,Nickel,Brass,0,1,31
e2e1,f153,e2e185abaa,f15352c9a3,Brass,Nickel,0,1,79
f153,e2e1,f15352c9a3,e2e185abaa,Nickel,Brass,0,1,24
e2e1,9086,e2e185abaa,9086d2ca3d,Brass,Nickel,0,1,79
9086,e2e1,9086d2ca3d,e2e185abaa,Nickel,Brass,0,1,28
e2e1,d0c4,e2e185abaa,d0c419dc2a,Brass,Nickel,0,1,79
d0c4,e2e1,d0c419dc2a,e2e185abaa,Nickel,Brass,0,1,28
e2e1,5bd3,e2e185abaa,5bd399d4e4,Brass,Nickel,0,1,79
5bd3,e2e1,5bd399d4e4,e2e185abaa,Nickel,Brass,0,1,30
e2e1,e71c,e2e185abaa,e71cf87e3f,Brass,Nickel,0,1,79
e71c,e2e1,e71cf87e3f,e2e185abaa,Nickel,Brass,0,1,27
e2e1,405e,e2e185abaa,405e6fb3cc,Brass,Nickel,0,1,79
405e,e2e1,405e6fb3cc,e2e185abaa,Nickel,Brass,0,1,24
e2e1,9832,e2e185abaa,9832ccda19,Brass,Nickel,0,1,79
