Type1,Type2,Weapon1,Weapon2,Material1,Material2,Hypothesis,Matching Cells,Total Cells
0927,0e45,092733cb5a,0e45ff7118,Nickel,Brass,0,1,30
0e45,1a03,0e45ff7118,1a032b03d2,Brass,Nickel,0,1,16
1a03,0e45,1a032b03d2,0e45ff7118,Nickel,Brass,0,1,25
0e45,80bc,0e45ff7118,80bcb3c703,Brass,Nickel,0,1,16
80bc,0e45,80bcb3c703,0e45ff7118,Nickel,Brass,0,1,30
0e45,2068,0e45ff7118,20687884b3,Brass,Nickel,0,1,16
2068,0e45,20687884b3,0e45ff7118,Nickel,Brass,0,2,30
0e45,934c,0e45ff7118,934c7e7ee4,Brass,Nickel,0,1,16
934c,0e45,934c7e7ee4,0e45ff7118,Nickel,Brass,0,1,27
0e45,0dd2,0e45ff7118,0dd2c0579c,Brass,Nickel,0,0,16
0dd2,0e45,0dd2c0579c,0e45ff7118,Nickel,Brass,0,1,24
0e45,dc70,0e45ff7118,dc7048e78d,Brass,Brass,0,0,16
dc70,0e45,dc7048e78d,0e45ff7118,Brass,Brass,0,1,29
0e45,85f0,0e45ff7118,85f0782ccf,Brass,Nickel,0,1,16
85f0,0e45,85f0782ccf,0e45ff7118,Nickel,Brass,0,2,31
0e45,cf64,0e45ff7118,cf64a06a77,Brass,Nickel,0,0,16
cf64,0e45,cf64a06a77,0e45ff7118,Nickel,Brass,0,1,31
0e45,55fd,0e45ff7118,55fd02a3a3,Brass,Nickel,0,1,16
55fd,0e45,55fd02a3a3,0e45ff7118,Nickel,Brass,0,1,30
0e45,013b,0e45ff7118,013b07f331,Brass,Nickel,0,1,16
013b,0e45,013b07f331,0e45ff7118,Nickel,Brass,0,1,30
0e45,a987,0e45ff7118,a987dc8828,Brass,Nickel,0,0,16
a987,0e45,a987dc8828,0e45ff7118,Nickel,Brass,0,2,22
0e45,3919,0e45ff7118,39199f2515,Brass,Nickel,0,0,16
3919,0e45,39199f2515,0e45ff7118,Nickel,Brass,0,1,24
0e45,ea52,0e45ff7118,ea52448b24,Brass,Brass,0,0,16
ea52,0e45,ea52448b24,0e45ff7118,Brass,Brass,0,0,20
0e45,e276,0e45ff7118,e276fdcf6d,Brass,Brass,0,0,16
e276,0e45,e276fdcf6d,0e45ff7118,Brass,Brass,0,0,16
0e45,674b,0e45ff7118,674b436f3a,Brass,Nickel,0,1,16
674b,0e45,674b436f3a,0e45ff7118,Nickel,Brass,0,0,21
0e45,1a77,0e45ff7118,1a77ba21c8,Brass,Brass,0,0,16
1a77,0e45,1a77ba21c8,0e45ff7118,Brass,Brass,0,1,19
0e45,f32a,0e45ff7118,f32a57a32f,Brass,Nickel,0,0,16
f32a,0e45,f32a57a32f,0e45ff7118,Nickel,Brass,0,1,15
0e45,1dce,0e45ff7118,1dcecfe7ef,Brass,Nickel,0,0,16
1dce,0e45,1dcecfe7ef,0e45ff7118,Nickel,Brass,0,1,18
0e45,e1d1,0e45ff7118,e1d10c4c9a,Brass,Brass,0,2,16
e1d1,0e45,e1d10c4c9a,0e45ff7118,Brass,Brass,0,0,21
0e45,5d57,0e45ff7118,5d578deaca,Brass,Nickel,0,1,16
5d57,0e45,5d578deaca,0e45ff7118,Nickel,Brass,0,2,23
0e45,bd9b,0e45ff7118,bd9ba9bfd9,Brass,Nickel,0,1,16
bd9b,0e45,bd9ba9bfd9,0e45ff7118,Nickel,Brass,0,1,30
0e45,969d,0e45ff7118,969de41074,Brass,Nickel,0,0,16
969d,0e45,969de41074,0e45ff7118,Nickel,Brass,0,1,18
0e45,f8a1,0e45ff7118,f8a165aa6d,Brass,Nickel,0,0,16
f8a1,0e45,f8a165aa6d,0e45ff7118,Nickel,Brass,0,1,25
0e45,5869,0e45ff7118,58690e69c3,Brass,Brass,0,1,16
5869,0e45,58690e69c3,0e45ff7118,Brass,Brass,0,1,22
0e45,419d,0e45ff7118,419d3b7b8b,Brass,Brass,0,0,16
419d,0e45,419d3b7b8b,0e45ff7118,Brass,Brass,0,0,18
0e45,24f6,0e45ff7118,24f6dbda7e,Brass,Nickel,0,1,16
24f6,0e45,24f6dbda7e,0e45ff7118,Nickel,Brass,0,2,26
0e45,e67e,0e45ff7118,e67eb5a673,Brass,Nickel,0,0,16
e67e,0e45,e67eb5a673,0e45ff7118,Nickel,Brass,0,1,25
0e45,6166,0e45ff7118,61668d1fb7,Brass,Brass,0,2,16
6166,0e45,61668d1fb7,0e45ff7118,Brass,Brass,0,0,20
0e45,5f8c,0e45ff7118,5f8cdc8a2c,Brass,Brass,0,0,16
5f8c,0e45,5f8cdc8a2c,0e45ff7118,Brass,Brass,0,1,22
0e45,328b,0e45ff7118,328b732c85,Brass,Brass,0,1,16
328b,0e45,328b732c85,0e45ff7118,Brass,Brass,0,1,18
0e45,a98a,0e45ff7118,a98af1afc1,Brass,Nickel,0,1,16
a98a,0e45,a98af1afc1,0e45ff7118,Nickel,Brass,0,1,30
0e45,bbc3,0e45ff7118,bbc3c2b96b,Brass,Nickel,0,0,16
bbc3,0e45,bbc3c2b96b,0e45ff7118,Nickel,Brass,0,1,26
0e45,d6a2,0e45ff7118,d6a27920cc,Brass,Nickel,0,1,16
d6a2,0e45,d6a27920cc,0e45ff7118,Nickel,Brass,0,1,28
0e45,8c30,0e45ff7118,8c30b73ef2,Brass,Brass,0,1,16
8c30,0e45,8c30b73ef2,0e45ff7118,Brass,Brass,0,1,16
0e45,c28d,0e45ff7118,c28d051c91,Brass,Nickel,0,1,16
c28d,0e45,c28d051c91,0e45ff7118,Nickel,Brass,0,0,19
0e45,1a06,0e45ff7118,1a06517ab5,Brass,Brass,0,0,16
1a06,0e45,1a06517ab5,0e45ff7118,Brass,Brass,0,1,22
0e45,d632,0e45ff7118,d632324bc2,Brass,Brass,0,1,16
d632,0e45,d632324bc2,0e45ff7118,Brass,Brass,0,1,19
0e45,0ae9,0e45ff7118,0ae9089aac,Brass,Nickel,0,2,16
0ae9,0e45,0ae9089aac,0e45ff7118,Nickel,Brass,0,1,37
0e45,c8cf,0e45ff7118,c8cf7b0a72,Brass,Nickel,0,0,16
c8cf,0e45,c8cf7b0a72,0e45ff7118,Nickel,Brass,0,0,23
0e45,3cb9,0e45ff7118,3cb96b1795,Brass,Brass,0,1,16
3cb9,0e45,3cb96b1795,0e45ff7118,Brass,Brass,0,0,22
0e45,5124,0e45ff7118,5124e63bf7,Brass,Nickel,0,1,16
5124,0e45,5124e63bf7,0e45ff7118,Nickel,Brass,0,1,29
0e45,738f,0e45ff7118,738f1f49ca,Brass,Nickel,0,0,16
738f,0e45,738f1f49ca,0e45ff7118,Nickel,Brass,0,1,20
0e45,f7d1,0e45ff7118,f7d102c093,Brass,Nickel,0,0,16
f7d1,0e45,f7d102c093,0e45ff7118,Nickel,Brass,0,1,26
0e45,b183,0e45ff7118,b183ad90fd,Brass,Brass,0,1,16
b183,0e45,b183ad90fd,0e45ff7118,Brass,Brass,0,1,18
0e45,7b55,0e45ff7118,7b5563a5da,Brass,Brass,0,1,16
7b55,0e45,7b5563a5da,0e45ff7118,Brass,Brass,0,1,21
0e45,bf39,0e45ff7118,bf39a74355,Brass,Nickel,0,1,16
bf39,0e45,bf39a74355,0e45ff7118,Nickel,Brass,0,1,32
0e45,9668,0e45ff7118,96682fe629,Brass,Nickel,0,1,16
9668,0e45,96682fe629,0e45ff7118,Nickel,Brass,0,2,30
0e45,63e2,0e45ff7118,63e2a29286,Brass,Nickel,0,1,16
63e2,0e45,63e2a29286,0e45ff7118,Nickel,Brass,0,1,25
0e45,4604,0e45ff7118,4604a209c8,Brass,Nickel,0,1,16
4604,0e45,4604a209c8,0e45ff7118,Nickel,Brass,0,2,26
c208,4e01,c2081b71be,4e0193ff9e,Nickel,Nickel,0,2,21
4e01,c208,4e0193ff9e,c2081b71be,Nickel,Nickel,0,1,27
c208,2d95,c2081b71be,2d95605114,Nickel,Brass,0,0,21
2d95,c208,2d95605114,c2081b71be,Brass,Nickel,0,1,43
c208,8410,c2081b71be,84106ae247,Nickel,Nickel,0,1,21
8410,c208,84106ae247,c2081b71be,Nickel,Nickel,0,1,48
c208,eb35,c2081b71be,eb358a4d60,Nickel,Brass,0,0,21
eb35,c208,eb358a4d60,c2081b71be,Brass,Nickel,0,1,28
c208,dc44,c2081b71be,dc441ada9f,Nickel,Nickel,0,1,21
dc44,c208,dc441ada9f,c2081b71be,Nickel,Nickel,0,1,50
c208,5d25,c2081b71be,5d25cd3446,Nickel,Nickel,0,1,21
5d25,c208,5d25cd3446,c2081b71be,Nickel,Nickel,0,1,34
c208,5b23,c2081b71be,5b23b59131,Nickel,Brass,0,1,21
5b23,c208,5b23b59131,c2081b71be,Brass,Nickel,0,1,44
c208,a672,c2081b71be,a672c8a1fa,Nickel,Brass,0,1,21
a672,c208,a672c8a1fa,c2081b71be,Brass,Nickel,0,1,34
c208,2479,c2081b71be,247918f662,Nickel,Nickel,0,1,21
2479,c208,247918f662,c2081b71be,Nickel,Nickel,0,1,44
c208,5535,c2081b71be,55353f0163,Nickel,Nickel,0,0,21
5535,c208,55353f0163,c2081b71be,Nickel,Nickel,0,1,56
c208,0294,c2081b71be,02947d29e4,Nickel,Nickel,0,1,21
0294,c208,02947d29e4,c2081b71be,Nickel,Nickel,0,2,31
c208,e86c,c2081b71be,e86c75e79f,Nickel,Nickel,0,1,21
e86c,c208,e86c75e79f,c2081b71be,Nickel,Nickel,0,1,30
c208,b3ac,c2081b71be,b3ac369bf4,Nickel,Nickel,0,2,21
b3ac,c208,b3ac369bf4,c2081b71be,Nickel,Nickel,0,2,31
c208,486a,c2081b71be,486a559005,Nickel,Brass,0,1,21
486a,c208,486a559005,c2081b71be,Brass,Nickel,0,1,27
c208,c720,c2081b71be,c720426380,Nickel,Nickel,0,0,21
c720,c208,c720426380,c2081b71be,Nickel,Nickel,0,1,33
c208,e94f,c2081b71be,e94f036fc5,Nickel,Nickel,0,0,21
e94f,c208,e94f036fc5,c2081b71be,Nickel,Nickel,0,1,30
c208,76bc,c2081b71be,76bc55555d,Nickel,Nickel,0,1,21
76bc,c208,76bc55555d,c2081b71be,Nickel,Nickel,0,2,37
c208,fc45,c2081b71be,fc45467ffe,Nickel,Nickel,0,1,21
fc45,c208,fc45467ffe,c2081b71be,Nickel,Nickel,0,1,30
c208,75bf,c2081b71be,75bfb64db5,Nickel,Nickel,0,1,21
75bf,c208,75bfb64db5,c2081b71be,Nickel,Nickel,0,1,37
c208,3762,c2081b71be,376243150e,Nickel,Nickel,0,0,21
3762,c208,376243150e,c2081b71be,Nickel,Nickel,0,1,32
c208,38ef,c2081b71be,38ef822a2c,Nickel,Nickel,0,0,21
38ef,c208,38ef822a2c,c2081b71be,Nickel,Nickel,0,1,20
c208,c19c,c2081b71be,c19c27cb07,Nickel,Nickel,0,2,21
c19c,c208,c19c27cb07,c2081b71be,Nickel,Nickel,0,1,23
c208,ebeb,c2081b71be,ebeb95ffcb,Nickel,Nickel,0,0,21
ebeb,c208,ebeb95ffcb,c2081b71be,Nickel,Nickel,0,1,26
c208,054f,c2081b71be,054ff5af96,Nickel,Nickel,0,1,21
054f,c208,054ff5af96,c2081b71be,Nickel,Nickel,0,1,30
c208,47e4,c2081b71be,47e4c51fd8,Nickel,Nickel,0,2,21
47e4,c208,47e4c51fd8,c2081b71be,Nickel,Nickel,0,2,31
c208,f153,c2081b71be,f15352c9a3,Nickel,Nickel,0,1,21
f153,c208,f15352c9a3,c2081b71be,Nickel,Nickel,0,1,24
c208,9086,c2081b71be,9086d2ca3d,Nickel,Nickel,0,1,21
9086,c208,9086d2ca3d,c2081b71be,Nickel,Nickel,0,1,28
c208,d0c4,c2081b71be,d0c419dc2a,Nickel,Nickel,0,1,21
d0c4,c208,d0c419dc2a,c2081b71be,Nickel,Nickel,0,1,28
c208,5bd3,c2081b71be,5bd399d4e4,Nickel,Nickel,0,0,21
5bd3,c208,5bd399d4e4,c2081b71be,Nickel,Nickel,0,1,30
c208,e71c,c2081b71be,e71cf87e3f,Nickel,Nickel,0,2,21
e71c,c208,e71cf87e3f,c2081b71be,Nickel,Nickel,0,1,27
c208,405e,c2081b71be,405e6fb3cc,Nickel,Nickel,0,1,21
405e,c208,405e6fb3cc,c2081b71be,Nickel,Nickel,0,1,24
c208,9832,c2081b71be,9832ccda19,Nickel,Nickel,0,2,21
9832,c208,9832ccda19,c2081b71be,Nickel,Nickel,0,1,32
c208,fd7f,c2081b71be,fd7f2ac2e6,Nickel,Nickel,0,1,21
fd7f,c208,fd7f2ac2e6,c2081b71be,Nickel,Nickel,0,1,28
c208,7eb7,c2081b71be,7eb73b69a2,Nickel,Nickel,0,1,21
7eb7,c208,7eb73b69a2,c2081b71be,Nickel,Nickel,0,2,16
c208,452f,c2081b71be,452fe434c6,Nickel,Brass,0,0,21
452f,c208,452fe434c6,c2081b71be,Brass,Nickel,0,0,30
c208,afed,c2081b71be,afed40ee94,Nickel,Nickel,0,1,21
afed,c208,afed40ee94,c2081b71be,Nickel,Nickel,0,1,30
c208,0927,c2081b71be,092733cb5a,Nickel,Nickel,0,1,21
0927,c208,092733cb5a,c2081b71be,Nickel,Nickel,0,1,30
c208,1a03,c2081b71be,1a032b03d2,Nickel,Nickel,0,0,21
1a03,c208,1a032b03d2,c2081b71be,Nickel,Nickel,0,1,25
c208,80bc,c2081b71be,80bcb3c703,Nickel,Nickel,0,1,21
80bc,c208,80bcb3c703,c2081b71be,Nickel,Nickel,0,0,30
c208,2068,c2081b71be,20687884b3,Nickel,Nickel,0,1,21
2068,c208,20687884b3,c2081b71be,Nickel,Nickel,0,2,30
c208,934c,c2081b71be,934c7e7ee4,Nickel,Nickel,0,1,21
934c,c208,934c7e7ee4,c2081b71be,Nickel,Nickel,0,1,27
c208,0dd2,c2081b71be,0dd2c0579c,Nickel,Nickel,0,1,21
0dd2,c208,0dd2c0579c,c2081b71be,Nickel,Nickel,0,1,24
c208,dc70,c2081b71be,dc7048e78d,Nickel,Brass,0,1,21
dc70,c208,dc7048e78d,c2081b71be,Brass,Nickel,0,1,29
c208,85f0,c2081b71be,85f0782ccf,Nickel,Nickel,0,1,21
85f0,c208,85f0782ccf,c2081b71be,Nickel,Nickel,0,2,31
c208,cf64,c2081b71be,cf64a06a77,Nickel,Nickel,0,1,21
cf64,c208,cf64a06a77,c2081b71be,Nickel,Nickel,0,1,31
c208,55fd,c2081b71be,55fd02a3a3,Nickel,Nickel,0,1,21
55fd,c208,55fd02a3a3,c2081b71be,Nickel,Nickel,0,1,30
c208,013b,c2081b71be,013b07f331,Nickel,Nickel,0,2,21
013b,c208,013b07f331,c2081b71be,Nickel,Nickel,0,1,30
c208,a987,c2081b71be,a987dc8828,Nickel,Nickel,0,1,21
a987,c208,a987dc8828,c2081b71be,Nickel,Nickel,0,1,22
c208,3919,c2081b71be,39199f2515,Nickel,Nickel,0,0,21
3919,c208,39199f2515,c2081b71be,Nickel,Nickel,0,1,24
c208,ea52,c2081b71be,ea52448b24,Nickel,Brass,0,1,21
ea52,c208,ea52448b24,c2081b71be,Brass,Nickel,0,1,20
c208,e276,c2081b71be,e276fdcf6d,Nickel,Brass,0,1,21
e276,c208,e276fdcf6d,c2081b71be,Brass,Nickel,0,0,16
c208,674b,c2081b71be,674b436f3a,Nickel,Nickel,0,1,21
674b,c208,674b436f3a,c2081b71be,Nickel,Nickel,0,1,21
c208,1a77,c2081b71be,1a77ba21c8,Nickel,Brass,0,1,21
1a77,c208,1a77ba21c8,c2081b71be,Brass,Nickel,0,1,19
c208,f32a,c2081b71be,f32a57a32f,Nickel,Nickel,0,1,21
f32a,c208,f32a57a32f,c2081b71be,Nickel,Nickel,0,0,15
c208,1dce,c2081b71be,1dcecfe7ef,Nickel,Nickel,0,1,21
1dce,c208,1dcecfe7ef,c2081b71be,Nickel,Nickel,0,1,18
c208,e1d1,c2081b71be,e1d10c4c9a,Nickel,Brass,0,1,21
e1d1,c208,e1d10c4c9a,c2081b71be,Brass,Nickel,0,1,21
c208,5d57,c2081b71be,5d578deaca,Nickel,Nickel,0,1,21
5d57,c208,5d578deaca,c2081b71be,Nickel,Nickel,0,1,23
c208,bd9b,c2081b71be,bd9ba9bfd9,Nickel,Nickel,0,1,21
bd9b,c208,bd9ba9bfd9,c2081b71be,Nickel,Nickel,0,1,30
c208,969d,c2081b71be,969de41074,Nickel,Nickel,0,1,21
969d,c208,969de41074,c2081b71be,Nickel,Nickel,0,1,18
c208,f8a1,c2081b71be,f8a165aa6d,Nickel,Nickel,0,1,21
f8a1,c208,f8a165aa6d,c2081b71be,Nickel,Nickel,0,1,25
c208,5869,c2081b71be,58690e69c3,Nickel,Brass,0,1,21
5869,c208,58690e69c3,c2081b71be,Brass,Nickel,0,1,22
c208,419d,c2081b71be,419d3b7b8b,Nickel,Brass,0,1,21
419d,c208,419d3b7b8b,c2081b71be,Brass,Nickel,0,0,18
c208,24f6,c2081b71be,24f6dbda7e,Nickel,Nickel,0,2,21
24f6,c208,24f6dbda7e,c2081b71be,Nickel,Nickel,0,1,26
c208,e67e,c2081b71be,e67eb5a673,Nickel,Nickel,0,0,21
e67e,c208,e67eb5a673,c2081b71be,Nickel,Nickel,0,1,25
c208,6166,c2081b71be,61668d1fb7,Nickel,Brass,0,0,21
6166,c208,61668d1fb7,c2081b71be,Brass,Nickel,0,1,20
c208,5f8c,c2081b71be,5f8cdc8a2c,Nickel,Brass,0,1,21
5f8c,c208,5f8cdc8a2c,c2081b71be,Brass,Nickel,0,2,22
c208,328b,c2081b71be,328b732c85,Nickel,Brass,0,1,21
328b,c208,328b732c85,c2081b71be,Brass,Nickel,0,1,18
c208,a98a,c2081b71be,a98af1afc1,Nickel,Nickel,0,1,21
a98a,c208,a98af1afc1,c2081b71be,Nickel,Nickel,0,1,30
c208,bbc3,c2081b71be,bbc3c2b96b,Nickel,Nickel,0,1,21
bbc3,c208,bbc3c2b96b,c2081b71be,Nickel,Nickel,0,1,26
c208,d6a2,c2081b71be,d6a27920cc,Nickel,Nickel,0,1,21
d6a2,c208,d6a27920cc,c2081b71be,Nickel,Nickel,0,1,28
c208,8c30,c2081b71be,8c30b73ef2,Nickel,Brass,0,0,21
8c30,c208,8c30b73ef2,c2081b71be,Brass,Nickel,0,0,16
c208,c28d,c2081b71be,c28d051c91,Nickel,Nickel,0,1,21
c28d,c208,c28d051c91,c2081b71be,Nickel,Nickel,0,1,19
c208,1a06,c2081b71be,1a06517ab5,Nickel,Brass,0,1,21
1a06,c208,1a06517ab5,c2081b71be,Brass,Nickel,0,1,22
c208,d632,c2081b71be,d632324bc2,Nickel,Brass,0,2,21
d632,c208,d632324bc2,c2081b71be,Brass,Nickel,0,1,19
c208,0ae9,c2081b71be,0ae9089aac,Nickel,Nickel,0,2,21
0ae9,c208,0ae9089aac,c2081b71be,Nickel,Nickel,0,1,37
c208,c8cf,c2081b71be,c8cf7b0a72,Nickel,Nickel,0,1,21
c8cf,c208,c8cf7b0a72,c2081b71be,Nickel,Nickel,0,1,23
c208,3cb9,c2081b71be,3cb96b1795,Nickel,Brass,0,1,21
3cb9,c208,3cb96b1795,c2081b71be,Brass,Nickel,0,1,22
c208,5124,c2081b71be,5124e63bf7,Nickel,Nickel,0,1,21
5124,c208,5124e63bf7,c2081b71be,Nickel,Nickel,0,1,29
c208,738f,c2081b71be,738f1f49ca,Nickel,Nickel,0,0,21
738f,c208,738f1f49ca,c2081b71be,Nickel,Nickel,0,1,20
c208,f7d1,c2081b71be,f7d102c093,Nickel,Nickel,0,1,21
f7d1,c208,f7d102c093,c2081b71be,Nickel,Nickel,0,2,26
c208,b183,c2081b71be,b183ad90fd,Nickel,Brass,0,1,21
b183,c208,b183ad90fd,c2081b71be,Brass,Nickel,0,0,18
c208,7b55,c2081b71be,7b5563a5da,Nickel,Brass,0,1,21
7b55,c208,7b5563a5da,c2081b71be,Brass,Nickel,0,0,21
c208,bf39,c2081b71be,bf39a74355,Nickel,Nickel,0,1,21
bf39,c208,bf39a74355,c2081b71be,Nickel,Nickel,0,1,32
c208,9668,c2081b71be,96682fe629,Nickel,Nickel,0,1,21
9668,c208,96682fe629,c2081b71be,Nickel,Nickel,0,1,30
c208,63e2,c2081b71be,63e2a29286,Nickel,Nickel,0,1,21
63e2,c208,63e2a29286,c2081b71be,Nickel,Nickel,0,1,25
c208,4604,c2081b71be,4604a209c8,Nickel,Nickel,0,1,21
4604,c208,4604a209c8,c2081b71be,Nickel,Nickel,0,1,26
4e01,2d95,4e0193ff9e,2d95605114,Nickel,Brass,0,1,27
2d95,4e01,2d95605114,4e0193ff9e,Brass,Nickel,0,1,43
4e01,8410,4e0193ff9e,84106ae247,Nickel,Nickel,0,1,27
8410,4e01,84106ae247,4e0193ff9e,Nickel,Nickel,0,2,48
4e01,eb35,4e0193ff9e,eb358a4d60,Nickel,Brass,0,1,27
eb35,4e01,eb358a4d60,4e0193ff9e,Brass,Nickel,0,2,28
4e01,dc44,4e0193ff9e,dc441ada9f,Nickel,Nickel,0,0,27
dc44,4e01,dc441ada9f,4e0193ff9e,Nickel,Nickel,0,2,50
4e01,5d25,4e0193ff9e,5d25cd3446,Nickel,Nickel,0,1,27
5d25,4e01,5d25cd3446,4e0193ff9e,Nickel,Nickel,0,1,34
4e01,5b23,4e0193ff9e,5b23b59131,Nickel,Brass,0,1,27
5b23,4e01,5b23b59131,4e0193ff9e,Brass,Nickel,0,1,44
4e01,a672,4e0193ff9e,a672c8a1fa,Nickel,Brass,0,1,27
a672,4e01,a672c8a1fa,4e0193ff9e,Brass,Nickel,0,1,34
4e01,2479,4e0193ff9e,247918f662,Nickel,Nickel,0,1,27
2479,4e01,247918f662,4e0193ff9e,Nickel,Nickel,0,1,44
4e01,5535,4e0193ff9e,55353f0163,Nickel,Nickel,0,1,27
5535,4e01,55353f0163,4e0193ff9e,Nickel,Nickel,0,1,56
4e01,0294,4e0193ff9e,02947d29e4,Nickel,Nickel,0,1,27
0294,4e01,02947d29e4,4e0193ff9e,Nickel,Nickel,0,1,31
4e01,e86c,4e0193ff9e,e86c75e79f,Nickel,Nickel,0,2,27
e86c,4e01,e86c75e79f,4e0193ff9e,Nickel,Nickel,0,1,30
4e01,b3ac,4e0193ff9e,b3ac369bf4,Nickel,Nickel,0,1,27
b3ac,4e01,b3ac369bf4,4e0193ff9e,Nickel,Nickel,0,1,31
4e01,486a,4e0193ff9e,486a559005,Nickel,Brass,0,2,27
486a,4e01,486a559005,4e0193ff9e,Brass,Nickel,0,1,27
4e01,c720,4e0193ff9e,c720426380,Nickel,Nickel,0,1,27
c720,4e01,c720426380,4e0193ff9e,Nickel,Nickel,0,1,33
4e01,e94f,4e0193ff9e,e94f036fc5,Nickel,Nickel,0,1,27
e94f,4e01,e94f036fc5,4e0193ff9e,Nickel,Nickel,0,1,30
4e01,76bc,4e0193ff9e,76bc55555d,Nickel,Nickel,0,1,27
76bc,4e01,76bc55555d,4e0193ff9e,Nickel,Nickel,0,1,37
4e01,fc45,4e0193ff9e,fc45467ffe,Nickel,Nickel,0,1,27
fc45,4e01,fc45467ffe,4e0193ff9e,Nickel,Nickel,0,1,30
4e01,75bf,4e0193ff9e,75bfb64db5,Nickel,Nickel,0,1,27
75bf,4e01,75bfb64db5,4e0193ff9e,Nickel,Nickel,0,0,37
4e01,3762,4e0193ff9e,376243150e,Nickel,Nickel,0,0,27
3762,4e01,376243150e,4e0193ff9e,Nickel,Nickel,0,1,32
4e01,38ef,4e0193ff9e,38ef822a2c,Nickel,Nickel,0,2,27
38ef,4e01,38ef822a2c,4e0193ff9e,Nickel,Nickel,0,1,20
4e01,c19c,4e0193ff9e,c19c27cb07,Nickel,Nickel,0,2,27
c19c,4e01,c19c27cb07,4e0193ff9e,Nickel,Nickel,0,0,23
4e01,ebeb,4e0193ff9e,ebeb95ffcb,Nickel,Nickel,0,0,27
ebeb,4e01,ebeb95ffcb,4e0193ff9e,Nickel,Nickel,0,0,26
4e01,054f,4e0193ff9e,054ff5af96,Nickel,Nickel,0,1,27
054f,4e01,054ff5af96,4e0193ff9e,Nickel,Nickel,0,1,30
4e01,47e4,4e0193ff9e,47e4c51fd8,Nickel,Nickel,0,1,27
47e4,4e01,47e4c51fd8,4e0193ff9e,Nickel,Nickel,0,1,31
4e01,f153,4e0193ff9e,f15352c9a3,Nickel,Nickel,0,1,27
f153,4e01,f15352c9a3,4e0193ff9e,Nickel,Nickel,0,1,24
4e01,9086,4e0193ff9e,9086d2ca3d,Nickel,Nickel,0,1,27
9086,4e01,9086d2ca3d,4e0193ff9e,Nickel,Nickel,0,1,28
4e01,d0c4,4e0193ff9e,d0c419dc2a,Nickel,Nickel,0,1,27
d0c4,4e01,d0c419dc2a,4e0193ff9e,Nickel,Nickel,0,1,28
4e01,5bd3,4e0193ff9e,5bd399d4e4,Nickel,Nickel,0,1,27
5bd3,4e01,5bd399d4e4,4e0193ff9e,Nickel,Nickel,0,1,30
4e01,e71c,4e0193ff9e,e71cf87e3f,Nickel,Nickel,0,1,27
e71c,4e01,e71cf87e3f,4e0193ff9e,Nickel,Nickel,0,1,27
4e01,405e,4e0193ff9e,405e6fb3cc,Nickel,Nickel,0,1,27
405e,4e01,405e6fb3cc,4e0193ff9e,Nickel,Nickel,0,1,24
4e01,9832,4e0193ff9e,9832ccda19,Nickel,Nickel,0,1,27
9832,4e01,9832ccda19,4e0193ff9e,Nickel,Nickel,0,1,32
4e01,fd7f,4e0193ff9e,fd7f2ac2e6,Nickel,Nickel,0,1,27
fd7f,4e01,fd7f2ac2e6,4e0193ff9e,Nickel,Nickel,0,1,28
4e01,7eb7,4e0193ff9e,7eb73b69a2,Nickel,Nickel,0,2,27
7eb7,4e01,7eb73b69a2,4e0193ff9e,Nickel,Nickel,0,2,16
4e01,452f,4e0193ff9e,452fe434c6,Nickel,Brass,0,1,27
452f,4e01,452fe434c6,4e0193ff9e,Brass,Nickel,0,2,30
4e01,afed,4e0193ff9e,afed40ee94,Nickel,Nickel,0,1,27
afed,4e01,afed40ee94,4e0193ff9e,Nickel,Nickel,0,1,30
4e01,0927,4e0193ff9e,092733cb5a,Nickel,Nickel,0,1,27
0927,4e01,092733cb5a,4e0193ff9e,Nickel,Nickel,0,2,30
4e01,1a03,4e0193ff9e,1a032b03d2,Nickel,Nickel,0,1,27
1a03,4e01,1a032b03d2,4e0193ff9e,Nickel,Nickel,0,1,25
4e01,80bc,4e0193ff9e,80bcb3c703,Nickel,Nickel,0,2,27
80bc,4e01,80bcb3c703,4e0193ff9e,Nickel,Nickel,0,1,30
4e01,2068,4e0193ff9e,20687884b3,Nickel,Nickel,0,1,27
2068,4e01,20687884b3,4e0193ff9e,Nickel,Nickel,0,1,30
4e01,934c,4e0193ff9e,934c7e7ee4,Nickel,Nickel,0,1,27
934c,4e01,934c7e7ee4,4e0193ff9e,Nickel,Nickel,0,1,27
4e01,0dd2,4e0193ff9e,0dd2c0579c,Nickel,Nickel,0,1,27
0dd2,4e01,0dd2c0579c,4e0193ff9e,Nickel,Nickel,0,1,24
4e01,dc70,4e0193ff9e,dc7048e78d,Nickel,Brass,0,0,27
dc70,4e01,dc7048e78d,4e0193ff9e,Brass,Nickel,0,1,29
4e01,85f0,4e0193ff9e,85f0782ccf,Nickel,Nickel,0,1,27
85f0,4e01,85f0782ccf,4e0193ff9e,Nickel,Nickel,0,2,31
4e01,cf64,4e0193ff9e,cf64a06a77,Nickel,Nickel,0,0,27
cf64,4e01,cf64a06a77,4e0193ff9e,Nickel,Nickel,0,1,31
4e01,55fd,4e0193ff9e,55fd02a3a3,Nickel,Nickel,0,1,27
55fd,4e01,55fd02a3a3,4e0193ff9e,Nickel,Nickel,0,0,30
4e01,013b,4e0193ff9e,013b07f331,Nickel,Nickel,0,1,27
