Type1,Type2,Weapon1,Weapon2,Material1,Material2,Hypothesis,Matching Cells,Total Cells
7c68,5d25,7c688a3b8a,5d25cd3446,Brass,Nickel,0,2,171
5d25,7c68,5d25cd3446,7c688a3b8a,Nickel,Brass,0,2,112
7c68,5b23,7c688a3b8a,5b23b59131,Brass,Brass,0,2,171
5b23,7c68,5b23b59131,7c688a3b8a,Brass,Brass,0,2,89
7c68,a672,7c688a3b8a,a672c8a1fa,Brass,Brass,0,3,171
a672,7c68,a672c8a1fa,7c688a3b8a,Brass,Brass,0,2,89
7c68,2479,7c688a3b8a,247918f662,Brass,Nickel,0,4,171
2479,7c68,247918f662,7c688a3b8a,Nickel,Brass,0,2,115
7c68,5535,7c688a3b8a,55353f0163,Brass,Nickel,0,2,171
5535,7c68,55353f0163,7c688a3b8a,Nickel,Brass,0,2,138
7c68,0294,7c688a3b8a,02947d29e4,Brass,Nickel,0,2,171
0294,7c68,02947d29e4,7c688a3b8a,Nickel,Brass,0,1,37
7c68,e86c,7c688a3b8a,e86c75e79f,Brass,Nickel,0,2,171
e86c,7c68,e86c75e79f,7c688a3b8a,Nickel,Brass,0,1,37
7c68,b3ac,7c688a3b8a,b3ac369bf4,Brass,Nickel,0,2,171
b3ac,7c68,b3ac369bf4,7c688a3b8a,Nickel,Brass,0,1,37
7c68,486a,7c688a3b8a,486a559005,Brass,Brass,0,2,171
486a,7c68,486a559005,7c688a3b8a,Brass,Brass,0,1,37
7c68,c720,7c688a3b8a,c720426380,Brass,Nickel,0,2,171
c720,7c68,c720426380,7c688a3b8a,Nickel,Brass,0,1,32
7c68,e94f,7c688a3b8a,e94f036fc5,Brass,Nickel,0,2,171
e94f,7c68,e94f036fc5,7c688a3b8a,Nickel,Brass,0,1,37
7c68,76bc,7c688a3b8a,76bc55555d,Brass,Nickel,0,3,171
76bc,7c68,76bc55555d,7c688a3b8a,Nickel,Brass,0,1,37
7c68,fc45,7c688a3b8a,fc45467ffe,Brass,Nickel,0,3,171
fc45,7c68,fc45467ffe,7c688a3b8a,Nickel,Brass,0,1,37
7c68,75bf,7c688a3b8a,75bfb64db5,Brass,Nickel,0,2,171
75bf,7c68,75bfb64db5,7c688a3b8a,Nickel,Brass,0,2,37
7c68,3762,7c688a3b8a,376243150e,Brass,Nickel,0,3,171
3762,7c68,376243150e,7c688a3b8a,Nickel,Brass,0,2,37
7c68,38ef,7c688a3b8a,38ef822a2c,Brass,Nickel,0,2,171
38ef,7c68,38ef822a2c,7c688a3b8a,Nickel,Brass,0,1,31
7c68,c19c,7c688a3b8a,c19c27cb07,Brass,Nickel,0,2,171
c19c,7c68,c19c27cb07,7c688a3b8a,Nickel,Brass,0,2,37
7c68,ebeb,7c688a3b8a,ebeb95ffcb,Brass,Nickel,0,2,171
ebeb,7c68,ebeb95ffcb,7c688a3b8a,Nickel,Brass,0,2,37
7c68,054f,7c688a3b8a,054ff5af96,Brass,Nickel,0,2,171
054f,7c68,054ff5af96,7c688a3b8a,Nickel,Brass,0,1,37
7c68,47e4,7c688a3b8a,47e4c51fd8,Brass,Nickel,0,2,171
47e4,7c68,47e4c51fd8,7c688a3b8a,Nickel,Brass,0,1,37
7c68,f153,7c688a3b8a,f15352c9a3,Brass,Nickel,0,3,171
f153,7c68,f15352c9a3,7c688a3b8a,Nickel,Brass,0,1,32
7c68,9086,7c688a3b8a,9086d2ca3d,Brass,Nickel,0,2,171
9086,7c68,9086d2ca3d,7c688a3b8a,Nickel,Brass,0,1,37
7c68,d0c4,7c688a3b8a,d0c419dc2a,Brass,Nickel,0,3,171
d0c4,7c68,d0c419dc2a,7c688a3b8a,Nickel,Brass,0,1,29
7c68,5bd3,7c688a3b8a,5bd399d4e4,Brass,Nickel,0,2,171
5bd3,7c68,5bd399d4e4,7c688a3b8a,Nickel,Brass,0,1,37
7c68,e71c,7c688a3b8a,e71cf87e3f,Brass,Nickel,0,4,171
e71c,7c68,e71cf87e3f,7c688a3b8a,Nickel,Brass,0,1,37
7c68,405e,7c688a3b8a,405e6fb3cc,Brass,Nickel,0,2,171
405e,7c68,405e6fb3cc,7c688a3b8a,Nickel,Brass,0,2,37
7c68,9832,7c688a3b8a,9832ccda19,Brass,Nickel,0,2,171
9832,7c68,9832ccda19,7c688a3b8a,Nickel,Brass,0,1,37
7c68,fd7f,7c688a3b8a,fd7f2ac2e6,Brass,Nickel,0,3,171
fd7f,7c68,fd7f2ac2e6,7c688a3b8a,Nickel,Brass,0,1,30
7c68,7eb7,7c688a3b8a,7eb73b69a2,Brass,Nickel,0,2,171
7eb7,7c68,7eb73b69a2,7c688a3b8a,Nickel,Brass,0,1,23
7c68,452f,7c688a3b8a,452fe434c6,Brass,Brass,0,3,171
452f,7c68,452fe434c6,7c688a3b8a,Brass,Brass,0,1,37
7c68,afed,7c688a3b8a,afed40ee94,Brass,Nickel,0,3,171
afed,7c68,afed40ee94,7c688a3b8a,Nickel,Brass,0,1,32
7c68,0927,7c688a3b8a,092733cb5a,Brass,Nickel,0,2,171
0927,7c68,092733cb5a,7c688a3b8a,Nickel,Brass,0,2,37
7c68,1a03,7c688a3b8a,1a032b03d2,Brass,Nickel,0,3,171
1a03,7c68,1a032b03d2,7c688a3b8a,Nickel,Brass,0,1,30
7c68,80bc,7c688a3b8a,80bcb3c703,Brass,Nickel,0,2,171
80bc,7c68,80bcb3c703,7c688a3b8a,Nickel,Brass,0,1,37
7c68,2068,7c688a3b8a,20687884b3,Brass,Nickel,0,2,171
2068,7c68,20687884b3,7c688a3b8a,Nickel,Brass,0,1,37
7c68,934c,7c688a3b8a,934c7e7ee4,Brass,Nickel,0,2,171
934c,7c68,934c7e7ee4,7c688a3b8a,Nickel,Brass,0,1,32
7c68,0dd2,7c688a3b8a,0dd2c0579c,Brass,Nickel,0,2,171
0dd2,7c68,0dd2c0579c,7c688a3b8a,Nickel,Brass,0,1,37
7c68,dc70,7c688a3b8a,dc7048e78d,Brass,Brass,0,2,171
dc70,7c68,dc7048e78d,7c688a3b8a,Brass,Brass,0,1,37
7c68,85f0,7c688a3b8a,85f0782ccf,Brass,Nickel,0,2,171
85f0,7c68,85f0782ccf,7c688a3b8a,Nickel,Brass,0,1,37
7c68,cf64,7c688a3b8a,cf64a06a77,Brass,Nickel,0,2,171
cf64,7c68,cf64a06a77,7c688a3b8a,Nickel,Brass,0,1,37
7c68,55fd,7c688a3b8a,55fd02a3a3,Brass,Nickel,0,2,171
55fd,7c68,55fd02a3a3,7c688a3b8a,Nickel,Brass,0,1,32
7c68,013b,7c688a3b8a,013b07f331,Brass,Nickel,0,4,171
013b,7c68,013b07f331,7c688a3b8a,Nickel,Brass,0,2,37
7c68,a987,7c688a3b8a,a987dc8828,Brass,Nickel,0,2,171
a987,7c68,a987dc8828,7c688a3b8a,Nickel,Brass,0,1,37
7c68,3919,7c688a3b8a,39199f2515,Brass,Nickel,0,3,171
3919,7c68,39199f2515,7c688a3b8a,Nickel,Brass,0,1,21
7c68,ea52,7c688a3b8a,ea52448b24,Brass,Brass,0,2,171
ea52,7c68,ea52448b24,7c688a3b8a,Brass,Brass,0,1,37
7c68,e276,7c688a3b8a,e276fdcf6d,Brass,Brass,0,2,171
e276,7c68,e276fdcf6d,7c688a3b8a,Brass,Brass,0,1,37
7c68,674b,7c688a3b8a,674b436f3a,Brass,Nickel,0,3,171
674b,7c68,674b436f3a,7c688a3b8a,Nickel,Brass,0,1,24
7c68,1a77,7c688a3b8a,1a77ba21c8,Brass,Brass,0,2,171
1a77,7c68,1a77ba21c8,7c688a3b8a,Brass,Brass,0,2,37
7c68,f32a,7c688a3b8a,f32a57a32f,Brass,Nickel,0,2,171
f32a,7c68,f32a57a32f,7c688a3b8a,Nickel,Brass,0,1,36
7c68,1dce,7c688a3b8a,1dcecfe7ef,Brass,Nickel,0,3,171
1dce,7c68,1dcecfe7ef,7c688a3b8a,Nickel,Brass,0,1,37
7c68,e1d1,7c688a3b8a,e1d10c4c9a,Brass,Brass,0,3,171
e1d1,7c68,e1d10c4c9a,7c688a3b8a,Brass,Brass,0,1,37
7c68,5d57,7c688a3b8a,5d578deaca,Brass,Nickel,0,2,171
5d57,7c68,5d578deaca,7c688a3b8a,Nickel,Brass,0,1,35
7c68,bd9b,7c688a3b8a,bd9ba9bfd9,Brass,Nickel,0,3,171
bd9b,7c68,bd9ba9bfd9,7c688a3b8a,Nickel,Brass,0,1,37
7c68,969d,7c688a3b8a,969de41074,Brass,Nickel,0,2,171
969d,7c68,969de41074,7c688a3b8a,Nickel,Brass,0,1,37
7c68,f8a1,7c688a3b8a,f8a165aa6d,Brass,Nickel,0,2,171
f8a1,7c68,f8a165aa6d,7c688a3b8a,Nickel,Brass,0,1,33
7c68,5869,7c688a3b8a,58690e69c3,Brass,Brass,0,2,171
5869,7c68,58690e69c3,7c688a3b8a,Brass,Brass,0,1,37
7c68,419d,7c688a3b8a,419d3b7b8b,Brass,Brass,0,3,171
419d,7c68,419d3b7b8b,7c688a3b8a,Brass,Brass,0,2,37
7c68,24f6,7c688a3b8a,24f6dbda7e,Brass,Nickel,0,2,171
24f6,7c68,24f6dbda7e,7c688a3b8a,Nickel,Brass,0,1,24
7c68,e67e,7c688a3b8a,e67eb5a673,Brass,Nickel,0,2,171
e67e,7c68,e67eb5a673,7c688a3b8a,Nickel,Brass,0,1,24
7c68,6166,7c688a3b8a,61668d1fb7,Brass,Brass,0,2,171
6166,7c68,61668d1fb7,7c688a3b8a,Brass,Brass,0,1,37
7c68,5f8c,7c688a3b8a,5f8cdc8a2c,Brass,Brass,0,2,171
5f8c,7c68,5f8cdc8a2c,7c688a3b8a,Brass,Brass,0,1,37
7c68,328b,7c688a3b8a,328b732c85,Brass,Brass,0,3,171
328b,7c68,328b732c85,7c688a3b8a,Brass,Brass,0,1,37
7c68,a98a,7c688a3b8a,a98af1afc1,Brass,Nickel,0,2,171
a98a,7c68,a98af1afc1,7c688a3b8a,Nickel,Brass,0,1,24
7c68,bbc3,7c688a3b8a,bbc3c2b96b,Brass,Nickel,0,2,171
bbc3,7c68,bbc3c2b96b,7c688a3b8a,Nickel,Brass,0,1,37
7c68,d6a2,7c688a3b8a,d6a27920cc,Brass,Nickel,0,2,171
d6a2,7c68,d6a27920cc,7c688a3b8a,Nickel,Brass,0,1,37
7c68,8c30,7c688a3b8a,8c30b73ef2,Brass,Brass,0,2,171
8c30,7c68,8c30b73ef2,7c688a3b8a,Brass,Brass,0,1,37
7c68,c28d,7c688a3b8a,c28d051c91,Brass,Nickel,0,2,171
c28d,7c68,c28d051c91,7c688a3b8a,Nickel,Brass,0,1,37
7c68,1a06,7c688a3b8a,1a06517ab5,Brass,Brass,0,2,171
1a06,7c68,1a06517ab5,7c688a3b8a,Brass,Brass,0,1,37
7c68,d632,7c688a3b8a,d632324bc2,Brass,Brass,0,3,171
d632,7c68,d632324bc2,7c688a3b8a,Brass,Brass,0,2,37
7c68,0ae9,7c688a3b8a,0ae9089aac,Brass,Nickel,0,2,171
0ae9,7c68,0ae9089aac,7c688a3b8a,Nickel,Brass,0,1,37
7c68,c8cf,7c688a3b8a,c8cf7b0a72,Brass,Nickel,0,2,171
c8cf,7c68,c8cf7b0a72,7c688a3b8a,Nickel,Brass,0,1,24
7c68,3cb9,7c688a3b8a,3cb96b1795,Brass,Brass,0,2,171
3cb9,7c68,3cb96b1795,7c688a3b8a,Brass,Brass,0,1,37
7c68,5124,7c688a3b8a,5124e63bf7,Brass,Nickel,0,2,171
5124,7c68,5124e63bf7,7c688a3b8a,Nickel,Brass,0,1,37
7c68,738f,7c688a3b8a,738f1f49ca,Brass,Nickel,0,2,171
738f,7c68,738f1f49ca,7c688a3b8a,Nickel,Brass,0,2,37
7c68,f7d1,7c688a3b8a,f7d102c093,Brass,Nickel,0,2,171
f7d1,7c68,f7d102c093,7c688a3b8a,Nickel,Brass,0,1,31
7c68,b183,7c688a3b8a,b183ad90fd,Brass,Brass,0,2,171
b183,7c68,b183ad90fd,7c688a3b8a,Brass,Brass,0,1,37
7c68,7b55,7c688a3b8a,7b5563a5da,Brass,Brass,0,2,171
7b55,7c68,7b5563a5da,7c688a3b8a,Brass,Brass,0,2,37
7c68,bf39,7c688a3b8a,bf39a74355,Brass,Nickel,0,2,171
bf39,7c68,bf39a74355,7c688a3b8a,Nickel,Brass,0,1,32
7c68,9668,7c688a3b8a,96682fe629,Brass,Nickel,0,3,171
9668,7c68,96682fe629,7c688a3b8a,Nickel,Brass,0,1,37
7c68,63e2,7c688a3b8a,63e2a29286,Brass,Nickel,0,2,171
63e2,7c68,63e2a29286,7c688a3b8a,Nickel,Brass,0,1,37
7c68,4604,7c688a3b8a,4604a209c8,Brass,Nickel,0,3,171
4604,7c68,4604a209c8,7c688a3b8a,Nickel,Brass,0,1,37
a0ee,c68e,a0eeaed1b6,c68e6ca665,Brass,Brass,0,4,154
c68e,a0ee,c68e6ca665,a0eeaed1b6,Brass,Brass,0,4,164
a0ee,77fb,a0eeaed1b6,77fb3cb91a,Brass,Brass,0,3,154
77fb,a0ee,77fb3cb91a,a0eeaed1b6,Brass,Brass,0,2,121
a0ee,416e,a0eeaed1b6,416eee8042,Brass,Brass,0,5,154
416e,a0ee,416eee8042,a0eeaed1b6,Brass,Brass,0,7,148
a0ee,e5bf,a0eeaed1b6,e5bf6d1345,Brass,Steel,0,5,154
e5bf,a0ee,e5bf6d1345,a0eeaed1b6,Steel,Brass,0,6,180
a0ee,7dcd,a0eeaed1b6,7dcda8c797,Brass,Steel,0,5,154
7dcd,a0ee,7dcda8c797,a0eeaed1b6,Steel,Brass,0,5,176
a0ee,41e9,a0eeaed1b6,41e9b00cd6,Brass,Brass,0,5,154
41e9,a0ee,41e9b00cd6,a0eeaed1b6,Brass,Brass,0,2,161
a0ee,f1e9,a0eeaed1b6,f1e98e4af6,Brass,Brass,0,4,154
f1e9,a0ee,f1e98e4af6,a0eeaed1b6,Brass,Brass,0,4,206
a0ee,2802,a0eeaed1b6,2802b7bac9,Brass,Brass,0,2,154
2802,a0ee,2802b7bac9,a0eeaed1b6,Brass,Brass,0,4,376
a0ee,3760,a0eeaed1b6,3760242a91,Brass,Brass,0,4,154
3760,a0ee,3760242a91,a0eeaed1b6,Brass,Brass,0,3,182
a0ee,2dbc,a0eeaed1b6,2dbcc740d7,Brass,Brass,0,4,154
2dbc,a0ee,2dbcc740d7,a0eeaed1b6,Brass,Brass,0,4,145
a0ee,0de7,a0eeaed1b6,0de7ee9123,Brass,Brass,0,5,154
0de7,a0ee,0de7ee9123,a0eeaed1b6,Brass,Brass,0,4,177
a0ee,10aa,a0eeaed1b6,10aa414952,Brass,Brass,0,4,154
10aa,a0ee,10aa414952,a0eeaed1b6,Brass,Brass,0,4,220
a0ee,aa0f,a0eeaed1b6,aa0f8e686d,Brass,Nickel,0,3,154
aa0f,a0ee,aa0f8e686d,a0eeaed1b6,Nickel,Brass,0,2,89
a0ee,3874,a0eeaed1b6,387476a7c3,Brass,Brass,0,3,154
3874,a0ee,387476a7c3,a0eeaed1b6,Brass,Brass,0,3,89
a0ee,9caf,a0eeaed1b6,9caf820c3c,Brass,Nickel,0,3,154
9caf,a0ee,9caf820c3c,a0eeaed1b6,Nickel,Brass,0,2,82
a0ee,c8fb,a0eeaed1b6,c8fb080a8d,Brass,Brass,0,3,154
c8fb,a0ee,c8fb080a8d,a0eeaed1b6,Brass,Brass,0,2,100
a0ee,5641,a0eeaed1b6,5641b8bddf,Brass,Brass,0,3,154
5641,a0ee,5641b8bddf,a0eeaed1b6,Brass,Brass,0,2,78
a0ee,0f66,a0eeaed1b6,0f66bf9663,Brass,Brass,0,3,154
0f66,a0ee,0f66bf9663,a0eeaed1b6,Brass,Brass,0,3,100
a0ee,3ce8,a0eeaed1b6,3ce84d810b,Brass,Nickel,0,3,154
3ce8,a0ee,3ce84d810b,a0eeaed1b6,Nickel,Brass,0,3,86
a0ee,1742,a0eeaed1b6,17422e941b,Brass,Nickel,0,4,154
1742,a0ee,17422e941b,a0eeaed1b6,Nickel,Brass,0,4,80
a0ee,70c4,a0eeaed1b6,70c4410a98,Brass,Brass,0,3,154
70c4,a0ee,70c4410a98,a0eeaed1b6,Brass,Brass,0,3,97
a0ee,0478,a0eeaed1b6,04789b1531,Brass,Brass,0,3,154
0478,a0ee,04789b1531,a0eeaed1b6,Brass,Brass,0,3,124
a0ee,24e3,a0eeaed1b6,24e3ac7fef,Brass,Brass,0,3,154
24e3,a0ee,24e3ac7fef,a0eeaed1b6,Brass,Brass,0,2,116
a0ee,bcf6,a0eeaed1b6,bcf6bcdbb8,Brass,Brass,0,3,154
bcf6,a0ee,bcf6bcdbb8,a0eeaed1b6,Brass,Brass,0,2,97
a0ee,8dfb,a0eeaed1b6,8dfb321005,Brass,Nickel,0,2,154
8dfb,a0ee,8dfb321005,a0eeaed1b6,Nickel,Brass,0,2,80
a0ee,f436,a0eeaed1b6,f43675f66f,Brass,Nickel,0,2,154
f436,a0ee,f43675f66f,a0eeaed1b6,Nickel,Brass,0,2,76
a0ee,4530,a0eeaed1b6,45300e58f8,Brass,Nickel,0,2,154
4530,a0ee,45300e58f8,a0eeaed1b6,Nickel,Brass,0,3,102
a0ee,f40d,a0eeaed1b6,f40d4f1a15,Brass,Brass,0,3,154
f40d,a0ee,f40d4f1a15,a0eeaed1b6,Brass,Brass,0,2,76
a0ee,dab9,a0eeaed1b6,dab931f945,Brass,Brass,0,2,154
dab9,a0ee,dab931f945,a0eeaed1b6,Brass,Brass,0,2,89
a0ee,f4f5,a0eeaed1b6,f4f58530c1,Brass,Nickel,0,2,154
f4f5,a0ee,f4f58530c1,a0eeaed1b6,Nickel,Brass,0,3,86
a0ee,8c18,a0eeaed1b6,8c1853b1f2,Brass,Brass,0,2,154
8c18,a0ee,8c1853b1f2,a0eeaed1b6,Brass,Brass,0,2,97
a0ee,c1d6,a0eeaed1b6,c1d61f8afe,Brass,Nickel,0,3,154
c1d6,a0ee,c1d61f8afe,a0eeaed1b6,Nickel,Brass,0,4,137
a0ee,15f5,a0eeaed1b6,15f571d7a1,Brass,Brass,0,3,154
15f5,a0ee,15f571d7a1,a0eeaed1b6,Brass,Brass,0,2,76
a0ee,4b57,a0eeaed1b6,4b57b1e3a4,Brass,Nickel,0,5,154
4b57,a0ee,4b57b1e3a4,a0eeaed1b6,Nickel,Brass,0,6,125
a0ee,e833,a0eeaed1b6,e8337501b2,Brass,Brass,0,3,154
e833,a0ee,e8337501b2,a0eeaed1b6,Brass,Brass,0,2,76
a0ee,426b,a0eeaed1b6,426bf321f8,Brass,Brass,0,3,154
426b,a0ee,426bf321f8,a0eeaed1b6,Brass,Brass,0,3,89
a0ee,a739,a0eeaed1b6,a7393fe923,Brass,Brass,0,3,154
a739,a0ee,a7393fe923,a0eeaed1b6,Brass,Brass,0,2,93
a0ee,17f4,a0eeaed1b6,17f490a856,Brass,Brass,0,3,154
17f4,a0ee,17f490a856,a0eeaed1b6,Brass,Brass,0,2,80
a0ee,d971,a0eeaed1b6,d971d128f9,Brass,Nickel,0,3,154
d971,a0ee,d971d128f9,a0eeaed1b6,Nickel,Brass,0,3,87
a0ee,6398,a0eeaed1b6,639880f70e,Brass,Nickel,0,2,154
6398,a0ee,639880f70e,a0eeaed1b6,Nickel,Brass,0,2,52
a0ee,b2a5,a0eeaed1b6,b2a5b013cf,Brass,Nickel,0,2,154
b2a5,a0ee,b2a5b013cf,a0eeaed1b6,Nickel,Brass,0,2,61
a0ee,7695,a0eeaed1b6,7695c239d6,Brass,Brass,0,4,154
7695,a0ee,7695c239d6,a0eeaed1b6,Brass,Brass,0,2,76
a0ee,e73f,a0eeaed1b6,e73f2a461a,Brass,Nickel,0,3,154
e73f,a0ee,e73f2a461a,a0eeaed1b6,Nickel,Brass,0,2,72
a0ee,f4a4,a0eeaed1b6,f4a4bde1b3,Brass,Brass,0,4,154
f4a4,a0ee,f4a4bde1b3,a0eeaed1b6,Brass,Brass,0,4,104
a0ee,f93d,a0eeaed1b6,f93de13acc,Brass,Nickel,0,3,154
f93d,a0ee,f93de13acc,a0eeaed1b6,Nickel,Brass,0,2,80
a0ee,897d,a0eeaed1b6,897db18f79,Brass,Nickel,0,2,154
897d,a0ee,897db18f79,a0eeaed1b6,Nickel,Brass,0,2,76
a0ee,036b,a0eeaed1b6,036b9b2627,Brass,Brass,0,3,154
036b,a0ee,036b9b2627,a0eeaed1b6,Brass,Brass,0,2,125
a0ee,ed21,a0eeaed1b6,ed215713b2,Brass,Brass,0,4,154
ed21,a0ee,ed215713b2,a0eeaed1b6,Brass,Brass,0,4,147
a0ee,4da4,a0eeaed1b6,4da4146300,Brass,Nickel,0,2,154
4da4,a0ee,4da4146300,a0eeaed1b6,Nickel,Brass,0,3,92
a0ee,ae9b,a0eeaed1b6,ae9b0acf0b,Brass,Nickel,0,3,154
ae9b,a0ee,ae9b0acf0b,a0eeaed1b6,Nickel,Brass,0,1,33
a0ee,e947,a0eeaed1b6,e947234b60,Brass,Nickel,0,3,154
e947,a0ee,e947234b60,a0eeaed1b6,Nickel,Brass,0,1,36
a0ee,cc6c,a0eeaed1b6,cc6c455419,Brass,Brass,0,2,154
cc6c,a0ee,cc6c455419,a0eeaed1b6,Brass,Brass,0,1,18
a0ee,7204,a0eeaed1b6,7204a1feeb,Brass,Brass,0,2,154
7204,a0ee,7204a1feeb,a0eeaed1b6,Brass,Brass,0,1,36
a0ee,867e,a0eeaed1b6,867e742682,Brass,Nickel,0,3,154
867e,a0ee,867e742682,a0eeaed1b6,Nickel,Brass,0,1,32
a0ee,ff11,a0eeaed1b6,ff11e3e39e,Brass,Nickel,0,2,154
ff11,a0ee,ff11e3e39e,a0eeaed1b6,Nickel,Brass,0,1,36
a0ee,1be7,a0eeaed1b6,1be78463d7,Brass,Brass,0,3,154
1be7,a0ee,1be78463d7,a0eeaed1b6,Brass,Brass,0,1,31
a0ee,744a,a0eeaed1b6,744a7e7690,Brass,Nickel,0,2,154
744a,a0ee,744a7e7690,a0eeaed1b6,Nickel,Brass,0,1,31
a0ee,1ed3,a0eeaed1b6,1ed3442cfa,Brass,Nickel,0,2,154
1ed3,a0ee,1ed3442cfa,a0eeaed1b6,Nickel,Brass,0,1,23
a0ee,93f6,a0eeaed1b6,93f6afc25d,Brass,Nickel,0,3,154
93f6,a0ee,93f6afc25d,a0eeaed1b6,Nickel,Brass,0,1,32
a0ee,2753,a0eeaed1b6,275310424a,Brass,Brass,0,2,154
2753,a0ee,275310424a,a0eeaed1b6,Brass,Brass,0,1,36
a0ee,27c4,a0eeaed1b6,27c44d34a4,Brass,Brass,0,3,154
27c4,a0ee,27c44d34a4,a0eeaed1b6,Brass,Brass,0,1,36
a0ee,41f1,a0eeaed1b6,41f1030655,Brass,Nickel,0,2,154
41f1,a0ee,41f1030655,a0eeaed1b6,Nickel,Brass,0,1,28
a0ee,d00b,a0eeaed1b6,d00bf582d1,Brass,Brass,0,2,154
d00b,a0ee,d00bf582d1,a0eeaed1b6,Brass,Brass,0,1,36
a0ee,9f5c,a0eeaed1b6,9f5cee2a11,Brass,Nickel,0,2,154
9f5c,a0ee,9f5cee2a11,a0eeaed1b6,Nickel,Brass,0,1,36
a0ee,b4f6,a0eeaed1b6,b4f6763191,Brass,Nickel,0,2,154
b4f6,a0ee,b4f6763191,a0eeaed1b6,Nickel,Brass,0,1,36
a0ee,eb19,a0eeaed1b6,eb19c4c309,Brass,Nickel,0,3,154
eb19,a0ee,eb19c4c309,a0eeaed1b6,Nickel,Brass,0,1,36
a0ee,3c68,a0eeaed1b6,3c6819beb9,Brass,Brass,0,3,154
3c68,a0ee,3c6819beb9,a0eeaed1b6,Brass,Brass,0,1,30
a0ee,88c2,a0eeaed1b6,88c293654f,Brass,Nickel,0,2,154
88c2,a0ee,88c293654f,a0eeaed1b6,Nickel,Brass,0,2,36
a0ee,d507,a0eeaed1b6,d5070cee0f,Brass,Nickel,0,2,154
d507,a0ee,d5070cee0f,a0eeaed1b6,Nickel,Brass,0,1,28
a0ee,27c0,a0eeaed1b6,27c03bf211,Brass,Nickel,0,2,154
27c0,a0ee,27c03bf211,a0eeaed1b6,Nickel,Brass,0,1,32
a0ee,a80b,a0eeaed1b6,a80b46b6d1,Brass,Brass,0,3,154
a80b,a0ee,a80b46b6d1,a0eeaed1b6,Brass,Brass,0,1,31
a0ee,8197,a0eeaed1b6,8197f401c9,Brass,Nickel,0,3,154
8197,a0ee,8197f401c9,a0eeaed1b6,Nickel,Brass,0,2,32
a0ee,bf77,a0eeaed1b6,bf77a5ca9b,Brass,Brass,0,4,154
bf77,a0ee,bf77a5ca9b,a0eeaed1b6,Brass,Brass,0,1,28
a0ee,a3b1,a0eeaed1b6,a3b1085bea,Brass,Brass,0,2,154
a3b1,a0ee,a3b1085bea,a0eeaed1b6,Brass,Brass,0,1,30
a0ee,803e,a0eeaed1b6,803e2e304c,Brass,Nickel,0,2,154
803e,a0ee,803e2e304c,a0eeaed1b6,Nickel,Brass,0,2,36
a0ee,5187,a0eeaed1b6,5187134316,Brass,Brass,0,2,154
5187,a0ee,5187134316,a0eeaed1b6,Brass,Brass,0,1,36
a0ee,81a5,a0eeaed1b6,81a541161d,Brass,Brass,0,2,154
81a5,a0ee,81a541161d,a0eeaed1b6,Brass,Brass,0,1,30
a0ee,6e46,a0eeaed1b6,6e46d2b898,Brass,Brass,0,2,154
6e46,a0ee,6e46d2b898,a0eeaed1b6,Brass,Brass,0,1,36
a0ee,db48,a0eeaed1b6,db4804f266,Brass,Nickel,0,2,154
db48,a0ee,db4804f266,a0eeaed1b6,Nickel,Brass,0,1,36
a0ee,a54c,a0eeaed1b6,a54ce43a84,Brass,Nickel,0,2,154
a54c,a0ee,a54ce43a84,a0eeaed1b6,Nickel,Brass,0,2,42
a0ee,0db0,a0eeaed1b6,0db08b7f9e,Brass,Nickel,0,2,154
0db0,a0ee,0db08b7f9e,a0eeaed1b6,Nickel,Brass,0,1,42
a0ee,9c65,a0eeaed1b6,9c6504e345,Brass,Brass,0,2,154
9c65,a0ee,9c6504e345,a0eeaed1b6,Brass,Brass,0,1,36
a0ee,3443,a0eeaed1b6,3443ea5ba5,Brass,Brass,0,2,154
3443,a0ee,3443ea5ba5,a0eeaed1b6,Brass,Brass,0,1,42
a0ee,1f25,a0eeaed1b6,1f2544214d,Brass,Nickel,0,2,154
1f25,a0ee,1f2544214d,a0eeaed1b6,Nickel,Brass,0,2,36
a0ee,0e45,a0eeaed1b6,0e45ff7118,Brass,Brass,0,2,154
0e45,a0ee,0e45ff7118,a0eeaed1b6,Brass,Brass,0,2,36
a0ee,c208,a0eeaed1b6,c2081b71be,Brass,Nickel,0,2,154
c208,a0ee,c2081b71be,a0eeaed1b6,Nickel,Brass,0,2,36
a0ee,4e01,a0eeaed1b6,4e0193ff9e,Brass,Nickel,0,3,154
4e01,a0ee,4e0193ff9e,a0eeaed1b6,Nickel,Brass,0,2,36
a0ee,2d95,a0eeaed1b6,2d95605114,Brass,Brass,0,4,154
2d95,a0ee,2d95605114,a0eeaed1b6,Brass,Brass,0,5,162
a0ee,8410,a0eeaed1b6,84106ae247,Brass,Nickel,0,4,154
8410,a0ee,84106ae247,a0eeaed1b6,Nickel,Brass,0,2,112
a0ee,eb35,a0eeaed1b6,eb358a4d60,Brass,Brass,0,3,154
eb35,a0ee,eb358a4d60,a0eeaed1b6,Brass,Brass,0,2,123
a0ee,dc44,a0eeaed1b6,dc441ada9f,Brass,Nickel,0,3,154
dc44,a0ee,dc441ada9f,a0eeaed1b6,Nickel,Brass,0,2,160
a0ee,5d25,a0eeaed1b6,5d25cd3446,Brass,Nickel,0,2,154
5d25,a0ee,5d25cd3446,a0eeaed1b6,Nickel,Brass,0,2,112
