weapon1,weapon2,hypothesis,accf,cmc,n,split1,split2,split3
869719,107935,0,23.9066,0,31,v,t,t
869719,335434,0,19.9314,1,31,n,n,t
161035,314790,0,13.6717,0,38,v,t,t
161035,107935,0,27.7994,1,38,v,t,t
161035,335434,0,23.3501,2,38,n,n,t
314790,107935,0,18.7642,0,29,v,t,t
314790,335434,0,27.5364,0,29,n,n,t
107935,335434,0,27.5284,0,36,n,n,t
692417,805904,0,25.0679,1,36,v,t,t
692417,941546,0,23.3706,1,36,v,t,t
692417,128177,0,28.7748,0,36,n,n,t
692417,901422,0,24.6159,1,36,n,n,t
692417,790992,0,28.5043,1,36,n,n,t
692417,338475,0,16.4385,0,36,n,t,n
692417,588899,0,23.5716,1,36,n,n,t
692417,172408,0,23.9618,0,36,n,t,n
692417,323118,0,15.1059,0,36,n,t,n
805904,941546,0,28.2989,0,42,v,t,t
805904,128177,0,29.3463,1,42,n,n,t
805904,901422,0,30.2793,0,42,n,n,t
805904,790992,0,29.1046,0,42,n,n,t
805904,338475,0,17.0428,1,42,n,t,n
805904,588899,0,34.957,2,42,n,n,t
805904,172408,0,32.517,1,42,n,t,n
805904,323118,0,25.4178,0,42,n,t,n
941546,128177,0,28.5211,0,36,n,n,t
941546,901422,0,27.6694,0,36,n,n,t
941546,790992,0,18.0618,1,36,n,n,t
941546,338475,0,24.1099,1,36,n,t,n
941546,588899,0,26.7858,2,36,n,n,t
941546,129054,0,23.857,1,36,v,t,t
941546,177835,0,23.7172,2,36,n,n,t
128177,901422,0,33.1473,0,32,t,v,t
128177,790992,0,27.3816,0,32,t,v,t
128177,338475,0,24.5135,1,32,t,n,n
128177,588899,0,28.3396,0,32,t,v,t
128177,129054,0,26.9931,0,32,n,n,t
128177,177835,0,31.2367,1,32,t,v,t
901422,790992,0,26.7408,0,31,t,v,t
901422,338475,0,28.8966,1,31,t,n,n
901422,588899,0,31.9529,0,31,t,v,t
901422,415205,0,22.2563,0,31,t,v,t
901422,833407,0,23.9474,0,31,t,n,n
790992,338475,0,24.5182,0,38,t,n,n
790992,588899,0,18.5193,1,38,t,v,t
790992,415205,0,26.8007,1,38,t,v,t
790992,833407,0,29.1593,0,38,t,n,n
338475,588899,0,24.2198,0,36,t,n,n
338475,122330,0,31.1247,1,36,t,t,v
338475,463623,0,27.6569,0,36,n,t,n
588899,122330,0,23.4447,0,31,t,n,n
588899,463623,0,30.5409,0,31,n,n,t
172408,323118,0,22.8645,0,31,t,t,v
172408,129054,0,20.608,0,31,n,t,n
172408,177835,0,23.4766,1,31,t,n,n
172408,415205,0,23.8167,2,31,t,n,n
172408,833407,0,24.0226,1,31,t,t,v
172408,122330,0,26.4376,0,31,t,t,v
172408,463623,0,29.2237,1,31,n,t,n
323118,129054,0,20.7455,2,36,n,t,n
323118,177835,0,20.8871,2,36,t,n,n
323118,415205,0,20.9379,1,36,t,n,n
323118,833407,0,23.1088,2,36,t,t,v
323118,122330,0,6.5137,2,36,t,t,v
323118,463623,0,21.5343,1,36,n,t,n
129054,177835,0,25.4393,1,36,n,n,t
129054,415205,0,18.9764,0,36,n,n,t
129054,833407,0,26.5023,0,36,n,t,n
129054,122330,0,23.0587,0,36,n,t,n
129054,463623,0,26.2283,1,36,v,t,t
177835,415205,0,27.6585,0,31,t,v,t
177835,833407,0,22.8339,1,31,t,n,n
177835,122330,0,11.6821,0,31,t,n,n
177835,463623,0,16.3222,0,31,n,n,t
415205,833407,0,24.0955,1,38,t,n,n
415205,122330,0,24.1644,1,38,t,n,n
415205,463623,0,26.22,1,38,n,n,t
833407,122330,0,33.238,1,36,t,t,v
833407,463623,0,33.9221,0,36,n,t,n
122330,463623,0,38.1326,0,31,n,t,n
175269,706847,0,25.012,1,31,t,n,n
175269,972208,0,11.789,1,31,t,v,t
175269,172538,0,25.825,1,31,n,n,t
175269,101571,0,27.587,1,31,t,v,t
175269,117186,0,30.7539,1,31,t,v,t
175269,528461,0,23.6406,2,31,t,n,n
175269,159141,0,22.6931,1,31,n,n,t
175269,136953,0,30.145,0,31,t,v,t
175269,125476,0,26.7149,1,31,t,v,t
706847,972208,0,23.7699,0,46,t,n,n
706847,172538,0,28.0018,2,46,n,t,n
706847,101571,0,24.5106,3,46,t,n,n
706847,117186,0,17.6746,1,46,t,n,n
706847,528461,0,21.9213,1,46,t,t,v
706847,159141,0,19.5016,0,46,n,t,n
706847,136953,0,22.9017,3,46,t,n,n
706847,125476,0,16.2382,1,46,t,n,n
972208,172538,0,23.9334,0,38,n,n,t
972208,101571,0,24.9835,1,38,t,v,t
972208,117186,0,20.3996,3,38,t,v,t
972208,528461,0,23.9938,1,38,t,n,n
972208,159141,0,16.04,0,38,n,n,t
972208,108074,0,17.9152,0,38,t,n,n
972208,610855,0,19.4821,0,38,n,n,t
